ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024,Quantile_Bin,Quantile_Bin_year
M7441,cesta II. triedy,507,Most pred obcou Nimnica,86,49.139048,18.353081,268.165500,dosková,monolitický železobetón,40.000000,66.000000,296.000000,odhadom,Vodný tok,1958,Nezistený,1.000000,5.000000,nan,10.500000,9.500000,nan,nan,TN SK,SC TN SK - PB,Púchov,2544A29300,2544A29400,343493,Trenčín,3,3,3,3,3,3,5,5,5,5,5,5,5,"(4.6, 6.72]","(1949.333, 1965.0]"
M6783,cesta II. triedy,507,Most v obci Nimnica časť kúpele,87,49.128853,18.372018,293.378500,dosková,monolitický železobetón,14.000000,43.000000,378.000000,podľa tabuliek,Vodný tok,1954,Nezistený,1.000000,2.100000,nan,8.700000,8.700000,nan,nan,TN SK,SC TN SK - PB,Púchov,2544A29900,2544B00800,343499,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(1949.333, 1965.0]"
M5608,cesta II. triedy,507,Most pred obcou Udiča,88,49.159132,18.401099,281.761249,trámová,monolitický železobetón,15.000000,24.000000,80.000000,Nezistený,Vodný tok,1955,Nezistený,1.000000,20.000000,nan,10.400000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A22300,2544A01200,343409,Trenčín,4,4,6,6,6,6,6,6,6,6,6,6,6,"(11.0, 260.36]","(1949.333, 1965.0]"
M417,cesta II. triedy,507,Most za obcou Udiča,89,49.153568,18.414820,281.848499,dosková,monolitický železobetón,26.000000,45.000000,131.000000,statický výpočet,Vodný tok,1955,Nezistený,1.000000,3.000000,nan,9.600000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A02800,2544A55100,7282,Trenčín,3,3,6,6,6,6,6,6,6,6,6,4,4,"(1.999, 3.25]","(1949.333, 1965.0]"
M7422,cesta II. triedy,507,Most pred obcou Považské Podhradie,90,49.134328,18.453356,285.203500,dosková,prefabrikovaný železobetón,32.000000,73.000000,336.000000,podľa tabuliek,Záplavové územie,1971,Nezistený,1.000000,6.580000,nan,9.500000,8.500000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A23800,2544A23900,343424,Trenčín,2,2,2,2,2,2,4,4,5,5,6,6,6,"(4.6, 6.72]","(1965.0, 2022.0]"
M2102,cesta II. triedy,507,Most pred obcou Podvažie,91,49.165445,18.470579,294.463499,dosková,monolitický železobetón,15.000000,38.000000,120.000000,statický výpočet,Vodný tok,1963,Nezistený,2.000000,14.400000,nan,10.500000,9.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A54500,2544A31500,945199,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M7078,cesta II. triedy,507,Most za obcou Podvažie,92,49.173860,18.480350,296.870000,trámová,prefabrikovaný predpätý betón,26.000000,68.000000,160.000000,odhadom,Kanál,1965,"LM1, 900/150",2.000000,79.718000,84.510000,8.000000,8.000000,956.000000,1074.000000,TN SK,SC TN SK - PB,Považská Bystrica,2544A31600,2544A66900,343520,Trenčín,5,5,6,6,6,6,6,6,6,6,1,1,6,"(11.0, 260.36]","(1949.333, 1965.0]"
M1162,cesta II. triedy,511,Most cez potok Drahožica v obci Veľké Uherce,2,48.606905,18.437036,220.224749,dosková,monolitický železobetón,23.000000,58.000000,95.000000,porovnávací výpočet,Vodný tok,1940,Nezistený,2.000000,15.250000,nan,8.000000,6.000000,nan,nan,TN SK,SC TN SK - PD,Partizánske,3542A09300,3542A09400,398882,Trenčín,3,3,3,3,3,4,4,4,4,4,3,3,3,"(11.0, 260.36]","(999.999, 1949.333]"
M74,cesta II. triedy,511,Most cez potok Drahošica v obci Veľké Uherce,3,48.603129,18.442998,230.551500,dosková,monolitický železobetón,11.000000,31.000000,234.000000,podľa tabuliek,Vodný tok,1950,Nezistený,1.000000,4.000000,nan,6.400000,5.800000,nan,nan,TN SK,SC TN SK - PD,Partizánske,3542A09600,3542A09700,398885,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,3,"(3.25, 4.6]","(1949.333, 1965.0]"
M5836,cesta II. triedy,512,Most v obci Horná ves  -Horský potok,1,48.620187,18.466152,237.996499,dosková,monolitický železobetón,11.000000,31.000000,234.000000,podľa tabuliek,Vodný tok,1935,Nezistený,1.000000,4.150000,4.750000,7.300000,6.300000,nan,nan,TN SK,SC TN SK - PD,Partizánske,3542A00303,3542B00400,6714,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,3,"(3.25, 4.6]","(999.999, 1949.333]"
M7061,cesta II. triedy,512,Most cez bezmennny potok za obcou Horná Ves,2,48.596693,18.513580,332.771999,dosková,monolitický železobetón,25.000000,40.000000,145.000000,porovnávací výpočet,Vodný tok,1948,Nezistený,1.000000,4.010000,4.480000,8.050000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3542A27100,3542A35100,490886,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M3832,cesta II. triedy,515,Most cez odpadový kanál Hydrocentrály v Novom Meste n/V,2,48.764014,17.846496,189.770999,klenbová,monolitický železobetón,38.000000,202.000000,210.000000,porovnávací výpočet,Kanál,1953,Nezistený,1.000000,53.500000,nan,10.500000,8.000000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A00310,3514A74300,314167,Trenčín,3,3,3,3,4,4,4,4,4,5,5,6,6,"(11.0, 260.36]","(1949.333, 1965.0]"
M490,cesta II. triedy,515,Most cez Váh v Novom Meste n/V,3,48.763756,17.849347,190.120500,trámová,monolitický predpätý betón,32.000000,80.000000,280.000000,projektovaná,Vodný tok,1997,Nezistený,7.000000,256.130000,nan,11.500000,11.500000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A74300,3514A40800,959976,Trenčín,1,1,1,1,1,1,1,1,1,3,3,3,3,"(11.0, 260.36]","(1965.0, 2022.0]"
M6142,cesta II. triedy,515,Most cez mrtve rameno Váhu/Zelená voda N.M.n/V,4,48.762935,17.857886,187.398000,trámová,prefabrikovaný predpätý betón,32.000000,80.000000,196.000000,projektovaná,Vodná nádrž,1997,Nezistený,2.000000,38.660000,nan,11.500000,11.500000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A40902,3514A41000,1064743,Trenčín,1,1,1,1,1,1,1,1,1,3,3,3,3,"(11.0, 260.36]","(1965.0, 2022.0]"
M6345,cesta II. triedy,515,Most cez Rybnický potok,5,48.762376,17.864274,184.194250,trámová,prefabrikovaný predpätý betón,32.000000,80.000000,196.000000,projektovaná,Vodný tok,1997,Nezistený,1.000000,24.980000,nan,11.500000,11.500000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A41000,3514A01505,288971,Trenčín,1,1,1,1,1,1,1,1,1,3,3,3,3,"(11.0, 260.36]","(1965.0, 2022.0]"
M5252,cesta II. triedy,515,Most nad D1,6,48.762061,17.867438,193.349249,trámová,prefabrikovaný železobetón,32.000000,80.000000,196.000000,projektovaná,Cestná komunikácia,1997,Nezistený,3.000000,84.130000,nan,18.500000,18.500000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A01509,3514A01514,8139,Trenčín,1,1,1,1,1,1,1,1,1,3,3,3,3,"(11.0, 260.36]","(1965.0, 2022.0]"
M7496,cesta II. triedy,516,Most cez potok Teplička,4,48.911555,18.165487,268.495500,dosková,monolitický železobetón,10.000000,18.000000,30.000000,odhadom,Vodný tok,1940,Nezistený,1.000000,8.500000,nan,18.100000,6.800000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A41100,3521A30300,383623,Trenčín,3,3,3,3,3,3,3,3,4,4,3,3,3,"(6.72, 11.0]","(999.999, 1949.333]"
M7047,cesta II. triedy,516,Most cez potok Machnáč,5,48.903507,18.165966,302.525999,dosková,prefabrikovaný železobetón,32.000000,60.000000,196.000000,projektovaná,Vodný tok,1927,Nezistený,1.000000,2.800000,nan,11.450000,7.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A41602,3523A01600,1154719,Trenčín,3,3,3,3,4,4,4,4,4,4,3,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M4418,cesta II. triedy,516,Most cez potok Machnáč,6,48.881666,18.185847,373.100999,klenbová,kameň,25.000000,35.000000,59.000000,odhadom,Vodný tok,1900,Nezistený,1.000000,2.900000,nan,8.800000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A41602,3523A01600,1154719,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5,5,"(1.999, 3.25]","(999.999, 1949.333]"
M3904,cesta II. triedy,516,Most cez potok Skalník,7,48.875008,18.188583,336.991999,klenbová,kameň,38.000000,56.000000,94.000000,odhadom,Vodný tok,1900,Nezistený,1.000000,2.800000,nan,14.000000,13.400000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A41602,3523A01600,1154719,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5,5,"(1.999, 3.25]","(999.999, 1949.333]"
M4458,cesta II. triedy,516,Most cez potok pri Sv. Trojici,9,48.851362,18.182766,297.209499,trámová,prefabrikovaný železobetón,22.000000,31.000000,51.000000,odhadom,Vodný tok,1960,Nezistený,1.000000,3.450000,nan,9.900000,9.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A01600,3523A01700,7939,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,1,"(3.25, 4.6]","(1949.333, 1965.0]"
M5426,cesta II. triedy,516,Most cez potok Peťovský,10,48.842605,18.182824,283.519499,trámová,prefabrikovaný železobetón,23.000000,26.000000,44.000000,odhadom,Vodný tok,1960,Nezistený,1.000000,4.500000,nan,10.000000,9.100000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A01700,3523A01801,7941,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,1,"(3.25, 4.6]","(1949.333, 1965.0]"
M2266,cesta II. triedy,516,Most cez odpadový kanál,11,48.838815,18.183835,276.521999,klenbová,kameň,6.000000,13.000000,22.000000,odhadom,Kanál,1879,Nezistený,1.000000,2.050000,nan,6.000000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A01700,3523A01801,7941,Trenčín,6,6,6,6,6,6,6,6,6,6,6,6,6,"(1.999, 3.25]","(999.999, 1949.333]"
M1250,cesta II. triedy,516,Most cez odpadový kanál,12,48.826630,18.182551,263.911999,klenbová,kameň,22.000000,29.000000,49.000000,odhadom,Kanál,1879,Nezistený,1.000000,3.250000,nan,9.700000,9.400000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A26500,3523A26600,382564,Trenčín,5,5,5,5,5,5,5,5,6,6,6,6,3,"(1.999, 3.25]","(999.999, 1949.333]"
M4476,cesta II. triedy,516,Most cez potok Machnáč,13,48.818019,18.178860,254.827999,dosková,monolitický železobetón,29.000000,53.000000,89.000000,odhadom,Vodný tok,1940,Nezistený,1.000000,7.100000,nan,7.100000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A26600,3523A26700,382565,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(6.72, 11.0]","(999.999, 1949.333]"
M116,cesta II. triedy,516,Most cez potok v obci Bobot,15,48.804898,18.193989,241.473499,dosková,monolitický železobetón,12.000000,41.000000,294.000000,Nezistený,Vodný tok,1946,Nezistený,1.000000,2.100000,nan,9.350000,7.450000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A27200,3523A27300,382571,Trenčín,2,2,2,2,3,3,3,3,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M2900,cesta II. triedy,516,Most cez potok pred obcou Horňany,17,48.785016,18.198393,230.566000,trámová,prefabrikovaný železobetón,23.000000,24.000000,40.000000,odhadom,Vodný tok,1962,Nezistený,1.000000,5.500000,nan,11.150000,10.150000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A27600,3523A27700,382575,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,5,"(4.6, 6.72]","(1949.333, 1965.0]"
M7298,cesta II. triedy,516,Most cez lavostranný prítok potoka Machnáč pred obcou Dežerice,18,48.770299,18.205340,221.900750,dosková,prefabrikovaný železobetón,32.000000,63.000000,361.000000,porovnávací výpočet,Vodný tok,1964,Nezistený,1.000000,4.300000,nan,10.100000,8.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A21800,3523B00100,382431,Trenčín,3,3,3,3,3,4,4,4,4,4,3,3,1,"(3.25, 4.6]","(1949.333, 1965.0]"
M102,cesta II. triedy,516,Most cez potok Machnáč v obci Dežerice,19,48.760335,18.211829,214.078500,trámová,prefabrikovaný železobetón,34.000000,68.000000,317.000000,porovnávací výpočet,Vodný tok,1961,Nezistený,1.000000,7.500000,nan,10.000000,8.000000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A15100,3523A06800,218497,Trenčín,3,3,3,3,3,4,4,4,4,4,5,5,1,"(6.72, 11.0]","(1949.333, 1965.0]"
M1185,cesta II. triedy,517,Most v meste Považská Bystrica,1,49.124040,18.438404,290.180500,oblúková,monolitický železobetón,31.000000,44.000000,141.000000,statický výpočet,Vodný tok,1949,Nezistený,5.000000,245.700000,nan,8.000000,6.000000,nan,2014.740000,TN SK,SC TN SK - PB,Považská Bystrica,2544A00303,2544A08615,363161,Trenčín,6,6,6,6,6,6,6,6,6,1,1,1,1,"(11.0, 260.36]","(999.999, 1949.333]"
M2400,cesta II. triedy,517,Most v meste Považská Bystrica - rozšírenie,001A,49.123995,18.438569,289.751999,oblúková,monolitický železobetón,39.000000,98.000000,276.000000,podľa tabuliek,Vodný tok,1997,Nezistený,5.000000,260.360000,nan,8.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A08614,2544A00304,945241,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(11.0, 260.36]","(1965.0, 2022.0]"
M1701,cesta II. triedy,517,Most v meste Považská Bystrica,002A,49.120750,18.437894,290.643500,trámová,prefabrikovaný predpätý betón,28.000000,98.000000,276.000000,statický výpočet,Železnica,1992,Nezistený,4.000000,94.540000,nan,8.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A08611,2544A02603,363157,Trenčín,4,4,4,4,4,4,4,4,4,1,1,1,1,"(11.0, 260.36]","(1965.0, 2022.0]"
M7191,cesta II. triedy,517,Most v meste Považská Bystrica,002B,49.120722,18.438051,290.796499,trámová,prefabrikovaný predpätý betón,28.000000,65.000000,189.000000,porovnávací výpočet,"Železnica, Miestna komunikácia, Účelová komunikácia",1992,Nezistený,4.000000,100.290000,nan,8.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A02610,2544A08608,366362,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M3763,cesta II. triedy,517,Most v meste Považská Bystrica,3,49.117472,18.439307,285.354999,klenbová,monolitický železobetón,50.000000,130.000000,420.000000,odhadom,Vodný tok,1948,Nezistený,1.000000,6.000000,nan,10.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A33206,2544A33201,572775,Trenčín,3,3,0,3,3,3,3,3,3,1,1,1,1,"(4.6, 6.72]","(999.999, 1949.333]"
M4363,cesta II. triedy,517,Most v meste Považská Bystrica,4,49.096086,18.471513,309.536500,dosková,prefabrikovaný železobetón,26.000000,58.000000,302.000000,odhadom,Vodný tok,1973,Nezistený,1.000000,4.500000,nan,9.000000,6.500000,nan,40.500000,TN SK,SC TN SK - PB,Považská Bystrica,2544A56702,2544A01405,945259,Trenčín,4,4,4,4,4,4,5,5,5,5,6,6,6,"(3.25, 4.6]","(1965.0, 2022.0]"
M7186,cesta II. triedy,517,Most pred obcou Prečín,5,49.089676,18.505754,324.304499,dosková,monolitický železobetón,9.000000,35.000000,112.000000,statický výpočet,Vodný tok,1951,Nezistený,1.000000,10.400000,nan,9.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A01500,2544A67000,7293,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M2467,cesta II. triedy,517,Most v obci Prečín,6,49.089503,18.515947,332.357499,dosková,monolitický železobetón,40.000000,80.000000,420.000000,odhadom,Vodný tok,1938,Nezistený,1.000000,2.100000,nan,8.800000,8.800000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A26900,2544A27000,343455,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M3317,cesta II. triedy,517,Most v obci Prečín,7,49.084320,18.519935,333.798500,dosková,prefabrikovaný železobetón,38.000000,94.000000,290.000000,podľa tabuliek,Vodný tok,1954,Nezistený,1.000000,7.000000,nan,10.500000,9.500000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A01600,2544A27400,7300,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(6.72, 11.0]","(1949.333, 1965.0]"
M5149,cesta II. triedy,517,Most v obci Prečín,8,49.083745,18.519328,333.047749,dosková,monolitický železobetón,9.000000,32.000000,104.000000,statický výpočet,Vodný tok,1954,Nezistený,1.000000,11.750000,nan,10.500000,9.500000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A27500,2544A27601,343461,Trenčín,4,4,5,5,5,5,5,5,6,6,6,6,6,"(11.0, 260.36]","(1949.333, 1965.0]"
M4002,cesta II. triedy,517,Most za obcou Prečín,9,49.071831,18.528879,345.714250,dosková,monolitický železobetón,19.000000,40.000000,168.000000,odhadom,Vodný tok,1958,Nezistený,1.000000,8.000000,nan,9.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A01700,2544A01800,7302,Trenčín,3,3,3,3,3,3,4,4,5,5,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M6426,cesta II. triedy,517,Most pred obcou Domaniža,10,49.060391,18.540713,357.686499,dosková,monolitický železobetón,14.000000,34.000000,238.000000,podľa tabuliek,Vodný tok,1958,Nezistený,1.000000,5.000000,nan,9.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A01800,2544A28000,7303,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M2823,cesta II. triedy,517,Most v obci Domaniža,11,49.047014,18.550660,370.199999,dosková,monolitický železobetón,52.000000,77.000000,227.000000,porovnávací výpočet,Vodný tok,1963,Nezistený,1.000000,11.000000,nan,11.000000,8.500000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A28000,2544A28200,343466,Trenčín,5,5,5,5,5,5,6,6,6,6,6,6,6,"(6.72, 11.0]","(1949.333, 1965.0]"
M5737,cesta II. triedy,517,Most v obci Domaniža,12,49.045662,18.551416,371.809999,dosková,prefabrikovaný železobetón,51.000000,107.000000,317.000000,podľa tabuliek,Vodný tok,1962,Nezistený,1.000000,8.800000,nan,11.000000,8.500000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A28200,2544A28300,343468,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(6.72, 11.0]","(1949.333, 1965.0]"
M7087,cesta II. triedy,517,Most v obci Domaniža,13,49.044840,18.552631,373.389500,dosková,prefabrikovaný železobetón,34.000000,100.000000,360.000000,podľa tabuliek,Kanál,1961,Nezistený,1.000000,5.000000,nan,11.000000,8.500000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A28400,2544A01900,343470,Trenčín,2,2,2,2,2,2,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M1785,cesta II. triedy,517,Most v obci Domaniža,14,49.044798,18.552847,373.321500,dosková,prefabrikovaný železobetón,45.000000,116.000000,360.000000,podľa tabuliek,Vodný tok,1961,Nezistený,1.000000,7.950000,nan,11.000000,8.500000,nan,nan,TN SK,SC TN SK - PB,Považská Bystrica,2544A28400,2544A01900,343470,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M6491,cesta II. triedy,519,Most cez rieku Nitra v obci Nitrianske Pravno,1,48.874527,18.641443,335.752500,trámová,monolitický železobetón,12.000000,19.000000,118.000000,odhadom,Vodný tok,1938,Nezistený,1.000000,11.000000,nan,8.000000,5.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A18400,3522A18500,490850,Trenčín,1,1,1,1,1,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(999.999, 1949.333]"
M6837,cesta II. triedy,519,Most cez potok zrážkový v obci Nitrianske Pravno,2,48.875104,18.645489,336.258000,dosková,monolitický železobetón,16.000000,52.000000,215.000000,odhadom,Vodný tok,1938,Nezistený,1.000000,2.350000,nan,10.200000,7.600000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A18600,3522A18800,490852,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M3271,cesta II. triedy,519,Most cez potok zrážkový za obcou Nitrianske Pravno,3,48.882214,18.661123,350.266000,dosková,monolitický železobetón,27.000000,84.000000,317.000000,odhadom,Vodný tok,1938,Nezistený,1.000000,2.540000,nan,7.700000,7.700000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A18600,3522A18800,490852,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M6780,cesta II. triedy,519,Most cez potok bezmenný v osade Vyšehradné,4,48.887572,18.668902,374.319250,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1948,Nezistený,1.000000,5.000000,nan,8.000000,6.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A18800,3611A35300,490854,Trenčín,1,1,1,1,1,3,3,3,3,3,3,3,3,"(4.6, 6.72]","(999.999, 1949.333]"
M5592,cesta II. triedy,574,Most medzi obcou Pruské a mestom Ilava,2,49.008049,18.224443,243.826249,rámová,monolitický predpätý betón,35.000000,83.000000,276.000000,zaťažovacou skúškou,Vodný tok,1972,Nezistený,5.000000,248.500000,nan,13.100000,10.500000,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A26000,3521A07400,288335,Trenčín,6,6,3,3,3,3,3,3,3,3,3,3,3,"(11.0, 260.36]","(1965.0, 2022.0]"
M1661,cesta III. triedy,1930,Most ponad diaľnicu D1 pred mestom Ilava,002A,49.004795,18.227850,247.991750,Nezistený,Nezistený,0.000000,0.000000,0.000000,Nezistený,Cestná komunikácia,1998,Nezistený,0.000000,nan,nan,nan,nan,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A26100,3521A26200,288336,Trenčín,0,0,0,2,2,2,2,2,2,2,2,3,3,nan,"(1965.0, 2022.0]"
M5772,cesta III. triedy,1930,Most medzi obcou Pruské a mestom Ilava,3,49.003322,18.230441,237.358250,oblúková,oceľ -  priehradová,9.000000,18.000000,23.000000,projektovaná,Kanál,1906,Nezistený,1.000000,48.000000,nan,7.800000,6.000000,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A26200,3521A26301,288337,Trenčín,5,5,6,6,6,6,6,6,7,7,7,7,7,"(11.0, 260.36]","(999.999, 1949.333]"
M6892,cesta III. triedy,1930,Most v meste Ilava,4,49.001644,18.232610,240.855500,dosková,monolitický železobetón,15.000000,33.000000,105.000000,porovnávací výpočet,Vodný tok,1930,Nezistený,1.000000,6.800000,nan,7.000000,5.500000,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A26400,3521A26500,288339,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(6.72, 11.0]","(999.999, 1949.333]"
M2952,cesta II. triedy,574,Most pred obcou Horná Poruba,6,48.955407,18.295270,359.801749,dosková,monolitický železobetón,28.000000,63.000000,164.000000,porovnávací výpočet,Vodný tok,1936,Nezistený,1.000000,5.900000,nan,8.800000,6.800000,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A03402,3521F73900,1379324,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(4.6, 6.72]","(999.999, 1949.333]"
M2953,cesta II. triedy,574,Most cez potok Kamenný pred obcou Valaská Belá,12,48.916724,18.338351,663.870500,klenbová,monolitický prostý betón,50.000000,130.000000,420.000000,podľa tabuliek,Vodný tok,1948,Nezistený,1.000000,2.500000,nan,9.000000,9.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3521B00100,3522A14400,7332,Trenčín,3,3,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M3788,cesta II. triedy,574,Most cez potok Plážovec pred obcou Valaská Belá,13,48.919743,18.339915,637.822000,klenbová,monolitický prostý betón,50.000000,130.000000,420.000000,podľa tabuliek,Vodný tok,1943,Nezistený,1.000000,3.500000,nan,9.800000,9.800000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3521B00100,3522A14400,7332,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(3.25, 4.6]","(999.999, 1949.333]"
