ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024,Quantile_Bin,Quantile_Bin_year
M2239,cesta II. triedy,499,Most cez horský potok pri hranici kraja,14,48.806469,17.528873,394.562000,klenbová,kameň,50.000000,60.000000,100.000000,odhadom,Vodný tok,1910,Nezistený,1.000000,2.900000,nan,12.600000,nan,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A05600,3513A02800,393,Trenčín,3,3,3,3,6,6,6,6,6,6,5,5,5,"(1.999, 3.25]","(999.999, 1949.333]"
M2807,cesta II. triedy,499,Most/žel. tunel Veselí n/M - N.M. n/V,15,48.802206,17.531044,423.579500,klenbová,kameň,0.000000,0.000000,0.000000,odhadom,Železnica,1926,Nezistený,1.000000,9.400000,nan,7.000000,nan,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A05600,3513A02800,393,Trenčín,1,1,1,1,1,1,1,1,3,3,3,3,4,"(6.72, 11.0]","(999.999, 1949.333]"
M5751,cesta II. triedy,499,Most cez rieku Myjava v meste Myjava,16,48.747390,17.562702,315.321249,dosková,prefabrikovaný predpätý betón,48.000000,121.000000,359.000000,odhadom,Vodný tok,1986,Nezistený,1.000000,11.000000,nan,16.860000,12.460000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A17500,3513A17600,192189,Trenčín,3,3,3,3,4,3,3,3,3,4,4,4,4,"(6.72, 11.0]","(1965.0, 2022.0]"
M1015,cesta II. triedy,499,Most cez potok Brezová (Vaškovci),19,48.709345,17.551227,328.626499,dosková,monolitický železobetón,14.000000,43.000000,378.000000,podľa tabuliek,Vodný tok,1957,Nezistený,1.000000,3.100000,nan,9.400000,8.500000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A22101,3513A22200,192235,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(1.999, 3.25]","(1949.333, 1965.0]"
M6380,cesta II. triedy,499,Most cez odpad (Danov vrch),20,48.701862,17.544783,319.195999,klenbová,monolitický prostý betón,50.000000,60.000000,100.000000,odhadom,Kanál,1947,Nezistený,1.000000,2.200000,nan,8.500000,nan,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A22400,3513A22500,192238,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(1.999, 3.25]","(999.999, 1949.333]"
M5404,cesta II. triedy,499,Most cez odpad pri meste Brezová p/B,22,48.690911,17.541431,289.429999,trámová,monolitický železobetón,12.000000,30.000000,189.000000,podľa tabuliek,Kanál,1937,Nezistený,1.000000,7.100000,nan,7.650000,6.450000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A01900,3531A01300,454,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,6,"(6.72, 11.0]","(999.999, 1949.333]"
M1370,cesta II. triedy,499,Most cez Brezovský potok pri meste Brezová p/B,23,48.675113,17.536259,268.699750,dosková,monolitický železobetón,33.000000,78.000000,252.000000,odhadom,Vodný tok,1952,Nezistený,1.000000,11.350000,nan,9.250000,7.800000,nan,nan,TN SK,SC TN SK - TN,Myjava,3531A01300,3531A06700,455,Trenčín,5,5,4,4,4,4,5,5,5,5,6,6,6,"(11.0, 260.36]","(1949.333, 1965.0]"
M3615,cesta II. triedy,499,Most cez potok v obci Košariská,26,48.672635,17.579779,311.396999,dosková,monolitický železobetón,20.000000,49.000000,253.000000,podľa tabuliek,Vodný tok,1958,Nezistený,1.000000,5.800000,nan,7.650000,6.600000,nan,nan,TN SK,SC TN SK - TN,Myjava,3531A06900,3531A07000,192281,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M1436,cesta II. triedy,500,Most cez Vrbovčianku za obcou Sobotište,23,48.771059,17.429781,281.618499,dosková,prefabrikovaný predpätý betón,28.000000,62.000000,135.000000,odhadom,Vodný tok,1966,Nezistený,1.000000,17.850000,nan,7.500000,6.500000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513B00100,3513A01400,7859,Trenčín,3,3,3,3,4,4,4,4,4,5,5,5,5,"(11.0, 260.36]","(1965.0, 2022.0]"
M1836,cesta II. triedy,500,Most cez Valúšsky potok,24,48.789885,17.454251,303.101500,trámová,monolitický železobetón,11.000000,31.000000,234.000000,podľa tabuliek,Vodný tok,1935,Nezistený,1.000000,3.450000,nan,5.600000,4.600000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A26500,3513A01500,192315,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,5,"(3.25, 4.6]","(999.999, 1949.333]"
M4030,cesta II. triedy,500,Most cez Vrbovčianku v obci Vrbovce,25,48.798291,17.465884,311.073499,trámová,prefabrikovaný predpätý betón,35.000000,83.000000,257.000000,odhadom,Vodný tok,1962,Nezistený,1.000000,12.000000,nan,11.500000,8.500000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A09900,3513A10000,192113,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M3392,cesta II. triedy,500,Most cez potok Zápasečník v obci Vrbovce,26,48.801392,17.471937,319.975749,dosková,monolitický železobetón,24.000000,54.000000,192.000000,podľa tabuliek,Vodný tok,1965,Nezistený,1.000000,9.500000,nan,9.000000,6.500000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A10300,3513A10400,192117,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M4620,cesta II. triedy,500,Most cez potok na hranici kraja,27,48.817625,17.508899,343.865999,dosková,prefabrikovaný železobetón,48.000000,127.000000,559.000000,podľa tabuliek,Vodný tok,1970,Nezistený,1.000000,5.750000,nan,8.000000,7.000000,nan,nan,TN SK,SC TN SK - TN,Myjava,3513A59200,3513A00200,1350123,Trenčín,2,2,2,2,4,4,4,4,5,5,5,5,6,"(4.6, 6.72]","(1965.0, 2022.0]"
M6207,cesta II. triedy,501,Most cez Branecký potok v obci Brezová pod Bradlom,36,48.658211,17.536872,256.478499,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1935,Nezistený,1.000000,5.000000,nan,20.600000,15.000000,nan,nan,TN SK,SC TN SK - TN,Myjava,3531A02501,3531A02503,442,Trenčín,3,3,3,3,4,4,4,4,5,5,5,5,5,"(4.6, 6.72]","(999.999, 1949.333]"
M3256,cesta II. triedy,504,Most cez potok pred obcou Podolie,27,48.664514,17.763124,186.136750,dosková,monolitický železobetón,7.000000,23.000000,39.000000,odhadom,Vodný tok,1935,Nezistený,1.000000,2.700000,nan,7.900000,7.600000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3532A02404,3532A09700,310168,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,3,"(1.999, 3.25]","(999.999, 1949.333]"
M4068,cesta II. triedy,504,Most cez potok v obci Podolie,28,48.678970,17.773746,182.939499,dosková,monolitický železobetón,10.000000,22.000000,36.000000,odhadom,Vodný tok,1958,Nezistený,1.000000,4.100000,nan,10.500000,8.500000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3532A10300,3532A10401,288993,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M3333,cesta II. triedy,504,Most cez Podhájsky potok v obci Čachtice,028A,48.703677,17.786748,184.185500,dosková,prefabrikovaný železobetón,50.000000,89.000000,90.000000,podľa tabuliek,Vodný tok,1979,Nezistený,1.000000,2.300000,nan,11.400000,10.800000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A43100,3514A43200,289002,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,4,"(1.999, 3.25]","(1965.0, 2022.0]"
M7053,cesta II. triedy,504,Most cez potok Dudváh v obci Čachtice,30,48.716990,17.788612,183.494250,trámová,monolitický železobetón,32.000000,72.000000,174.000000,porovnávací výpočet,Vodný tok,1957,Nezistený,1.000000,16.100000,nan,11.000000,8.000000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A01400,3514A34000,8195,Trenčín,4,4,4,4,4,4,4,4,4,3,3,3,3,"(11.0, 260.36]","(1949.333, 1965.0]"
M3005,cesta II. triedy,504,Most nad železnicou v obci Čachtice,31,48.719459,17.793708,192.251999,trámová,monolitický železobetón,6.000000,18.000000,85.000000,porovnávací výpočet,Železnica,1928,Nezistený,3.000000,21.800000,nan,7.500000,6.700000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A34300,3514A34400,290448,Trenčín,4,4,4,4,4,4,4,4,4,5,5,5,5,"(11.0, 260.36]","(999.999, 1949.333]"
M924,cesta II. triedy,507,Most cez potok Húčava v obci Modrová,32,48.648750,17.881670,169.811749,dosková,prefabrikovaný železobetón,19.000000,68.000000,207.000000,podľa tabuliek,Vodný tok,1971,Nezistený,1.000000,6.000000,nan,18.000000,15.400000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3532A02703,3532A02704,306161,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(4.6, 6.72]","(1965.0, 2022.0]"
M6857,cesta II. triedy,507,Most cez potok  Lúčanský,34,48.659158,17.877812,174.733999,dosková,prefabrikovaný železobetón,38.000000,76.000000,228.000000,podľa tabuliek,Vodný tok,1971,Nezistený,1.000000,7.300000,nan,9.600000,7.100000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3532A07600,3532A07700,290473,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(6.72, 11.0]","(1965.0, 2022.0]"
M3684,cesta II. triedy,507,Most cez Hrádocký potok,36,48.695920,17.880681,169.504000,trámová,monolitický železobetón,19.000000,21.000000,35.000000,odhadom,Vodný tok,1926,Nezistený,1.000000,4.100000,nan,8.850000,8.350000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A75500,3514A02700,1254266,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M588,cesta II. triedy,507,Most cez potok v obci Hôrka n/V,38,48.717457,17.884221,180.770999,trámová,monolitický železobetón,17.000000,18.000000,30.000000,odhadom,Vodný tok,1928,Nezistený,1.000000,4.500000,nan,8.300000,7.700000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A30900,3514A31000,290414,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M5198,cesta II. triedy,507,Most cez Kálnický potok v obci Kočovce,40,48.748165,17.888674,187.452250,dosková,prefabrikovaný železobetón,32.000000,70.000000,117.000000,projektovaná,Vodný tok,1988,Nezistený,1.000000,7.500000,nan,11.000000,11.000000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A42100,3514A42200,288982,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3,3,"(6.72, 11.0]","(1965.0, 2022.0]"
M4989,cesta II. triedy,507,Most cez potok z Kálnice v obci Rakoľuby,41,48.763820,17.888212,188.724249,dosková,prefabrikovaný železobetón,36.000000,98.000000,280.000000,podľa tabuliek,Vodný tok,1962,Nezistený,1.000000,6.600000,nan,10.700000,9.500000,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A01702,3514A39000,1254273,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,5,"(4.6, 6.72]","(1949.333, 1965.0]"
M7460,cesta II. triedy,507,Most cez povrchovú vodu za obcou Beckov,43,48.811458,17.920704,193.122749,klenbová,kameň,29.000000,31.000000,52.000000,odhadom,Vodný tok,1890,Nezistený,1.000000,3.700000,nan,8.100000,nan,nan,nan,TN SK,SC TN SK - TN,Nové Mesto nad Váhom,3514A40000,3514B00200,290525,Trenčín,5,5,4,4,4,4,6,6,6,6,6,6,6,"(3.25, 4.6]","(999.999, 1949.333]"
M4722,cesta II. triedy,507,Most cez Bodovský potok v obci Krivosúd-Bodovka,44,48.823241,17.940245,198.220249,dosková,prefabrikovaný železobetón,38.000000,94.000000,290.000000,podľa tabuliek,Vodný tok,1962,Nezistený,1.000000,7.000000,nan,9.250000,8.150000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3514A54200,3514A54300,383620,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M1082,cesta II. triedy,507,Most cez potok Humerová pred obcou Veľké Stankovce,044A,48.828953,17.968615,198.411999,dosková,prefabrikovaný železobetón,36.000000,80.000000,312.000000,podľa tabuliek,Vodný tok,1980,Nezistený,1.000000,6.860000,nan,9.000000,8.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3514A54300,3514A54400,383621,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,4,"(6.72, 11.0]","(1965.0, 2022.0]"
M1198,cesta II. triedy,507,Most cez Selecký potok v obci Trenčianske Stankovce,45,48.839800,17.984962,205.369250,trámová,prefabrikovaný predpätý betón,26.000000,62.000000,198.000000,porovnávací výpočet,Vodný tok,1962,Nezistený,1.000000,11.650000,nan,10.700000,8.200000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3514A01802,3514A49800,1380567,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M1310,cesta II. triedy,507,Most cez Malostankovský potok v obci Malé Stankovce,46,48.842822,17.987864,204.857999,dosková,monolitický železobetón,10.000000,29.000000,49.000000,odhadom,Vodný tok,1959,Nezistený,1.000000,3.500000,nan,10.500000,10.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3514A49401,3514A49402,382593,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M2295,cesta II. triedy,507,Most cez Sedlický potok v obci Malé Stankovce,47,48.844966,17.995434,209.218500,trámová,oceľ -  plnostenná,25.000000,26.000000,43.000000,odhadom,Vodný tok,1937,Nezistený,1.000000,5.400000,nan,10.200000,7.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3514A78600,3514A49200,1380570,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,5,"(4.6, 6.72]","(999.999, 1949.333]"
M5140,cesta II. triedy,507,Most cez Turňanský potok pri obci Trenčianska Turná,48,48.847628,18.029093,222.712499,dosková,prefabrikovaný predpätý betón,48.000000,116.000000,254.000000,porovnávací výpočet,"Vodný tok, Účelová komunikácia",1966,Nezistený,2.000000,35.200000,nan,13.000000,10.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A00803,3523A01502,8018,Trenčín,3,3,3,3,4,4,5,5,5,5,5,5,5,"(11.0, 260.36]","(1965.0, 2022.0]"
M2173,cesta II. triedy,507,Most cez Hukov potok za obcou Trenčianska Turná,49,48.850830,18.030030,222.214000,dosková,prefabrikovaný železobetón,36.000000,78.000000,358.000000,podľa tabuliek,Vodný tok,1978,Nezistený,1.000000,5.000000,nan,11.700000,10.560000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A01503,3521A35000,409834,Trenčín,3,3,3,3,4,4,4,4,5,5,5,6,6,"(4.6, 6.72]","(1965.0, 2022.0]"
M7499,cesta II. triedy,507,Most cez Soblahovský potok za obcou Trenčianska Turná,51,48.860973,18.024067,211.524999,dosková,prefabrikovaný železobetón,32.000000,78.000000,312.000000,podľa tabuliek,Vodný tok,1978,Nezistený,1.000000,6.550000,nan,11.800000,10.700000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A87200,3521A87100,843196,Trenčín,3,3,3,3,4,4,4,4,5,5,5,6,6,"(4.6, 6.72]","(1965.0, 2022.0]"
M6481,cesta II. triedy,507,Most cez Lavičkový potok pred mestom Trenčín,52,48.869501,18.021742,207.159000,dosková,prefabrikovaný železobetón,36.000000,79.000000,294.000000,podľa tabuliek,Vodný tok,1978,Nezistený,1.000000,5.900000,nan,11.950000,10.800000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A35203,3521A60708,407044,Trenčín,2,2,2,2,3,3,3,3,5,5,5,6,6,"(4.6, 6.72]","(1965.0, 2022.0]"
M819,cesta II. triedy,507,Podchod pre chodcov,53,48.882315,18.026468,209.877500,trámová,prefabrikovaný železobetón,32.000000,70.000000,117.000000,projektovaná,Podchod pre chodcov,1985,Nezistený,1.000000,3.000000,nan,15.250000,14.250000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A01900,3521A84400,8061,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3,4,"(1.999, 3.25]","(1965.0, 2022.0]"
M759,cesta II. triedy,507,Most nad Jesenského ul. v Trenčíne,54,48.885085,18.027505,210.475250,dosková,prefabrikovaný predpätý betón,39.000000,102.000000,350.000000,projektovaná,Miestna komunikácia,1985,Nezistený,1.000000,10.470000,nan,18.750000,14.250000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A01900,3521A84400,8061,Trenčín,3,3,4,4,4,4,5,5,5,5,5,5,5,"(6.72, 11.0]","(1965.0, 2022.0]"
M5055,cesta II. triedy,507,Podchod pre chodcov,054A,48.888018,18.028867,210.787500,trámová,prefabrikovaný železobetón,32.000000,70.000000,117.000000,projektovaná,Podchod pre chodcov,1985,Nezistený,1.000000,3.000000,nan,15.450000,14.250000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A01900,3521A84400,8061,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(1.999, 3.25]","(1965.0, 2022.0]"
M3020,cesta II. triedy,507,Most cez Orechovský potok v obci Orechové,57,48.902446,18.038687,213.588749,klenbová,kameň,19.000000,19.000000,32.000000,odhadom,Vodný tok,1886,Nezistený,1.000000,6.100000,nan,10.000000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A42600,3521A42700,383638,Trenčín,5,5,5,5,5,5,5,5,5,5,5,5,5,"(4.6, 6.72]","(999.999, 1949.333]"
M4151,cesta II. triedy,507,Most cez potok - Mlynský náhon v obci Skalka,58,48.923683,18.069019,220.513000,dosková,monolitický železobetón,5.000000,16.000000,27.000000,odhadom,Kanál,1935,Nezistený,1.000000,2.200000,nan,9.200000,7.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A59701,3521A59800,383742,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M3861,cesta II. triedy,507,Most cez potok Súčanka v obci Skalka,59,48.924802,18.069279,220.914749,trámová,prefabrikovaný predpätý betón,30.000000,71.000000,186.000000,porovnávací výpočet,Vodný tok,1960,Nezistený,1.000000,14.050000,nan,11.000000,9.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A59800,3521A59900,383743,Trenčín,4,4,4,4,5,5,5,5,6,6,6,6,6,"(11.0, 260.36]","(1949.333, 1965.0]"
M4385,cesta II. triedy,507,Most cez Kľúčovský potok v obci Kľúčové,61,48.948912,18.092487,223.570999,dosková,monolitický železobetón,13.000000,30.000000,42.000000,odhadom,Vodný tok,1940,Nezistený,1.000000,4.700000,nan,8.800000,8.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A99200,3521A33100,1380576,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(4.6, 6.72]","(999.999, 1949.333]"
M5711,cesta II. triedy,507,Most cez potok - Galamov mostík v obci Kľúčové,62,48.955224,18.093684,225.552500,dosková,monolitický železobetón,11.000000,27.000000,46.000000,odhadom,Vodný tok,1919,Nezistený,1.000000,3.050000,nan,7.200000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A33200,3521A33300,382511,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M4448,cesta II. triedy,507,Most cez Závadský potok v obci Ľuborča,63,48.959451,18.106030,228.445250,dosková,monolitický železobetón,12.000000,23.000000,39.000000,odhadom,Vodný tok,1947,Nezistený,1.000000,4.200000,nan,7.300000,7.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A33500,3521A02301,382514,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3,3,"(3.25, 4.6]","(999.999, 1949.333]"
M1013,cesta II. triedy,507,Most cez rieku Vlára v obci Nemšová,64,48.961654,18.111346,228.361999,dosková,prefabrikovaný predpätý betón,42.000000,100.000000,206.000000,porovnávací výpočet,Vodný tok,1968,Nezistený,3.000000,55.700000,nan,11.000000,8.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A35600,3521A35700,382718,Trenčín,3,3,4,4,4,4,4,4,4,4,4,4,5,"(11.0, 260.36]","(1965.0, 2022.0]"
M7262,cesta II. triedy,507,Most v obci Bolešov,68,48.985380,18.154888,232.547999,dosková,monolitický železobetón,35.000000,74.000000,381.000000,odhadom,Vodný tok,1957,Nezistený,1.000000,3.250000,nan,9.000000,8.100000,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A17500,3521A17600,288250,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,4,"(1.999, 3.25]","(1949.333, 1965.0]"
M860,cesta II. triedy,507,Most pred obcou Sedmerovec,70,49.008520,18.185521,239.170249,dosková,monolitický železobetón,19.000000,36.000000,235.000000,odhadom,Vodný tok,1954,Nezistený,1.000000,3.000000,nan,9.000000,8.000000,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A02800,3521A07700,6910,Trenčín,3,3,3,3,3,3,5,5,5,5,5,5,5,"(1.999, 3.25]","(1949.333, 1965.0]"
M3856,cesta II. triedy,507,Most v obci Bohunice,71,49.017296,18.200347,244.446500,dosková,monolitický železobetón,22.000000,40.000000,234.000000,Nezistený,Vodný tok,1928,Nezistený,1.000000,4.000000,nan,7.000000,6.100000,nan,nan,TN SK,SC TN SK - PB,Ilava,3521A09100,3521A03000,288148,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,4,"(3.25, 4.6]","(999.999, 1949.333]"
M5864,cesta II. triedy,507,Most v obci Pruské,72,49.027883,18.211962,249.039000,dosková,prefabrikovaný železobetón,20.000000,71.000000,255.000000,podľa tabuliek,Vodný tok,1972,Nezistený,1.000000,5.000000,nan,11.000000,9.500000,nan,nan,TN SK,SC TN SK - PB,Ilava,2543A08000,2543A08100,288363,Trenčín,3,3,3,3,3,3,4,4,4,4,5,5,5,"(4.6, 6.72]","(1965.0, 2022.0]"
M6722,cesta II. triedy,507,Most v obci Pruské,73,49.028826,18.213374,248.392999,dosková,monolitický železobetón,33.000000,63.000000,380.000000,odhadom,Vodný tok,1928,Nezistený,1.000000,2.100000,nan,7.000000,6.600000,nan,nan,TN SK,SC TN SK - PB,Ilava,2543A08200,2543A08300,288365,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M2372,cesta II. triedy,507,Most pri obci Dúlov,74,49.034082,18.232687,256.948499,dosková,monolitický železobetón,18.000000,42.000000,168.000000,podľa tabuliek,Vodný tok,1955,Nezistený,1.000000,8.150000,nan,10.000000,9.000000,nan,nan,TN SK,SC TN SK - PB,Ilava,2543A01700,2543A08700,9263,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M6917,cesta II. triedy,507,Most pred obcou Horovce,76,49.043265,18.252481,253.563250,dosková,prefabrikovaný železobetón,34.000000,80.000000,260.000000,podľa tabuliek,Vodný tok,1962,Nezistený,1.000000,8.700000,nan,12.000000,9.400000,nan,nan,TN SK,SC TN SK - PB,Ilava,2543A39700,2543B00200,1378507,Trenčín,3,3,3,3,3,3,5,5,5,5,6,6,6,"(6.72, 11.0]","(1949.333, 1965.0]"
M3400,cesta II. triedy,507,Most v obci Horovce,77,49.047935,18.258794,252.365000,dosková,monolitický železobetón,18.000000,38.000000,136.000000,statický výpočet,Vodný tok,1939,Nezistený,1.000000,2.500000,nan,9.000000,9.000000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A21702,2543A01900,1368732,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(1.999, 3.25]","(999.999, 1949.333]"
M7477,cesta II. triedy,507,Most Lednické Rovne,78,49.068141,18.287214,263.782000,trámová,monolitický železobetón,54.000000,91.000000,351.000000,Nezistený,Vodný tok,2006,Nezistený,2.000000,28.900000,nan,7.000000,7.000000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A22800,2543A02103,343561,Trenčín,7,7,2,2,2,2,2,2,2,2,2,2,2,"(11.0, 260.36]","(1965.0, 2022.0]"
M4499,cesta II. triedy,507,Most v obci Horenická Hôrka,79,49.074336,18.299644,258.403000,dosková,monolitický železobetón,17.000000,29.000000,210.000000,odhadom,Vodný tok,1929,Nezistený,1.000000,4.700000,nan,7.000000,6.300000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A17300,2543A36800,343371,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(4.6, 6.72]","(999.999, 1949.333]"
M3487,cesta II. triedy,507,Most pred obcou Streženice,80,49.094004,18.310141,269.823499,klenbová,oceľ -  plnostenná,40.000000,80.000000,110.000000,projektovaná,Vodný tok,1997,Nezistený,1.000000,4.000000,nan,10.700000,10.700000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A36800,2543A36900,1368734,Trenčín,1,1,1,1,1,1,1,1,2,2,2,2,2,"(3.25, 4.6]","(1965.0, 2022.0]"
M6419,cesta II. triedy,507,Most v obci Streženice,82,49.109224,18.307576,261.033249,dosková,monolitický železobetón,24.000000,50.000000,174.000000,porovnávací výpočet,Vodný tok,1925,Nezistený,1.000000,2.500000,nan,7.700000,6.700000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A17500,2543A17600,343373,Trenčín,4,4,5,5,5,5,6,6,6,6,6,6,6,"(1.999, 3.25]","(999.999, 1949.333]"
M2778,cesta II. triedy,507,Most v obci Streženice,83,49.109914,18.307352,260.707750,dosková,monolitický železobetón,22.000000,28.000000,174.000000,odhadom,Vodný tok,1935,Nezistený,1.000000,7.400000,nan,6.500000,6.500000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A17600,2543A17700,343374,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(6.72, 11.0]","(999.999, 1949.333]"
M5419,cesta II. triedy,507,Most v meste Púchov,85,49.117160,18.313826,262.659000,dosková,prefabrikovaný predpätý betón,17.000000,39.000000,133.000000,Nezistený,Vodný tok,1974,Nezistený,3.000000,57.640000,nan,16.000000,10.500000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A17901,2543A00102,343377,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(11.0, 260.36]","(1965.0, 2022.0]"
