Datetime,Epochs,Voltage,T_15_pv1,T_15_pv2,T_17_pv1,T_17_pv2,T_19_pv1,T_19_pv2,T_14_pv1,T_14_pv2,Hour
2025-02-15 00:00:00,1739579225.7806985,4.145999908,0.625,0.09375,0.828125,0.28125,-0.578125,-0.359375,0.234375,0.265625,0
2025-02-15 01:00:00,1739582807.6504223,4.1389999385,0.15625,-0.375,0.5,-0.125,-1.09375,-0.84375,-0.265625,-0.234375,1
2025-02-15 02:00:00,1739586240.5959575,4.127333322999999,-0.25,-0.7291666666666666,0.14583333333333334,-0.5,-1.4791666666666667,-1.25,-0.7083333333333334,-0.6458333333333334,2
2025-02-15 03:00:00,1739589822.479254,4.135333378666666,-0.6041666666666666,-1.0625,-0.16666666666666666,-0.8333333333333334,-1.875,-1.6666666666666667,-1.0625,-1.0625,3
2025-02-15 04:00:00,1739593555.2803502,4.11450004575,-0.890625,-1.359375,-0.4375,-1.171875,-2.265625,-2.046875,-1.421875,-1.4375,4
2025-02-15 05:00:00,1739596689.722576,4.118666807333334,-1.125,-1.625,-0.6458333333333334,-1.4166666666666667,-2.5416666666666665,-2.3541666666666665,-1.7083333333333333,-1.6458333333333333,5
2025-02-15 06:00:00,1739600723.6963305,4.1290000675,-1.375,-1.84375,-0.765625,-1.734375,-2.828125,-2.59375,-1.921875,-1.921875,6
2025-02-15 07:00:00,1739603874.72598,4.143333276,-0.8125,-1.75,0.8125,-1.625,-2.6041666666666665,-2.5,-0.8541666666666666,-1.75,7
2025-02-15 08:00:00,1739607920.200872,4.2235001325,-0.21875,-1.171875,3.0,-0.640625,-1.90625,-1.921875,3.03125,-0.265625,8
2025-02-15 09:00:00,1739611505.4046454,4.23849987975,0.34375,-0.5,3.75,0.84375,-1.234375,-1.15625,5.609375,1.890625,9
2025-02-15 10:00:00,1739615089.878583,4.23250007625,0.796875,0.109375,4.015625,3.0625,-0.65625,-0.4375,7.40625,4.765625,10
2025-02-15 11:00:00,1739618671.2438276,4.23899996275,1.140625,0.640625,3.796875,6.484375,-0.1875,0.15625,9.1328125,8.828125,11
2025-02-15 12:00:00,1739622247.017787,4.2345000505,1.5625,1.140625,3.609375,10.0625,0.28125,0.78125,10.328125,12.734375,12
2025-02-15 13:00:00,1739625374.6968644,4.2406665483333335,1.8125,1.5,3.6458333333333335,12.395833333333334,0.6458333333333334,1.25,10.458333333333334,15.166666666666666,13
2025-02-15 14:00:00,1739629852.966365,4.2406665483333335,2.0833333333333335,1.8125,3.7708333333333335,14.666666666666666,0.9791666666666666,1.6458333333333333,10.0,17.583333333333332,14
2025-02-15 15:00:00,1739632978.1225224,4.24249982825,1.9375,1.578125,3.625,13.546875,0.90625,1.4375,8.6875,15.859375,15
2025-02-15 16:00:00,1739637296.8766034,4.217333475666667,1.3125,0.9791666666666666,3.1875,9.979166666666666,0.2916666666666667,0.7083333333333334,6.541666666666667,11.5625,16
2025-02-15 17:00:00,1739641029.196592,4.20650005325,0.8125,0.390625,2.703125,7.65625,-0.359375,0.0,4.921875,8.3125,17
2025-02-15 18:00:00,1739644623.0093498,4.1890001295,0.4375,-0.03125,2.3125,6.015625,-0.8125,-0.53125,3.78125,6.203125,18
2025-02-15 19:00:00,1739648187.479702,4.18149995775,0.140625,-0.28125,2.03125,4.9375,-1.203125,-0.9375,2.890625,4.78125,19
2025-02-15 20:00:00,1739651771.2471926,4.1704999205,-0.046875,-0.484375,1.796875,4.140625,-1.46875,-1.171875,2.390625,3.859375,20
