ÚSEK,CESTA,OKRES,Survey
93451,2484,Žiar nad Hronom,453 4 033 38 4 524
93456,2484,Žiar nad Hronom,355 3 216 26 3 597
93400,2493,Žiar nad Hronom,196 1 663 28 1 887
93410,2493,Banská Štiavnica,229 1 747 48 2 024
94370,2495,Žiar nad Hronom,311 2 152 27 2 490
93420,2498,Žiar nad Hronom,254 1 607 29 1 890
93426,2498,Banská Štiavnica,122 937 44 1 103
93427,2498,Žiar nad Hronom,322 2 463 18 2 803
93460,2511,Žarnovica,67 643 16 726
93466,2511,Žarnovica,220 1 180 50 1 450
93467,2511,Žarnovica,164 984 97 1 245
93540,2512,Žarnovica,170 1 066 10 1 246
93541,2512,Žarnovica,727 5 546 45 6 318
93542,2512,Žarnovica,280 2 553 24 2 857
93550,2513,Žarnovica,103 607 13 723
93551,2513,Žarnovica,260 1 721 18 1 999
95740,2515,Žarnovica,422 3 377 51 3 850
95741,2515,Žarnovica,659 5 111 43 5 813
93380,2530,Žarnovica,349 2 698 39 3 086
93381,2530,Žarnovica,559 4 366 109 5 034
93390,2530,Žarnovica,188 1 177 27 1 392
93680,2536,Banská Štiavnica,89 880 13 982
93681,2536,Banská Štiavnica,191 2 139 33 2 363
93430,2538,Banská Štiavnica,158 1 236 30 1 424
95140,2560,Krupina,264 2 406 16 2 686
95400,2565,Krupina,79 589 4 672
94120,2566,Veľký Krtíš,95 508 6 609
95200,2585,Veľký Krtíš,35 132 2 169
94620,2593,Veľký Krtíš,157 935 6 1 098
94790,2593,Veľký Krtíš,62 618 4 684
94796,2593,Veľký Krtíš,116 627 4 747
94150,2601,Veľký Krtíš,49 433 5 487
91852,2602,Veľký Krtíš,188 1 499 12 1 699
93020,2602,Veľký Krtíš,170 1 078 8 1 256
93026,2602,Veľký Krtíš,126 913 2 1 041
96150,2602,Veľký Krtíš,70 483 17 570
93150,2605,Veľký Krtíš,145 901 12 1 058
93156,2605,Veľký Krtíš,164 1 395 13 1 572
95920,2616,Veľký Krtíš,11 129 11 151
93030,2632,Lučenec,291 1 654 20 1 965
93037,2632,Lučenec,91 372 15 478
94940,2633,Lučenec,149 747 8 904
93050,2641,Lučenec,114 911 3 1 028
93056,2641,Poltár,99 763 3 865
93110,2642,Poltár,370 2 911 18 3 299
93096,2644,Lučenec,489 1 803 12 2 304
93046,2649,Lučenec,97 737 5 839
93049,2649,Lučenec,59 232 1 292
94980,2654,Lučenec,245 1 119 13 1 377
94981,2654,Lučenec,536 2 077 6 2 619
94061,2655,Lučenec,954 6 532 17 7 503
94070,2655,Lučenec,98 778 4 880
95520,2661,Lučenec,205 1 738 22 1 965
94100,2664,Lučenec,161 1 241 20 1 422
94106,2664,Lučenec,83 566 7 656
94107,2664,Lučenec,159 916 10 1 085
94110,2664,Lučenec,178 690 9 877
94990,2665,Lučenec,89 396 4 489
90541,2666,Lučenec,1 031 10 491 37 11 559
90546,2666,Lučenec,889 6 483 16 7 388
95571,2667,Lučenec,325 3 004 18 3 347
93081,2669,Poltár,209 1 757 10 1 976
93120,2669,Lučenec,217 1 138 5 1 360
93127,2669,Lučenec,191 1 223 14 1 428
93131,2670,Lučenec,389 1 732 13 2 134
93711,2673,Lučenec,144 1 236 3 1 383
91921,2674,Lučenec,539 5 660 48 6 247
95910,2679,Lučenec,52 152 3 207
93370,2693,Detva,500 1 570 4 2 074
93101,2713,Poltár,285 2 157 7 2 449
93291,2713,Poltár,253 1 987 13 2 253
93297,2713,Rimavská Sobota,120 777 8 905
93298,2713,Poltár,194 1 582 16 1 792
93299,2713,Poltár,227 1 343 8 1 578
93060,2715,Poltár,178 1 415 11 1 604
93070,2715,Poltár,91 367 9 467
93720,2724,Poltár,117 671 10 798
94230,2740,Rimavská Sobota,165 1 033 9 1 207
93761,2741,Rimavská Sobota,418 6 253 34 6 705
93300,2744,Rimavská Sobota,223 2 239 10 2 472
93306,2744,Rimavská Sobota,73 933 4 1 010
93307,2744,Rimavská Sobota,51 600 5 656
93310,2753,Rimavská Sobota,136 486 3 625
93320,2753,Rimavská Sobota,123 615 2 740
93326,2753,Rimavská Sobota,56 357 3 416
93737,2776,Rimavská Sobota,154 840 7 1 001
93738,2776,Rimavská Sobota,138 698 7 843
94701,2782,Rimavská Sobota,609 4 691 21 5 321
94510,2783,Rimavská Sobota,161 1 086 5 1 252
94520,2783,Rimavská Sobota,127 771 3 901
93280,2790,Rimavská Sobota,245 1 449 11 1 705
93286,2790,Rimavská Sobota,142 747 8 897
93287,2790,Rimavská Sobota,93 487 5 585
95110,2791,Rimavská Sobota,130 482 5 617
94530,2798,Rimavská Sobota,155 784 1 940
94536,2798,Rimavská Sobota,150 985 4 1 139
94540,2805,Rimavská Sobota,106 435 1 542
94546,2805,Rimavská Sobota,73 312 3 388
95900,2807,Rimavská Sobota,70 353 3 426
05090,2837,Revúca,117 739 11 867
05100,2837,Revúca,57 295 3 355
02271,2845,Revúca,236 2 305 34 2 575
03580,2845,Revúca,70 529 4 603
03581,2845,Revúca,94 875 8 977
03582,2845,Revúca,127 1 122 16 1 265
07450,D1,Košice - okolie,1 449 5 697 16 7 162
07460,D1,Košice - okolie,1 802 7 898 22 9 722
05930,R4,Košice - okolie,1 011 4 076 9 5 096
05610,R4,Košice - okolie,1 310 1 260 19 2 589
00232,16,Košice IV,6 255 33 180 130 39 565
00233,16,Košice III,2 779 24 477 104 27 360
00509,16,Rožňava,1 259 3 888 33 5 180
00510,16,Rožňava,1 387 3 589 31 5 007
00520,16,Rožňava,1 493 5 128 37 6 658
00530,16,Rožňava,1 530 5 596 34 7 160
00536,16,Rožňava,1 679 7 537 59 9 275
00537,16,Rožňava,1 568 6 849 45 8 462
00540,16,Rožňava,1 391 5 505 63 6 959
00546,16,Rožňava,1 890 9 045 45 10 980
00550,16,Rožňava,1 551 5 821 50 7 422
00560,16,Rožňava,1 439 4 764 41 6 244
00578,16,Rožňava,1 229 4 448 45 5 722
00589,16,Košice - okolie,1 443 4 541 30 6 014
00590,16,Košice - okolie,2 075 8 955 56 11 086
00600,16,Košice - okolie,1 773 11 352 67 13 192
00616,16,Košice II,3 400 17 605 67 21 073
00618,16,Košice - okolie,1 554 10 672 62 12 288
00619,16,Košice II,2 472 11 756 45 14 273
00620,16,Košice II,3 342 22 449 81 25 872
00626,16,Košice II,4 293 26 617 158 31 068
02053,16,Košice IV,4 775 25 004 113 29 892
02541,16,Košice IV,9 400 43 159 174 52 733
02054,17,Košice IV,4 264 17 608 121 21 993
02058,17,Košice IV,3 227 9 620 82 12 929
02069,17,Košice - okolie,1 112 7 611 51 8 774
02070,17,Košice - okolie,973 4 014 36 5 023
02076,17,Košice - okolie,769 3 332 20 4 121
00469,18,Michalovce,1 566 7 661 42 9 269
00470,18,Michalovce,1 340 5 325 19 6 684
00480,18,Michalovce,1 208 6 041 14 7 263
00492,18,Michalovce,1 415 7 837 33 9 285
00494,18,Michalovce,2 359 12 219 49 14 627
00238,19,Košice III,1 917 13 259 40 15 216
00239,19,Košice - okolie,1 426 8 852 64 10 342
00240,19,Košice - okolie,1 114 7 535 54 8 703
00242,19,Košice III,2 137 15 960 54 18 151
00258,19,Košice - okolie,2 420 11 596 51 14 067
00269,19,Trebišov,2 467 11 154 32 13 653
00270,19,Trebišov,2 290 8 734 36 11 060
00271,19,Trebišov,2 101 8 182 59 10 342
00272,19,Trebišov,2 376 10 437 43 12 856
00280,19,Trebišov,1 887 7 333 37 9 257
00288,19,Trebišov,1 772 6 803 24 8 599
00290,19,Michalovce,2 123 8 943 36 11 102
00299,19,Michalovce,2 174 9 995 37 12 206
00300,19,Michalovce,1 998 10 052 30 12 080
00310,19,Michalovce,2 109 12 142 55 14 306
00314,19,Michalovce,2 444 18 007 85 20 536
00315,19,Michalovce,1 814 11 836 36 13 686
00320,19,Michalovce,1 166 8 331 25 9 522
00327,19,Michalovce,1 102 6 088 19 7 209
00330,19,Sobrance,950 5 140 19 6 109
00340,19,Sobrance,977 5 729 12 6 718
00341,19,Sobrance,1 045 6 903 28 7 976
00342,19,Sobrance,752 6 729 21 7 502
00350,19,Sobrance,768 4 382 13 5 163
00360,19,Sobrance,438 1 913 4 2 355
00366,19,Sobrance,332 1 253 4 1 589
00219,20,Košice - okolie,535 4 175 51 4 761
00220,20,Košice - okolie,813 6 868 43 7 724
00221,20,Košice III,6 178 32 684 77 38 939
00223,20,Košice III,6 541 30 466 126 37 133
00228,20,Košice - okolie,5 830 25 513 89 31 432
00229,20,Košice III,6 081 27 476 91 33 648
00640,67,Rožňava,750 4 668 34 5 452
00643,67,Rožňava,854 5 651 24 6 529
00646,67,Rožňava,859 5 650 65 6 574
00647,67,Rožňava,655 4 440 17 5 112
00650,67,Rožňava,512 3 197 39 3 748
00660,67,Rožňava,496 2 535 25 3 056
00670,67,Rožňava,469 2 418 24 2 911
00680,67,Rožňava,326 1 681 42 2 049
00690,67,Rožňava,209 1 399 88 1 696
00708,67,Rožňava,161 858 9 1 028
01788,74,Michalovce,1 741 8 047 30 9 818
01539,79,Trebišov,1 042 4 385 36 5 463
01540,79,Trebišov,778 3 088 28 3 894
01550,79,Trebišov,1 059 3 722 19 4 800
01553,79,Trebišov,1 604 8 335 49 9 988
01560,79,Trebišov,901 4 766 19 5 686
01561,79,Trebišov,871 4 320 20 5 211
01567,79,Trebišov,1 313 6 675 31 8 019
01570,79,Trebišov,903 4 122 28 5 053
01580,79,Trebišov,755 2 418 33 3 206
01590,79,Trebišov,1 057 3 279 45 4 381
01600,79,Trebišov,838 2 649 28 3 515
01610,79,Trebišov,737 3 758 55 4 550
01620,79,Trebišov,780 2 974 18 3 772
01630,79,Trebišov,608 2 623 15 3 246
01640,79,Trebišov,620 2 866 31 3 517
01641,79,Trebišov,534 3 147 11 3 692
01642,79,Trebišov,738 6 807 33 7 578
01650,79,Trebišov,483 3 106 11 3 600
01660,79,Trebišov,94 588 5 687
05700,79,Trebišov,671 3 636 32 4 339
05499,79A,Trebišov,388 812 16 1 216
00531,526,Rožňava,866 10 973 71 11 910
00533,526,Rožňava,490 2 998 36 3 524
01860,526,Rožňava,178 779 11 968
01867,526,Rožňava,157 883 10 1 050
01870,526,Rožňava,332 2 122 25 2 479
01880,526,Rožňava,264 1 826 18 2 108
01890,526,Rožňava,399 3 582 34 4 015
01891,526,Rožňava,695 10 098 56 10 849
01892,526,Rožňava,598 5 520 23 6 141
01920,533,Spišská Nová Ves,666 5 716 20 6 402
01930,533,Spišská Nová Ves,761 6 158 44 6 963
01931,533,Spišská Nová Ves,1 562 13 398 117 15 077
01933,533,Spišská Nová Ves,639 6 291 87 7 017
01934,533,Spišská Nová Ves,554 7 810 73 8 437
01936,533,Spišská Nová Ves,1 432 11 073 94 12 599
01940,533,Spišská Nová Ves,438 3 514 33 3 985
01950,533,Spišská Nová Ves,303 2 235 21 2 559
01960,533,Spišská Nová Ves,109 795 14 918
01978,533,Rožňava,38 207 4 249
01979,533,Spišská Nová Ves,57 392 20 469
02968,535,Rožňava,122 905 39 1 066
02969,535,Spišská Nová Ves,105 850 19 974
02310,536,Spišská Nová Ves,1 422 8 777 53 10 252
02311,536,Spišská Nová Ves,1 038 6 865 40 7 943
02316,536,Spišská Nová Ves,927 6 103 18 7 048
02317,536,Spišská Nová Ves,1 057 7 454 50 8 561
02326,536,Spišská Nová Ves,982 8 064 33 9 079
02330,536,Spišská Nová Ves,760 6 351 37 7 148
02340,536,Spišská Nová Ves,504 3 696 13 4 213
02350,536,Spišská Nová Ves,475 3 326 29 3 830
02080,546,Spišská Nová Ves,194 1 650 27 1 871
02090,546,Gelnica,198 1 458 35 1 691
02100,546,Gelnica,163 1 033 21 1 217
02110,546,Gelnica,226 1 241 14 1 481
02120,546,Gelnica,215 1 419 18 1 652
02130,546,Gelnica,317 2 818 15 3 150
02140,546,Gelnica,501 4 135 51 4 687
02141,546,Gelnica,488 4 308 34 4 830
02142,546,Gelnica,331 2 879 49 3 259
02143,546,Gelnica,355 2 826 28 3 209
02470,546,Gelnica,679 4 541 104 5 324
02479,546,Gelnica,147 719 16 882
00222,547,Košice I,2 200 26 165 122 28 487
01990,547,Spišská Nová Ves,600 4 384 50 5 034
01991,547,Spišská Nová Ves,852 5 873 41 6 766
01992,547,Spišská Nová Ves,638 5 778 37 6 453
02000,547,Gelnica,545 3 790 43 4 378
02010,547,Gelnica,452 2 639 37 3 128
02020,547,Gelnica,393 2 843 85 3 321
02038,547,Košice - okolie,257 2 660 49 2 966
02039,547,Gelnica,289 2 350 38 2 677
02040,547,Košice I,323 4 118 90 4 531
02043,547,Košice I,492 6 009 83 6 584
02044,547,Košice I,852 10 300 72 11 224
02048,547,Košice - okolie,300 3 047 58 3 405
02049,547,Košice I,329 3 392 99 3 820
02158,548,Košice II,580 5 915 42 6 537
02159,548,Košice - okolie,483 5 405 24 5 912
02160,548,Košice - okolie,356 3 591 32 3 979
02170,548,Košice - okolie,243 2 214 24 2 481
02180,548,Košice - okolie,230 2 196 20 2 446
02190,548,Košice - okolie,308 2 340 36 2 684
02200,548,Košice - okolie,124 728 20 872
02218,548,Košice - okolie,82 514 27 623
02219,548,Gelnica,56 427 16 499
02220,549,Gelnica,114 707 25 846
02230,549,Gelnica,142 649 36 827
02519,549,Rožňava,78 382 9 469
02528,549,Gelnica,45 401 19 465
02530,550,Košice - okolie,371 3 055 49 3 475
02531,550,Košice - okolie,547 4 923 40 5 510
02532,550,Košice - okolie,839 9 362 38 10 239
02542,552,Košice IV,2 706 15 512 55 18 273
02543,552,Košice IV,1 368 11 082 75 12 525
02548,552,Košice IV,851 6 799 50 7 700
02559,552,Košice - okolie,726 6 102 41 6 869
02560,552,Košice - okolie,857 6 005 27 6 889
02570,552,Košice - okolie,620 3 417 28 4 065
02578,552,Košice - okolie,549 3 626 36 4 211
02599,552,Trebišov,380 1 985 14 2 379
02600,552,Trebišov,279 1 636 8 1 923
02610,552,Trebišov,267 1 528 11 1 806
02620,552,Trebišov,265 1 578 6 1 849
02630,552,Trebišov,191 1 118 8 1 317
02640,552,Trebišov,368 2 974 10 3 352
02650,552,Trebišov,265 1 449 13 1 727
02660,552,Michalovce,71 141 3 215
02670,552,Michalovce,209 726 3 938
02680,552,Michalovce,408 2 086 2 2 496
02687,552,Michalovce,417 3 317 18 3 752
02691,552,Michalovce,531 5 521 27 6 079
02692,552,Michalovce,488 5 270 25 5 783
02701,552,Michalovce,513 3 280 22 3 815
02706,552,Michalovce,56 366 2 424
02818,554,Michalovce,169 1 147 3 1 319
02820,554,Michalovce,364 1 877 6 2 247
02839,554,Michalovce,235 896 5 1 136
02848,554,Michalovce,170 487 3 660
01791,555,Michalovce,836 8 180 25 9 041
01797,555,Michalovce,557 5 564 10 6 131
01800,555,Michalovce,433 3 448 7 3 888
01818,555,Michalovce,323 2 862 7 3 192
01819,555,Michalovce,265 1 804 10 2 079
01820,555,Trebišov,427 2 280 22 2 729
01821,555,Michalovce,467 4 083 22 4 572
01830,555,Trebišov,399 3 242 35 3 676
02938,566,Sobrance,152 792 8 952
02940,566,Sobrance,142 933 14 1 089
02950,566,Sobrance,230 1 602 12 1 844
03289,576,Košice - okolie,55 291 12 358
03940,576,Košice - okolie,98 959 4 1 061
03950,576,Košice - okolie,375 3 252 11 3 638
04030,576,Košice - okolie,1 958 10 218 96 12 272
04036,576,Košice - okolie,363 2 175 21 2 559
00493,582,Michalovce,1 230 10 286 43 11 559
03300,582,Michalovce,464 9 009 96 9 569
03304,582,Michalovce,1 282 11 588 87 12 957
03305,582,Michalovce,597 10 605 92 11 294
03306,582,Michalovce,382 4 934 47 5 363
03307,582,Michalovce,125 1 055 19 1 199
04140,582,Sobrance,106 959 9 1 074
04141,582,Sobrance,338 3 590 24 3 952
04420,587,Rožňava,100 500 23 623
04440,587,Rožňava,239 1 938 32 2 209
05040,587,Rožňava,235 1 209 20 1 464
05046,587,Rožňava,69 652 13 734
05047,587,Rožňava,27 197 4 228
05050,587,Rožňava,120 615 20 755
05060,587,Rožňava,114 582 14 710
05070,3005,Rožňava,251 1 532 13 1 796
05077,3005,Rožňava,160 732 12 904
05020,3012,Rožňava,203 1 274 8 1 485
05027,3012,Rožňava,106 550 18 674
00642,3027,Rožňava,111 2 036 9 2 156
03590,3027,Rožňava,67 736 16 819
03591,3027,Rožňava,113 1 529 28 1 670
04430,3033,Rožňava,79 586 7 672
05120,3047,Rožňava,66 533 34 633
05730,3201,Spišská Nová Ves,151 1 252 12 1 415
02312,3244,Spišská Nová Ves,616 4 606 31 5 253
02313_01,3244,Spišská Nová Ves,420 4 228 37 4 685
02313_02,MK,Spišská Nová Ves,476 4 778 24 5 278
02314,3244,Spišská Nová Ves,1 517 11 437 60 13 014
02320,3244,Spišská Nová Ves,327 2 621 5 2 953
02327,3244,Spišská Nová Ves,734 5 376 36 6 146
03610,3244,Spišská Nová Ves,175 1 268 8 1 451
03600,3248,Spišská Nová Ves,101 858 4 963
03601,3248,Spišská Nová Ves,1 355 10 627 67 12 049
05680,3250,Spišská Nová Ves,104 821 11 936
03617,3253,Spišská Nová Ves,126 926 9 1 061
03720,3255,Spišská Nová Ves,162 1 396 21 1 579
03721,3255,Spišská Nová Ves,376 2 828 15 3 219
03730,3273,Gelnica,9 180 2 191
03731,3273,Gelnica,52 506 10 568
03960,3299,Košice - okolie,58 456 30 544
05830,3300,Košice - okolie,98 448 3 549
05820,3304,Košice - okolie,19 100 1 120
03276,3325,Košice - okolie,403 2 521 13 2 937
03277,3325,Košice - okolie,485 3 092 34 3 611
03278,3325,Košice - okolie,180 1 045 16 1 241
03966,3329,Košice - okolie,312 2 259 25 2 596
04768,3335,Košice - okolie,74 619 4 697
05630,3339,Košice - okolie,375 3 200 17 3 592
05810,3342,Košice - okolie,57 328 8 393
03230,3343,Košice - okolie,718 6 184 49 6 951
04550,3374,Trebišov,223 1 238 9 1 470
04558,3374,Košice - okolie,186 1 360 17 1 563
04559,3374,Trebišov,190 1 171 3 1 364
03251,3390,Košice I,474 6 584 41 7 099
03252,3390,Košice I,513 5 756 31 6 300
03258,3390,Košice I,442 4 958 34 5 434
03259,3390,Košice - okolie,357 4 442 32 4 831
03260,3390,Košice - okolie,165 1 210 26 1 401
03253,3391,Košice I,289 3 238 11 3 538
03216,3400,Košice - okolie,175 878 7 1 060
03218,3400,Košice II,686 3 323 16 4 025
03219,3400,Košice - okolie,390 2 796 11 3 197
03988,3401,Košice II,1 061 3 688 30 4 779
03989,3401,Košice - okolie,978 3 984 48 5 010
03990,3403,Košice II,761 9 912 100 10 773
03998,3403,Košice II,155 2 855 23 3 033
03999,3403,Košice - okolie,60 1 430 13 1 503
04048,3405,Košice II,601 4 955 21 5 577
04049,3405,Košice - okolie,283 2 236 35 2 554
04050,3405,Košice - okolie,243 2 314 12 2 569
05550,3415,Košice IV,164 1 488 1 1 653
05448,3416,Košice IV,1 029 7 393 37 8 459
05449,3416,Košice - okolie,731 5 264 53 6 048
05450,3416,Košice - okolie,602 5 669 40 6 311
05620,3416,Košice - okolie,156 1 544 28 1 728
03629,3420,Gelnica,376 1 969 4 2 349
03526,3440,Košice - okolie,116 856 1 973
03529,3440,Košice - okolie,73 572 3 648
04406,3460,Košice - okolie,250 2 310 23 2 583
04409,3460,Košice - okolie,47 435 19 501
03750,3652,Trebišov,133 924 5 1 062
03751,3652,Trebišov,149 1 355 6 1 510
03758,3652,Trebišov,264 1 594 7 1 865
03760,3653,Trebišov,166 1 074 12 1 252
03761,3653,Trebišov,915 5 907 23 6 845
03762,3653,Trebišov,342 2 098 29 2 469
03771,3655,Trebišov,597 5 379 17 5 993
03780,3656,Trebišov,499 3 762 17 4 278
03781,3656,Trebišov,514 4 123 29 4 666
04570,3663,Trebišov,183 632 4 819
04580,3663,Trebišov,77 561 5 643
05500,3667,Trebišov,111 677 9 797
05510,3667,Trebišov,83 495 11 589
03740,3676,Trebišov,251 1 850 13 2 114
03746,3676,Trebišov,323 1 877 11 2 211
04620,3677,Trebišov,296 2 266 17 2 579
05800,3683,Trebišov,162 2 031 24 2 217
03630,3685,Trebišov,116 483 1 600
03636,3685,Trebišov,98 506 3 607
05790,3686,Trebišov,38 130 0 168
03640,3689,Trebišov,176 875 12 1 063
03648,3689,Trebišov,93 598 37 728
04640,3690,Trebišov,100 536 3 639
04650,3690,Trebišov,134 1 102 8 1 244
04651,3690,Trebišov,173 2 004 14 2 191
03660,3698,Trebišov,335 1 836 15 2 186
03661,3698,Trebišov,120 1 653 16 1 789
04660,3699,Trebišov,235 2 180 14 2 429
05350,3701,Trebišov,217 1 884 15 2 116
05360,3701,Trebišov,84 528 7 619
05711,3710,Trebišov,950 8 888 46 9 884
03650,3714,Trebišov,98 845 7 950
03651,3714,Trebišov,150 1 001 5 1 156
04780,3739,Michalovce,104 795 7 906
04798,3739,Michalovce,48 243 2 293
04799,3739,Michalovce,75 550 1 626
03290,3741,Michalovce,350 2 339 9 2 698
03291,3741,Michalovce,335 2 978 10 3 323
03296,3741,Michalovce,221 1 959 10 2 190
03301,3741,Michalovce,388 4 745 21 5 154
04800,3743,Michalovce,94 686 7 787
04810,3743,Sobrance,85 542 0 627
04817,3743,Sobrance,71 419 0 490
04820,3743,Sobrance,36 157 1 194
03340,3744,Michalovce,195 2 440 4 2 639
03350,3744,Michalovce,331 2 075 6 2 412
03368,3744,Michalovce,226 1 223 2 1 451
03369,3744,Michalovce,262 1 412 4 1 678
03310,3754,Sobrance,132 1 123 14 1 269
03311,3754,Sobrance,317 5 410 13 5 740
03320,3754,Sobrance,122 837 10 969
03330,3754,Michalovce,212 1 092 9 1 313
03331,3754,Michalovce,110 1 573 13 1 696
03336,3754,Sobrance,162 644 8 814
03338,3754,Michalovce,75 1 022 10 1 107
03339,3754,Michalovce,97 770 0 867
04600,3756,Michalovce,97 852 2 951
04601,3756,Michalovce,149 1 640 8 1 797
02690,3761,Michalovce,115 499 3 617
02697,3761,Michalovce,122 653 3 778
04200,3770,Michalovce,90 470 6 566
04830,3799,Sobrance,100 1 342 14 1 456
03380,3801,Sobrance,115 728 8 851
04150,3803,Sobrance,80 440 1 521
80329,R1,Nitra,7 491 27 941 47 35 479
85020,R1,Zlaté Moravce,186 1 143 11 1 340
86250,R1,Nitra,7 027 26 523 48 33 598
86260,R1,Nitra,4 806 18 336 35 23 177
86270,R1,Nitra,4 765 18 449 38 23 252
86280,R1,Zlaté Moravce,4 615 18 104 40 22 759
86290,R1,Zlaté Moravce,3 934 15 623 36 19 593
90816,R1,Zlaté Moravce,3 278 13 186 32 16 497
80330,R1A,Nitra,3 897 19 542 44 23 484
80336,R1A,Nitra,3 531 18 644 95 22 270
80337,R1A,Nitra,5 767 27 221 128 33 116
80502,R1A,Nitra,4 266 25 434 138 29 838
80343,51,Nitra,2 071 12 989 85 15 145
80504,51,Nitra,3 309 20 845 125 24 279
81170,51,Nitra,2 234 11 335 54 13 623
81180,51,Nitra,1 577 7 229 65 8 871
