ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M4233,cesta I. triedy,75,"75_072 Most cez Krivánsky potok v meste Lučenec, časť Opatová",72,48.336606691,19.676201813,184.880749,rámová,monolitický železobetón,32.0,61.0,241.0,odhadom,Vodný tok,1982,Nezistený,3,16.5,Nezistený,15.5,14.5,Nezistený,Nezistený,STAT,SSC - IVSC BB,Lučenec,4622A33500,4622A15501,1029319,Banská Bystrica,3,3,3,3,3,3,3,3,3,5,5,5,5
M4077,cesta I. triedy,75,"Most nad miestnou komunikáciou, ul. Záhradnícka v meste Lučenec, časť Opatová",73,48.340427987,19.680268966,190.25925,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Miestna komunikácia,1995,Nezistený,4,104.65,Nezistený,13,13,Nezistený,Nezistený,STAT,SSC - IVSC BB,Lučenec,4622A15600,3644A19700,281175,Banská Bystrica,2,2,2,2,2,2,2,2,2,4,4,4,4
M7190,cesta I. triedy,76,76_002 Most cez odpadový kanál za Štúrovom,2,47.809535819,18.704695907,106.722999,dosková,prefabrikovaný železobetón,47.0,105.0,295.0,porovnávací výpočet,Kanál,1969,Nezistený,1,8,Nezistený,9.9,8.9,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4633A01301,4633A07000,9195,Nitra,3,3,3,3,3,3,3,3,4,4,4,4,4
M4811,cesta I. triedy,76,76_004 Most cez odpadový kanál za Štúrovom,4,47.818773562,18.692129073,109.1235,dosková,prefabrikovaný železobetón,22.0,67.0,574.0,porovnávací výpočet,Kanál,1970,Nezistený,1,3,Nezistený,9,8,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4633A03900,4633A04000,418440,Nitra,3,3,3,3,3,3,3,3,3,3,4,4,4
M1321,cesta I. triedy,76,76_006 Most cez kanál Paríž za obcou Kamenný Most,6,47.863197493,18.635696402,115.792749,dosková,monolitický železobetón,27.0,46.0,142.0,porovnávací výpočet,Kanál,1950,Nezistený,1,8.8,Nezistený,9,8,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4542A10400,4542A00900,418454,Nitra,3,3,3,3,3,3,3,3,3,3,4,4,4
M1435,cesta I. triedy,76,76_008 Most cez kanál za obcou Kamenný Most,8,47.874336374,18.638888625,117.4565,dosková,monolitický železobetón,13.0,43.0,172.0,porovnávací výpočet,Kanál,1924,Nezistený,1,2.3,Nezistený,8.1,8.1,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4542A00900,4542A09202,2094,Nitra,3,3,3,3,3,3,3,3,3,3,4,4,4
M469,cesta I. triedy,76,76_009 Most nad železnicou za obcou Kamenín,9,47.902714541,18.635156722,130.043749,dosková,prefabrikovaný železobetón,56.0,94.0,440.0,porovnávací výpočet,Železnica,1960,Nezistený,3,30.5,Nezistený,11,8.5,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4542A07200,4542A25300,418271,Nitra,4,4,4,4,4,4,4,4,4,4,4,4,6
M40,cesta I. triedy,76,76_010 Most cez potok za obcou Kamenín,10,47.903774794,18.634524065,129.970499,klenbová,monolitický železobetón,58.0,96.0,235.0,porovnávací výpočet,Vodný tok,1966,Nezistený,1,5.8,Nezistený,10.2,8,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4542A07200,4542A25300,418271,Nitra,4,4,4,4,4,4,4,4,4,4,4,4,4
M503,cesta I. triedy,76,76_011 Most cez potok v obci Bíňa,11,47.914641428,18.639693552,124.045499,klenbová,monolitický prostý betón,30.0,78.0,174.0,porovnávací výpočet,Vodný tok,1908,Nezistený,1,3.4,Nezistený,6,6,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4542A25200,4542A07500,1318707,Nitra,5,5,5,5,5,5,5,5,5,5,4,4,4
M2045,cesta I. triedy,76,76_012 Most cez potok za obcou Bíňa,12,47.928523044,18.641290527,122.71175,trámová,monolitický železobetón,20.0,26.0,60.0,porovnávací výpočet,Vodný tok,1949,Nezistený,1,9,Nezistený,8.3,7.5,Nezistený,Nezistený,STAT,SSC - IVSC BA,Nové Zámky,4542A01200,4542A06200,2074,Nitra,3,3,3,3,3,3,3,3,3,3,4,4,4
M5365,cesta I. triedy,76,76_013 Most cez Jarok v obci Čata,13,47.949264491,18.648947129,127.9015,klenbová,monolitický prostý betón,13.0,37.0,80.0,porovnávací výpočet,Vodný tok,1961,Nezistený,1,3.65,Nezistený,9,6,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4542A20300,4542A20400,472117,Nitra,5,5,5,5,5,5,5,5,6,6,6,6,6
M7469,cesta I. triedy,76,76_015 Most cez potok Nýrica v k.ú. obce Pohronský Ruskov,15,47.966643821,18.652039631,124.1845,dosková,monolitický železobetón,14.0,27.0,140.0,porovnávací výpočet,Vodný tok,1960,Nezistený,1,5.6,Nezistený,10,8,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4542A21100,4542A21200,472125,Nitra,5,5,5,5,5,5,5,4,4,4,4,4,4
M2750,cesta I. triedy,76,76_018 Most cez jarok v k.ú. obce Domaša,18,48.008657711,18.654633189,131.4235,dosková,monolitický železobetón,6.0,33.0,287.0,podľa tabuliek,Vodný tok,1947,Nezistený,1,3,Nezistený,10,9.5,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4524A30101,4524A30200,470497,Nitra,4,4,4,4,4,4,4,6,6,6,6,6,6
M830,cesta I. triedy,76,76_019 Most cez jarok pred obcou Vozokany nad Hronom,19,48.010526937,18.655765907,130.61775,trámová,prefabrikovaný železobetón,27.0,52.0,100.0,porovnávací výpočet,Vodný tok,1961,Nezistený,1,5.55,Nezistený,9,8.2,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4524A30101,4524A30200,470497,Nitra,4,4,4,4,4,4,4,6,6,6,6,6,6
M1592,cesta I. triedy,76,76_020 Most cez potok Vrbovec v obci Želiezovce,20,48.04668382,18.654753468,138.318499,dosková,prefabrikovaný predpätý betón,48.0,126.0,364.0,podľa tabuliek,Vodný tok,1986,Nezistený,1,11.1,Nezistený,16.5,11.5,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4524A01303,4524A01402,544494,Nitra,3,3,3,3,4,4,4,4,4,4,4,4,4
M1806,cesta I. triedy,76,76_021 Most cez jarok pred obcou Svodov,21,48.085078377,18.647058704,142.549249,klenbová,kameň,26.0,67.0,280.0,porovnávací výpočet,Vodný tok,1895,Nezistený,1,2.1,Nezistený,7.25,7.25,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4524A27500,4524A35400,470469,Nitra,3,3,3,3,3,3,3,6,6,6,6,6,6
M6563,cesta I. triedy,76,76_023 Most cez jarok v obci Kalná nad Hronom,23,48.195107993,18.51531125,162.03125,dosková,monolitický železobetón,26.0,40.0,238.0,porovnávací výpočet,Vodný tok,1952,Nezistený,1,4.15,Nezistený,9.3,8.4,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A00302,4522A30301,481743,Nitra,3,3,3,3,3,3,3,5,5,5,5,5,6
M3124,cesta I. triedy,76,76_24 Most nad železnicou a cestou I/51 v Kalnej nadHronom,24,48.204804712,18.510774365,170.963,dosková,prefabrikovaný predpätý betón,35.0,101.0,358.0,porovnávací výpočet,Železnica,1984,Nezistený,4,103.04,Nezistený,16.8,13,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A05103,4522A32200,1969,Nitra,3,3,3,3,3,3,3,4,4,4,5,5,5
M641,cesta I. triedy,76,76_025 Most cez inundáciu v kat. Kalná nad Hronom,25,48.20930999,18.512820138,161.760999,rámová,prefabrikovaný železobetón,27.0,50.0,180.0,podľa tabuliek,Záplavové územie,1985,Nezistený,3,7.2,Nezistený,8.3,8.3,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A05103,4522A32200,1969,Nitra,3,3,3,3,3,3,3,4,4,4,4,4,5
M497,cesta I. triedy,76,76_026 Most cez jarok v obci Nový Tekov,26,48.248032203,18.516748742,169.067999,dosková,monolitický železobetón,26.0,49.0,252.0,porovnávací výpočet,Vodný tok,1925,Nezistený,1,3.25,Nezistený,9.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A55600,4522A33800,1300223,Nitra,3,3,3,3,3,3,3,4,4,4,4,4,4
M1591,cesta I. triedy,76,76_027 Most cez jarok za obcou Nový Tekov,27,48.262920293,18.512752081,172.67075,trámová,monolitický železobetón,18.0,29.0,140.0,porovnávací výpočet,Vodný tok,1925,Nezistený,1,5,Nezistený,8.9,8,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A33800,4522A55700,472154,Nitra,3,3,3,3,3,3,3,4,4,4,4,4,5
M564,cesta I. triedy,76,76_028 Most cez jarok v k.ú. obce Malé Kozmálovce,28,48.279834393,18.520958036,177.856499,dosková,monolitický železobetón,26.0,60.0,280.0,porovnávací výpočet,Vodný tok,1942,Nezistený,1,3,Nezistený,13,12,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A21500,4522A21601,470290,Nitra,3,3,3,3,3,3,3,5,5,5,5,5,4
M7073,cesta I. triedy,76,76_031 Most cezjarok v k.ú. obce Kozárovce,31,48.298691044,18.530774751,177.811,dosková,monolitický železobetón,26.0,50.0,322.0,porovnávací výpočet,Vodný tok,1900,Nezistený,1,3,Nezistený,7.85,7.05,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A34900,4522A02000,472172,Nitra,3,3,3,3,3,3,3,4,4,4,4,4,3
M1353,cesta I. triedy,76,76_033 Most cez jarok v k.ú. obce Kozárovce,33,48.306805912,18.53517534,178.770999,dosková,monolitický železobetón,33.0,75.0,280.0,porovnávací výpočet,Vodný tok,1930,Nezistený,1,3.5,Nezistený,7.7,7.7,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A34900,4522A02000,472172,Nitra,3,3,3,3,3,3,3,5,5,5,5,5,6
M2388,cesta I. triedy,76,76_034 Most cez jarok v k.ú. obce Kozárovce,34,48.309500361,18.536595589,178.861999,dosková,monolitický železobetón,26.0,48.0,210.0,porovnávací výpočet,Vodný tok,1930,Nezistený,1,3.5,Nezistený,7.5,Nezistený,Nezistený,Nezistený,STAT,SSC - IVSC BA,Levice,4522A34900,4522A02000,472172,Nitra,3,3,3,3,3,3,3,6,6,6,6,6,6
M1299,cesta I. triedy,76,76_037 Most cez jarok za žel. stanicou v Psiaroch,37,48.3180279,18.539948916,180.373749,dosková,monolitický železobetón,11.0,31.0,234.0,podľa tabuliek,Vodný tok,1936,Nezistený,1,4,Nezistený,7.5,7.5,Nezistený,Nezistený,STAT,SSC - IVSC BB,Žarnovica,4522B00100,4522A09900,6520,Banská Bystrica,2,2,2,2,2,5,5,5,5,5,5,5,5
M4421,cesta I. triedy,76,76_039 Most cez potok pred Hronským Beňadikom,39,48.333364065,18.557031054,184.411999,dosková,monolitický železobetón,11.0,31.0,234.0,odhadom,Vodný tok,1936,Nezistený,1,4,Nezistený,7.5,6,Nezistený,Nezistený,STAT,SSC - IVSC BB,Žarnovica,4522A10600,3544A31300,423707,Banská Bystrica,2,2,2,2,2,4,4,5,5,5,5,5,5
M672,cesta I. triedy,76,76_040 Most cez Inovecký potok v obci Hronský Beňadik,40,48.341900236,18.557545289,186.8635,dosková,monolitický železobetón,31.0,66.0,252.0,odhadom,Vodný tok,1954,Nezistený,1,11.5,Nezistený,7.5,7.5,Nezistený,Nezistený,STAT,SSC - IVSC BB,Žarnovica,4522A10600,3544A31300,423707,Banská Bystrica,3,3,3,3,3,5,5,6,6,6,6,6,6
M229,cesta I. triedy,76,76_041 Most cez Inovecký potok v Hronskom Beňadiku,41,48.343039671,18.557972382,188.267999,trámová,monolitický železobetón,20.0,32.0,91.0,odhadom,Vodný tok,1936,Nezistený,1,11.3,Nezistený,7.5,7.5,Nezistený,Nezistený,STAT,SSC - IVSC BB,Žarnovica,3544A31300,3544A31400,423708,Banská Bystrica,4,4,4,4,4,5,5,6,6,6,6,6,6
M7804,cesta I. triedy,76,76_042 Most cez Inovecký potok v obci Hronský Beňadik,42,48.345052684,18.558821624,189.565499,trámová,monolitický železobetón,17.0,32.0,70.0,odhadom,Vodný tok,1936,Nezistený,1,13,Nezistený,9.1,7,Nezistený,Nezistený,STAT,SSC - IVSC BB,Žarnovica,3544A31300,3544A31400,423708,Banská Bystrica,3,3,3,3,3,4,4,5,5,5,5,5,5
M2376,cesta I. triedy,77,77_001 Most cez miestny potok v obci Spišská Belá,1,49.188465021,20.458310807,625.2575,dosková,prefabrikovaný železobetón,36.0,84.0,267.0,podľa tabuliek,Vodný tok,1979,Nezistený,1,8,Nezistený,13.5,8,Nezistený,Nezistený,STAT,SSC - IVSC KE,Kežmarok,2734A06300,2734A01300,318685,Prešov,3,3,3,3,3,3,3,4,4,4,4,4,4
M5332,cesta I. triedy,77,77_002 Most cez bezmenný potok za obcou Spišská Belá,2,49.205708656,20.475077921,609.053,dosková,monolitický železobetón,21.0,42.0,165.0,porovnávací výpočet,Vodný tok,1949,Nezistený,1,3.6,Nezistený,9.6,8,Nezistený,Nezistený,STAT,SSC - IVSC KE,Kežmarok,2732A21700,2732A17800,1113739,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4
M4368,cesta I. triedy,77,77_003 Most cez mlynský náhon v obci Bušovce,3,49.218559328,20.483680078,597.345,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Kanál,2000,Nezistený,1,4.93,Nezistený,8.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Kežmarok,2732A17800,2732A17900,318688,Prešov,1,1,1,1,1,1,1,3,3,3,3,3,3
M904,cesta I. triedy,77,77_004 Most cez rieku Biela voda za obcou Bušovce,4,49.222379939,20.485037098,596.236499,trámová,prefabrikovaný predpätý betón,32.0,80.0,132.0,odhadom,Vodný tok,1960,Nezistený,2,31.7,Nezistený,11.2,9,Nezistený,Nezistený,STAT,SSC - IVSC KE,Kežmarok,2732A01000,2732A01100,4458,Prešov,2,2,2,2,2,2,2,5,5,5,6,6,6
M4031,cesta I. triedy,77,77_005 Most cez Vojňanský potok pri železničnej zastávke Podhorany,5,49.232525359,20.491595412,585.474,dosková,monolitický železobetón,26.0,65.0,222.0,porovnávací výpočet,Vodný tok,1949,Nezistený,1,6.4,Nezistený,9.6,8.6,Nezistený,Nezistený,STAT,SSC - IVSC KE,Kežmarok,2732A01200,2732A01300,4462,Prešov,3,3,3,3,3,3,3,4,4,4,4,4,4
M344,cesta I. triedy,77,77_006 Most cez bezmenný potok za obcou Bušovce,6,49.239798705,20.497689845,574.506999,dosková,monolitický železobetón,23.0,48.0,213.0,porovnávací výpočet,Vodný tok,1943,Nezistený,1,4.6,Nezistený,8.8,7.8,Nezistený,Nezistený,STAT,SSC - IVSC KE,Kežmarok,2732A01200,2732A01300,4462,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4
M6287,cesta I. triedy,77,77_007 Most cez rieku Toporec pri obci Toporec,7,49.246624648,20.50876329,577.788249,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1960,Nezistený,1,15,Nezistený,9,9,Nezistený,Nezistený,STAT,SSC - IVSC KE,Kežmarok,2732A01300,2732B00200,4455,Prešov,1,1,1,1,1,1,1,5,5,5,6,6,6
M697,cesta I. triedy,77,"77_009 Most cez miestny potok, k.ú. Podolínec",9,49.259696735,20.537864218,575.948499,dosková,monolitický železobetón,26.0,49.0,120.0,odhadom,Vodný tok,1943,Nezistený,1,3.2,Nezistený,11.7,8,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A21000,2732A10700,1113726,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M6118,cesta I. triedy,77,77_010 Most cez miestny potok v obci Podolínec,10,49.262731716,20.542009552,567.612999,dosková,prefabrikovaný železobetón,36.0,84.0,255.0,podľa tabuliek,Vodný tok,1985,Nezistený,1,8.25,Nezistený,15,11,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A21200,2732A11300,1113728,Prešov,2,2,2,2,2,2,2,2,4,4,3,3,3
M1218,cesta I. triedy,77,77_012 Most nad železničnou traťou za obcou Podolínec,12,49.27387136,20.563166575,578.016,klenbová,monolitický železobetón,11.0,38.0,0.0,odhadom,Železnica,1963,Nezistený,1,8.2,Nezistený,10.85,9.95,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A11300,2732A03200,220842,Prešov,4,4,4,4,4,5,5,7,7,7,7,7,7
M2956,cesta I. triedy,77,77_014 Most cez potok Ružbašanka v obci Nižné Ružbachy,14,49.283157269,20.577168626,561.653749,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1951,Nezistený,1,12.1,Nezistený,9.18,7.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A01600,2732A09600,4478,Prešov,2,2,2,2,2,2,2,2,2,3,3,3,3
M6730,cesta I. triedy,77,77_015 Most nad železnicou za obcou Nižné Ružbachy,15,49.286915307,20.586838079,569.263749,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,statický výpočet,Železnica,1963,Nezistený,1,10,Nezistený,9.65,8.65,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A09800,2732A09900,220803,Prešov,2,2,2,2,2,2,2,2,2,4,4,4,4
M3146,cesta I. triedy,77,77_016 Most cez horský potok za obcou Nižné Ružbachy,16,49.286533741,20.588427709,561.618,klenbová,monolitický prostý betón,26.0,65.0,160.0,odhadom,Vodný tok,1963,Nezistený,1,4.45,Nezistený,7.6,7.6,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A09800,2732A09900,220803,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M7428,cesta I. triedy,77,"77_019 Most cez Lackovský potok, k.ú. Lacková",19,49.298886734,20.601102238,544.031749,dosková,prefabrikovaný železobetón,38.0,87.0,285.0,podľa tabuliek,Vodný tok,1961,Nezistený,1,4.1,Nezistený,9.5,9.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A09900,2732A01700,220804,Prešov,3,3,3,3,3,3,3,3,6,6,6,6,6
M3742,cesta I. triedy,77,77_021 Most cez potok Čierny v obci Hniezdne,21,49.302965195,20.638719222,537.00675,dosková,prefabrikovaný predpätý betón,25.0,63.0,154.0,odhadom,Vodný tok,1951,Nezistený,1,12,Nezistený,9.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A07800,2732A07900,218640,Prešov,4,4,4,4,5,5,5,5,5,5,3,3,3
M3542,cesta I. triedy,77,77_022 Most cez potok Veľký Lipník za obcou Hniezdne,22,49.306632839,20.661718614,531.71275,trámová,prefabrikovaný predpätý betón,18.0,36.0,74.0,podľa tabuliek,Vodný tok,1961,Nezistený,1,17,Nezistený,10.5,9.1,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A00202,2732A20800,5192,Prešov,6,6,2,2,2,2,2,3,3,3,4,4,4
M4930,cesta I. triedy,77,77_023 Most cez potok Malý Lipník za obcou Hniezdne,23,49.30809295,20.671528298,530.891749,dosková,prefabrikovaný železobetón,35.0,87.0,267.0,podľa tabuliek,Vodný tok,1961,Nezistený,1,7,Nezistený,8.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A20800,2741A27200,1048579,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4
M1125,cesta I. triedy,77,77_024 Most cez potok Korbač za obcou Hniezdne,24,49.309760487,20.681258378,532.938999,klenbová,monolitický prostý betón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,1943,Nezistený,1,4,Nezistený,8,8,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A00300,2741A00100,5193,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M1384,cesta I. triedy,77,Nezistený,25,49.282770648,20.898389731,487.1815,klenbová,monolitický prostý betón,31.0,77.0,190.0,odhadom,Vodný tok,1958,Nezistený,1,6.15,Nezistený,8.7,8.7,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A01700,2741A01800,5151,Prešov,3,3,3,3,3,3,3,4,4,4,4,4,4
M4969,cesta I. triedy,77,77_026 Most cez bezmenný potok za obcou Orlov,26,49.284095311,20.90421246,486.114499,klenbová,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,1958,Nezistený,1,2.3,Nezistený,8.3,Nezistený,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A01700,2741A01800,5151,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5
M3205,cesta I. triedy,77,77_027 Most cez bezmenný potok za obcou Orlov,27,49.285482472,20.908267013,477.221,klenbová,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,1958,Nezistený,1,2.6,Nezistený,8.3,Nezistený,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A01700,2741A01800,5151,Prešov,3,3,3,3,3,3,3,4,4,4,5,5,5
M2742,cesta I. triedy,77,77_028 Most cez potok Rakovec v obci Čirč,28,49.289498866,20.911261023,475.571249,dosková,monolitický železobetón,24.0,53.0,211.0,podľa tabuliek,Vodný tok,1958,Nezistený,2,25.1,Nezistený,8.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A01700,2741A01800,5151,Prešov,2,2,2,2,2,2,2,3,3,3,4,4,4
M784,cesta I. triedy,77,77_029 Most cez potok Chotárny pred obcou Ruská Voľa,29,49.297211501,20.93548149,501.27,dosková,monolitický železobetón,23.0,59.0,144.0,odhadom,Vodný tok,1958,Nezistený,1,7.7,Nezistený,8,Nezistený,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A06301,2741A23200,5131,Prešov,4,4,4,4,4,4,4,5,5,5,5,6,6
M3514,cesta I. triedy,77,"77_030 Most cez potok Kostolný, k.ú. Ruská Voľa",30,49.301320527,20.945330861,526.38,dosková,monolitický železobetón,26.0,66.0,162.0,odhadom,Vodný tok,1958,Nezistený,1,4.6,Nezistený,8,8,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A23200,2741A02200,220831,Prešov,3,3,3,3,3,3,3,5,5,5,5,5,5
M1480,cesta I. triedy,77,77_031 Most cez miestny potok v obci Obručné,31,49.306933489,20.983272357,642.212499,dosková,prefabrikovaný železobetón,20.0,40.0,137.0,podľa tabuliek,Vodný tok,1969,STN 73 6203,1,8.8,Nezistený,7.9,6.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A02200,2741B00200,5129,Prešov,6,6,2,2,2,2,2,3,3,4,4,4,4
M622,cesta I. triedy,77,"77_031A Most cez potok Podrožný, k.ú. Obručné",031A,49.299331347,20.986451025,645.8325,klenbová,monolitický železobetón,28.0,70.0,172.0,odhadom,Vodný tok,1969,Nezistený,1,3.1,Nezistený,8.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A02200,2741B00200,5129,Prešov,3,3,3,3,3,3,3,4,4,4,4,4,4
M2196,cesta I. triedy,77,77 _032 most cez Podružný potok za obcou Obručné,32,49.303456983,20.995940356,566.684999,dosková,monolitický železobetón,24.0,62.0,152.0,odhadom,Vodný tok,1969,Nezistený,1,4.6,Nezistený,8.9,8.9,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2741B00200,2742A05500,5600,Prešov,4,5,5,5,5,5,5,5,5,5,5,6,6
M5979,cesta I. triedy,77,77_034 Most cez miestny potok pred obcou Lenartov,34,49.305456679,21.00683157,522.671,dosková,monolitický železobetón,26.0,41.0,101.0,odhadom,Vodný tok,1969,Nezistený,1,2.65,Nezistený,7.8,6.6,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2741B00200,2742A05500,5600,Prešov,3,3,3,3,4,4,4,4,4,4,4,5,5
M485,cesta I. triedy,77,77-035 Most cez Večný potok pred obcou Lenartov,35,49.30702,21.01068,501.07,trámová,prefabrikovaný predpätý betón,24.0,54.0,0.0,odhadom,Vodný tok,1969,Nezistený,1,13.25,Nezistený,7.35,6,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2742A05500,2742A05600,320651,Prešov,5,5,5,5,5,5,5,5,6,6,7,7,7
M7626,cesta I. triedy,77,77_036 Most cez Rybný potok v obci Malcov,36,49.304993622,21.061639473,406.62475,dosková,monolitický železobetón,24.0,61.0,150.0,odhadom,Vodný tok,1949,Nezistený,1,11.15,Nezistený,14.6,10.6,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2742A36500,2742A36600,1333542,Prešov,4,4,4,4,4,4,4,4,4,4,4,5,5
M6517,cesta I. triedy,77,77_037 Most cez Večný potok za obcou Malcov,37,49.30955772,21.072693446,391.032749,trámová,prefabrikovaný predpätý betón,24.0,51.0,120.0,podľa tabuliek,Vodný tok,1965,Nezistený,2,33,Nezistený,9.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2742A00202,2742A00300,5601,Prešov,4,4,4,4,4,4,5,5,5,5,5,6,6
M1705,cesta I. triedy,77,77_038 Most cez potok Vesna za obcou Malcov,38,49.31683,21.07883,382.71,dosková,monolitický železobetón,23.0,58.0,141.0,odhadom,Vodný tok,1958,Nezistený,2,29.9,Nezistený,9.1,7.1,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2742A00300,2742A06600,5603,Prešov,5,5,5,5,5,5,5,5,5,5,5,5,5
M1341,cesta I. triedy,77,77-039 Most cez miestny potok pred obcou Gerlachov,39,49.319124442,21.091202603,370.581,dosková,monolitický železobetón,26.0,36.0,88.0,odhadom,Vodný tok,1932,Nezistený,1,4.7,Nezistený,8.8,7.7,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2742A00300,2742A06600,5603,Prešov,5,5,5,5,4,4,4,4,4,4,4,4,5
M4978,cesta I. triedy,77,77_041 Most cez miestny potok v obci Gerlachov,41,49.320627691,21.110294625,358.41,dosková,monolitický železobetón,26.0,42.0,316.0,podľa tabuliek,Vodný tok,1957,Nezistený,1,4.3,Nezistený,9,8.1,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2742A06800,2742A06900,320664,Prešov,3,3,3,3,3,3,4,4,4,4,4,4,4
M7209,cesta I. triedy,77,77_042 Most cez potok Lipovec v obci Kružľov,42,49.321750022,21.136091126,340.8175,dosková,monolitický železobetón,20.0,51.0,135.0,odhadom,Vodný tok,1953,Nezistený,1,6.7,Nezistený,8.75,8,Nezistený,Nezistený,STAT,SSC - IVSC KE,Bardejov,2742A06400,2742A00501,320660,Prešov,3,3,3,3,3,3,5,5,5,5,5,5,5
