Správca CK,Trieda CK,Číslo CK,Evidenčné číslo mosta,Usek,ID mosta,Názov mosta,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,LongitudeE,LatitudeN,Vlastník CK,KRAJ,OKRES,PORADIE,POKRAC
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,23,2054,M6782,75_023 Most cez potok v obci Kolta,1950,,1.0,3.3,,7.6,5.7,,,Dobrý,dosková,monolitický železobetón,13.0,22.0,164.0,porovnávací výpočet,Vodný tok,18.413369559,48.017134539,Štát,Nitriansky kraj,Nové Zámky,9.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,26,2051,M6613,75_026 Most cez jarok pred obcou Čaka,1956,,1.0,5.0,,8.8,7.8,,,Uspokojivý,dosková,monolitický železobetón,21.0,28.0,268.0,porovnávací výpočet,Vodný tok,18.452287487,48.03267208,Štát,Nitriansky kraj,Levice,11.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,27,2033,M2002,"75_027 Most cez Bardoňovský potok, k.ú. Čaka",1964,,1.0,4.7,,9.5,8.4,,,Dobrý,dosková,monolitický železobetón,27.0,59.0,280.0,porovnávací výpočet,Vodný tok,18.466871841,48.038053158,Štát,Nitriansky kraj,Levice,12.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,28,2029,M7606,"75_028 Most cez potok Malianka, k.ú. Tekovské Lužany",1957,,1.0,3.0,,9.5,9.5,,,Dobrý,dosková,monolitický železobetón,26.0,60.0,280.0,porovnávací výpočet,Vodný tok,18.530056898,48.078314522,Štát,Nitriansky kraj,Levice,14.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,29,2023,M5549,"75_029 Most cez potok Lužianka, k.ú. Tekovské Lužany",1950,,1.0,5.1,,9.4,7.7,,,Uspokojivý,trámová,monolitický železobetón,11.0,20.0,98.0,porovnávací výpočet,Vodný tok,18.544656628,48.096999218,Štát,Nitriansky kraj,Levice,15.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,31,2022,M4057,"75_031 Most cez potok Vrbovec, k.ú. Tekovské Lužany",1942,,1.0,4.6,,6.75,5.95,,,Dobrý,dosková,monolitický železobetón,16.0,38.0,224.0,porovnávací výpočet,Vodný tok,18.591370556,48.096914404,Štát,Nitriansky kraj,Levice,16.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,032A,2008,M5915,,1989,,1.0,8.26,,15.0,14.0,,,Veľmi dobrý,trámová,prefabrikovaný železobetón,36.0,75.0,261.0,projektovaná,Vodný tok,18.638306316,48.119564269,Štát,Nitriansky kraj,Levice,17.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,32,2008,M7500,75_032 Most cez rieku Hron v k.ú. obce Šárovce,1989,,4.0,183.66,,11.5,11.5,,,Dobrý,trámová,prefabrikovaný predpätý betón,35.0,164.0,222.0,projektovaná,Vodný tok,18.631026029,48.117049187,Štát,Nitriansky kraj,Levice,17.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,33,2273,M1181,"75_033 Most cez potok Podlužianka, k.ú. Jur nad Hronom",1941,,1.0,8.05,,9.5,8.5,,,Dobrý,trámová,monolitický železobetón,17.0,26.0,126.0,porovnávací výpočet,Vodný tok,18.658193374,48.122843467,Štát,Nitriansky kraj,Levice,18.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,34,2273,M2050,"75_034 Most cez potok Teller, k.ú. Hontianska Vrbica",1972,,1.0,5.0,,9.5,8.5,,,Dobrý,trámová,prefabrikovaný predpätý betón,26.0,48.0,210.0,porovnávací výpočet,Vodný tok,18.661207805,48.123273978,Štát,Nitriansky kraj,Levice,18.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,35,2273,M235,75_035 Most cez potok Sikenica v k.ú. obce Hontianska Vrbica,1972,,1.0,20.6,,10.6,9.6,,,Dobrý,trámová,prefabrikovaný predpätý betón,28.0,50.0,119.0,porovnávací výpočet,Vodný tok,18.680444026,48.124964156,Štát,Nitriansky kraj,Levice,18.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,36,2273,M4947,75_036 Most cez potok Perec v k.ú. obce Hontianska Vrbica,1972,,1.0,14.0,,10.75,8.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,36.0,60.0,210.0,porovnávací výpočet,Vodný tok,18.693054399,48.124013837,Štát,Nitriansky kraj,Levice,18.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,38,2275,M1782,75_038 Most cez potok Búr v k.ú. obce Demandice,1972,,1.0,18.5,,9.7,8.6,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,10.0,62.0,155.0,podľa tabuliek,Vodný tok,18.779089037,48.125705426,Štát,Nitriansky kraj,Levice,19.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,37,2275,M3867,75_037 Most cez potok Kamenná v k.ú. obce Demandice,1972,,1.0,21.0,,11.0,8.5,,,Dobrý,dosková,prefabrikovaný predpätý betón,25.0,76.0,232.0,podľa tabuliek,Vodný tok,18.777213001,48.124795555,Štát,Nitriansky kraj,Levice,19.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,40,9052,M1338,75_040 Most cez jarok pred obcou Dolné Semerovce,1963,,1.0,7.3,,10.4,9.4,,,Dobrý,trámová,prefabrikovaný železobetón,17.0,32.0,150.0,porovnávací výpočet,Vodný tok,18.845040695,48.123511812,Štát,Nitriansky kraj,Levice,20.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,39,9052,M475,"75_039 Most cez lúčny jarok, Osada - Peres",1938,,1.0,2.5,,7.6,5.8,,,Uspokojivý,klenbová,tehla,12.0,38.0,224.0,porovnávací výpočet,Vodný tok,18.834348868,48.123379023,Štát,Nitriansky kraj,Levice,20.0,13.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,41,2284,M3887,75_041 Most cez potok Štiavnica v k.ú. obce Slatina,1946,,1.0,23.8,,9.0,8.0,,,Zlý,trámová,monolitický železobetón,35.0,80.0,180.0,porovnávací výpočet,Vodný tok,18.88652068,48.138102441,Štát,Nitriansky kraj,Levice,1.0,16.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,42,2284,M4840,75_042 Most nad železnicou v k.ú. obce Slatina,1946,,3.0,19.5,,7.6,5.6,,,Zlý,rámová,monolitický železobetón,20.0,44.0,145.0,porovnávací výpočet,Železnica,18.891829701,48.140372919,Štát,Nitriansky kraj,Levice,1.0,16.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,44,2292,M2124,75_044 Most cez potok Krupinica v k.ú. obce Plášťovce,1936,,1.0,23.4,,8.9,7.8,,,Uspokojivý,trámová,monolitický železobetón,18.0,20.0,65.0,porovnávací výpočet,Vodný tok,18.961593215,48.153522896,Štát,Nitriansky kraj,Levice,2.0,16.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,75,45,3243,M1163,"75_045 Most cez horský potok, k.ú. Plášťovce",1936,,1.0,3.0,,7.8,7.8,,,Uspokojivý,klenbová,monolitický železobetón,35.0,80.0,252.0,podľa tabuliek,Vodný tok,19.028202812,48.167469362,Štát,Nitriansky kraj,Levice,4.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,46,3248,M911,"75_046 Most cez jarok a hospodársky podjazd Opatovské Lazy, k.ú. Čelovce",1936,,1.0,3.3,,7.5,6.0,,,Dobrý,dosková,monolitický železobetón,22.0,39.0,304.0,odhadom,Účelová komunikácia,19.144711409,48.212243422,Štát,Banskobystrický kraj,Veľký Krtíš,7.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,47,3251,M5548,75_047 Most cez bezmenný potok a miestnu komunikáciu v obci Kosihovce,1936,,1.0,13.2,,7.17,6.5,,,Uspokojivý,trámová,monolitický železobetón,20.0,34.0,150.0,porovnávací výpočet,Vodný tok,19.198085323,48.185968706,Štát,Banskobystrický kraj,Veľký Krtíš,8.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,48,3252,M1997,75_048 Most cez potok Meď pri obci Čebovce,1936,,1.0,5.5,,8.5,7.6,,,Uspokojivý,trámová,monolitický železobetón,16.0,24.0,192.0,odhadom,Vodný tok,19.217306124,48.188301011,Štát,Banskobystrický kraj,Veľký Krtíš,9.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,51,7139,M2968,75_051 Most cez potok Príbelský v obci Dolné Plachtince,1937,,1.0,5.4,,8.5,,,,Dobrý,klenbová,monolitický prostý betón,50.0,130.0,303.0,odhadom,Vodný tok,19.305505804,48.200130524,Štát,Banskobystrický kraj,Veľký Krtíš,10.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,50,7139,M487,"75_050 Most cez Príbelský potok, k.ú. Príbelce",1937,,1.0,3.0,,8.0,7.2,,,Uspokojivý,klenbová,monolitický prostý betón,50.0,130.0,420.0,odhadom,Vodný tok,19.260341185,48.199078061,Štát,Banskobystrický kraj,Veľký Krtíš,10.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,49,7139,M6550,"75_049 Most cez potok Čebovský, k.ú. Čebovce",1937,,1.0,3.6,,8.0,8.0,,,Dobrý,klenbová,monolitický prostý betón,50.0,130.0,420.0,odhadom,Vodný tok,19.224993668,48.18779384,Štát,Banskobystrický kraj,Veľký Krtíš,10.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,52,7140,M3603,"75-052 Most cez potok Plachtinský, Dolné Plachtince",1938,,1.0,31.0,,7.4,5.4,,,Bezchybný,oblúková,monolitický železobetón,12.0,17.0,71.0,odhadom,Vodný tok,19.310797722,48.202945713,Štát,Banskobystrický kraj,Veľký Krtíš,11.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,53,3802,M4167,"75_053 Most cez potok Krtíš, k.ú. Veľký Krtíš",2006,,0.0,10.69,,17.0,15.0,,,Bezchybný,trámová,prefabrikovaný predpätý betón,32.0,80.0,280.0,projektovaná,,19.337716117,48.214964986,Štát,Banskobystrický kraj,Veľký Krtíš,12.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,54,3816,M5303,"75_054 Most cez Suchý jarok, k.ú. Veľký Krtíš",1931,,1.0,3.8,,8.2,8.2,,,Uspokojivý,dosková,monolitický železobetón,6.0,18.0,53.0,porovnávací výpočet,Vodný tok,19.358916964,48.211732673,Štát,Banskobystrický kraj,Veľký Krtíš,13.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,57,7128,M1069,"75_057 Most cez zátopové územie, k.ú. Pôtor",1929,,1.0,4.0,,8.0,8.0,,,Dobrý,dosková,monolitický železobetón,12.0,24.0,177.0,odhadom,Záplavové územie,19.417760556,48.230905637,Štát,Banskobystrický kraj,Veľký Krtíš,15.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,55,7128,M5971,75_055 Most cez potok Koprovnica pri obci Pôtor,1952,,1.0,11.6,,9.0,8.25,,,Veľmi dobrý,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,odhadom,Vodný tok,19.416620144,48.229533052,Štát,Banskobystrický kraj,Veľký Krtíš,15.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,56,7128,M7245,"75_056 Most cez zátopové územie, k.ú. Pôtor",1950,,1.0,4.0,,8.0,8.0,,,Dobrý,dosková,monolitický železobetón,21.0,48.0,285.0,odhadom,Záplavové územie,19.417304912,48.230358496,Štát,Banskobystrický kraj,Veľký Krtíš,15.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,60,3811,M427,"75_060 Most cez potok Veľká rieka (Tisovník), k.ú. Slovenské Kľačany",1974,,1.0,22.0,,11.5,10.5,,,Veľmi dobrý,trámová,prefabrikovaný predpätý betón,35.0,101.0,269.0,odhadom,Vodný tok,19.447392965,48.267676671,Štát,Banskobystrický kraj,Veľký Krtíš,16.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,58,3811,M5550,"75_058 Most cez jarok, k.ú. Slovenské Kľačany",1936,,1.0,2.2,,8.0,,,,Dobrý,dosková,monolitický železobetón,11.0,33.0,92.0,odhadom,Vodný tok,19.431970325,48.263788539,Štát,Banskobystrický kraj,Veľký Krtíš,16.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,59,3811,M7657,75-059 most cez járok pri obci Slovenské Kľačany,1938,,1.0,2.7,,8.0,,,,Zlý,dosková,monolitický železobetón,8.0,19.0,45.0,odhadom,Záplavové územie,19.440774383,48.264656136,Štát,Banskobystrický kraj,Veľký Krtíš,16.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,61,3797,M5727,75_061 Most cez bezmenný potok pri obci Slovenské Kľačany,1938,,1.0,3.0,,7.85,7.75,,,Uspokojivý,dosková,monolitický železobetón,33.0,54.0,278.0,porovnávací výpočet,Záplavové územie,19.453896991,48.271644883,Štát,Banskobystrický kraj,Veľký Krtíš,17.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,63,9390,M2457,"75_063 Most cez potok Pravica, k.ú. Závada",1949,,1.0,7.5,,8.8,8.2,,,Uspokojivý,dosková,monolitický železobetón,26.0,33.0,206.0,odhadom,Vodný tok,19.485595929,48.287840392,Štát,Banskobystrický kraj,Veľký Krtíš,18.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,62,9390,M7052,"75_062 Most cez Chrtiansky potok, k.ú. Chrťany",1938,,1.0,4.0,,7.4,7.4,,,Dobrý,klenbová,monolitický prostý betón,50.0,130.0,420.0,odhadom,Vodný tok,19.473943872,48.275540024,Štát,Banskobystrický kraj,Veľký Krtíš,18.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,64,3794,M2852,75_064 Most cez potok Branica v obci Závada,1938,,1.0,4.6,,8.3,8.0,,,Dobrý,dosková,monolitický železobetón,12.0,18.0,133.0,odhadom,Vodný tok,19.487722655,48.289847023,Štát,Banskobystrický kraj,Veľký Krtíš,19.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,66,3795,M4829,75_066 Most cez potok Ľuboriečka v obci Ľuboreč,1936,,1.0,12.15,,7.79,6.0,,,Uspokojivý,trámová,monolitický železobetón,14.0,22.0,70.0,odhadom,Vodný tok,19.5166118,48.307618521,Štát,Banskobystrický kraj,Lučenec,20.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,67,3795,M5674,75_067 Most cez Velický potok za obcou Ľuboreč,1932,,1.0,4.8,,7.3,7.3,,,Dobrý,klenbová,monolitický prostý betón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,19.52766775,48.321725671,Štát,Banskobystrický kraj,Lučenec,20.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,65,3795,M6781,75_065 Most cez potok Riečka pred obcou Ľuboreč,1950,,1.0,7.15,,9.0,8.0,,,Dobrý,dosková,monolitický železobetón,24.0,49.0,199.0,podľa tabuliek,Vodný tok,19.507791461,48.298052864,Štát,Banskobystrický kraj,Lučenec,20.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,69,3783,M6537,75_069 Most cez potok Maškovský pri obci Mašková,1950,,1.0,6.0,,9.0,8.0,,,Uspokojivý,dosková,monolitický železobetón,24.0,25.0,128.0,podľa tabuliek,Vodný tok,19.558828921,48.343274278,Štát,Banskobystrický kraj,Lučenec,22.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,70,3784,M2972,75_070 Most cez Tuhovský potok pri obci Ľadovo,1951,,1.0,8.0,,9.05,8.05,,,Dobrý,dosková,monolitický železobetón,32.0,49.0,199.0,podľa tabuliek,Vodný tok,19.618125686,48.337406266,Štát,Banskobystrický kraj,Lučenec,24.0,16.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,73,3883,M4077,"Most nad miestnou komunikáciou, ul. Záhradnícka v meste Lučenec, časť Opatová",1995,,4.0,104.65,,13.0,13.0,,,Veľmi dobrý,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Miestna komunikácia,19.680268966,48.340427987,Štát,Banskobystrický kraj,Lučenec,2.0,19.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,72,3883,M4233,"75_072 Most cez Krivánsky potok v meste Lučenec, časť Opatová",1982,,3.0,16.5,,15.5,14.5,,,Dobrý,rámová,monolitický železobetón,32.0,61.0,241.0,odhadom,Vodný tok,19.676201813,48.336606691,Štát,Banskobystrický kraj,Lučenec,2.0,19.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,75,71,3883,M4698,75_071 Most nad železničnou traťou v meste Lučenec,1982,,7.0,251.06,,15.5,14.5,,,Dobrý,trámová,prefabrikovaný predpätý betón,24.0,109.0,168.0,projektovaná,Železnica,19.672630854,48.332719267,Štát,Banskobystrický kraj,Lučenec,2.0,19.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,2,9195,M7190,76_002 Most cez odpadový kanál za Štúrovom,1969,,1.0,8.0,,9.9,8.9,,,Dobrý,dosková,prefabrikovaný železobetón,47.0,105.0,295.0,porovnávací výpočet,Kanál,18.704695907,47.809535819,Štát,Nitriansky kraj,Nové Zámky,2.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,6,2216,M1321,76_006 Most cez kanál Paríž za obcou Kamenný Most,1950,,1.0,8.8,,9.0,8.0,,,Dobrý,dosková,monolitický železobetón,27.0,46.0,142.0,porovnávací výpočet,Kanál,18.635696402,47.863197493,Štát,Nitriansky kraj,Nové Zámky,3.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,4,2216,M4811,76_004 Most cez odpadový kanál za Štúrovom,1970,,1.0,3.0,,9.0,8.0,,,Dobrý,dosková,prefabrikovaný železobetón,22.0,67.0,574.0,porovnávací výpočet,Kanál,18.692129073,47.818773562,Štát,Nitriansky kraj,Nové Zámky,3.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,8,2094,M1435,76_008 Most cez kanál za obcou Kamenný Most,1924,,1.0,2.3,,8.1,8.1,,,Dobrý,dosková,monolitický železobetón,13.0,43.0,172.0,porovnávací výpočet,Kanál,18.638888625,47.874336374,Štát,Nitriansky kraj,Nové Zámky,4.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,10,2089,M40,76_010 Most cez potok za obcou Kamenín,1966,,1.0,5.8,,10.2,8.0,,,Uspokojivý,klenbová,monolitický železobetón,58.0,96.0,235.0,porovnávací výpočet,Vodný tok,18.634524065,47.903774794,Štát,Nitriansky kraj,Nové Zámky,5.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,9,2089,M469,76_009 Most nad železnicou za obcou Kamenín,1960,,3.0,30.5,,11.0,8.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,56.0,94.0,440.0,porovnávací výpočet,Železnica,18.635156722,47.902714541,Štát,Nitriansky kraj,Nové Zámky,5.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,11,2089,M503,76_011 Most cez potok v obci Bíňa,1908,,1.0,3.4,,6.0,6.0,,,Zlý,klenbová,monolitický prostý betón,30.0,78.0,174.0,porovnávací výpočet,Vodný tok,18.639693552,47.914641428,Štát,Nitriansky kraj,Nové Zámky,5.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,12,2074,M2045,76_012 Most cez potok za obcou Bíňa,1949,,1.0,9.0,,8.3,7.5,,,Dobrý,trámová,monolitický železobetón,20.0,26.0,60.0,porovnávací výpočet,Vodný tok,18.641290527,47.928523044,Štát,Nitriansky kraj,Nové Zámky,6.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,13,2073,M5365,76_013 Most cez Jarok v obci Čata,1961,,1.0,3.65,,9.0,6.0,,,Zlý,klenbová,monolitický prostý betón,13.0,37.0,80.0,porovnávací výpočet,Vodný tok,18.648947129,47.949264491,Štát,Nitriansky kraj,Levice,7.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,15,2073,M7469,76_015 Most cez potok Nýrica v k.ú. obce Pohronský Ruskov,1960,,1.0,5.6,,10.0,8.0,,,Zlý,dosková,monolitický železobetón,14.0,27.0,140.0,porovnávací výpočet,Vodný tok,18.652039631,47.966643821,Štát,Nitriansky kraj,Levice,7.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,18,2067,M2750,76_018 Most cez jarok v k.ú. obce Domaša,1947,,1.0,3.0,,10.0,9.5,,,Uspokojivý,dosková,monolitický železobetón,6.0,33.0,287.0,podľa tabuliek,Vodný tok,18.654633189,48.008657711,Štát,Nitriansky kraj,Levice,8.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,19,2067,M830,76_019 Most cez jarok pred obcou Vozokany nad Hronom,1961,,1.0,5.55,,9.0,8.2,,,Uspokojivý,trámová,prefabrikovaný železobetón,27.0,52.0,100.0,porovnávací výpočet,Vodný tok,18.655765907,48.010526937,Štát,Nitriansky kraj,Levice,8.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,20,2040,M1592,76_020 Most cez potok Vrbovec v obci Želiezovce,1986,,1.0,11.1,,16.5,11.5,,,Dobrý,dosková,prefabrikovaný predpätý betón,48.0,126.0,364.0,podľa tabuliek,Vodný tok,18.654753468,48.04668382,Štát,Nitriansky kraj,Levice,9.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,21,2035,M1806,76_021 Most cez jarok pred obcou Svodov,1895,,1.0,2.1,,7.25,7.25,,,Dobrý,klenbová,kameň,26.0,67.0,280.0,porovnávací výpočet,Vodný tok,18.647058704,48.085078377,Štát,Nitriansky kraj,Levice,2.0,4.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,23,1972,M6563,76_023 Most cez jarok v obci Kalná nad Hronom,1952,,1.0,4.15,,9.3,8.4,,,Dobrý,dosková,monolitický železobetón,26.0,40.0,238.0,porovnávací výpočet,Vodný tok,18.51531125,48.195107993,Štát,Nitriansky kraj,Levice,8.0,4.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,24,1969,M3124,76_24 Most nad železnicou a cestou I/51 v Kalnej nadHronom,1984,,4.0,103.04,,16.8,13.0,,,Dobrý,dosková,prefabrikovaný predpätý betón,35.0,101.0,358.0,porovnávací výpočet,Železnica,18.510774365,48.204804712,Štát,Nitriansky kraj,Levice,1.0,7.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,25,1969,M641,76_025 Most cez inundáciu v kat. Kalná nad Hronom,1985,,3.0,7.2,,8.3,8.3,,,Dobrý,rámová,prefabrikovaný železobetón,27.0,50.0,180.0,podľa tabuliek,Záplavové územie,18.512820138,48.20930999,Štát,Nitriansky kraj,Levice,1.0,7.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,27,1962,M1591,76_027 Most cez jarok za obcou Nový Tekov,1925,,1.0,5.0,,8.9,8.0,,,Dobrý,trámová,monolitický železobetón,18.0,29.0,140.0,porovnávací výpočet,Vodný tok,18.512752081,48.262920293,Štát,Nitriansky kraj,Levice,2.0,7.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,26,1962,M497,76_026 Most cez jarok v obci Nový Tekov,1925,,1.0,3.25,,9.5,8.5,,,Dobrý,dosková,monolitický železobetón,26.0,49.0,252.0,porovnávací výpočet,Vodný tok,18.516748742,48.248032203,Štát,Nitriansky kraj,Levice,2.0,7.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,76,28,1893,M564,76_028 Most cez jarok v k.ú. obce Malé Kozmálovce,1942,,1.0,3.0,,13.0,12.0,,,Dobrý,dosková,monolitický železobetón,26.0,60.0,280.0,porovnávací výpočet,Vodný tok,18.520958036,48.279834393,Štát,Nitriansky kraj,Levice,3.0,7.0
