ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M5446,cesta III. triedy,2058,Dilatačný celok,Nezistený,M5446.01,8,49.329336988,18.703089703,510.517749,dosková,monolitický železobetón,10,24,152,podľa tabuliek,Vodný tok,1945,Nezistený,1,5.1,Nezistený,5,5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A26400,2631A05300,327892,1851,7.162,7.201,21,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M189,cesta III. triedy,1885,Dilatačný celok,Most cez Lavičkový potok v obci Trenčianske Biskupice,M189.01,2,48.869275287,18.01960996,207.492499,dosková,prefabrikovaný železobetón,56,99,304,podľa tabuliek,Vodný tok,1974,Nezistený,1,9,Nezistený,8,7,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3521A56400,3521A49200,124714,146,Nezistený,1.385,6,Trenčín,4,4,4,4,5,5,5,5,6,6,6,6,6.0
M6666,cesta III. triedy,1885,Dilatačný celok,Most cez Soblahovský potok v obci Trenčianska Turná,M6666.01,3,48.862874477,18.01766472,209.483999,trámová,oceľ -  plnostenná,8,15,26,odhadom,Vodný tok,1928,Nezistený,1,4.9,Nezistený,8.3,7.8,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3521A49200,3521A49300,383704,10,Nezistený,2.262,7,Trenčín,3,3,3,3,4,4,4,4,5,5,5,5,5.0
M3433,cesta III. triedy,1885,Dilatačný celok,Most cez potok Belá pred obcou Mníchova Lehota,M3433.01,5,48.843904126,18.05830012,243.133,dosková,monolitický železobetón,11,25,42,odhadom,Vodný tok,1946,Nezistený,1,4.1,Nezistený,7.8,7.8,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3523A23300,3523A23400,382532,71,Nezistený,6.853,29,Trenčín,2,2,2,2,4,4,4,4,4,4,4,4,4.0
M5604,cesta III. triedy,1885,Dilatačný celok,Most cez potok Belá v obci Mníchova Lehota,M5604.01,6,48.841170099,18.058585915,246.013749,dosková,prefabrikovaný železobetón,37,91,323,podľa tabuliek,Vodný tok,1967,Nezistený,1,5.6,Nezistený,7.7,6.9,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3523A23300,3523A23400,382532,391,Nezistený,7.173,29,Trenčín,4,4,4,4,5,5,5,5,6,6,6,6,6.0
M6047,cesta III. triedy,1885,Dilatačný celok,Most cez potok Belá v obci Mníchova Lehota,M6047.01,7,48.837509478,18.06021331,251.183999,dosková,monolitický železobetón,7,17,28,odhadom,Vodný tok,1950,Nezistený,1,4.9,Nezistený,7.6,6.5,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3523A23800,3523A23900,382537,5,Nezistený,7.621,35,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M1412,cesta III. triedy,1885,Dilatačný celok,Most cez potok Belá v obci Mníchova Lehota,M1412.01,8,48.833574165,18.061392104,258.621499,trámová,oceľ -  plnostenná,8,14,24,odhadom,Vodný tok,1948,Nezistený,1,2.6,Nezistený,6.2,5,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3523A24300,3523A24400,382542,92,Nezistený,8.088,37,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M1235,cesta III. triedy,1980,Dilatačný celok,Most v obci Besné / Juracovci /,M1235.01,1,49.214444606,18.36222517,362.437999,trámová,monolitický železobetón,10,29,123,odhadom,Vodný tok,1946,Nezistený,1,9.6,Nezistený,5.4,4.5,Nezistený,51.84,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,lúč,2542A36601,2542A36602,1299784,2,Nezistený,0.962,3,Trenčín,4,4,4,4,4,4,5,5,5,5,5,5,5.0
M5962,cesta III. triedy,1980,Dilatačný celok,Most v obci Besné,M5962.01,2,49.219826969,18.368316016,396.90425,trámová,prefabrikovaný železobetón,13,20,98,odhadom,Vodný tok,1964,Nezistený,1,4.3,Nezistený,5.64,4.6,Nezistený,24.25,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A36602,2542A02000,1299785,576,Nezistený,1.72,4,Trenčín,4,4,4,4,4,4,6,6,6,6,6,6,6.0
M7010,cesta III. triedy,1886,Dilatačný celok,Most cez potok Súčanka za obcou Horná Súča,M7010.01,1,48.980112551,17.966119618,330.83925,dosková,prefabrikovaný predpätý betón,20,139,221,podľa tabuliek,Vodný tok,1967,Nezistený,1,9.6,Nezistený,7.8,6.5,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3512A02803,3512A08100,389101,58,Nezistený,0.088,3,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5,6.0
M6218,cesta III. triedy,1888,Dilatačný celok,Most cez potok v obci Horná Súča,M6218.01,1,48.97324672,17.980931003,313.198499,trámová,oceľ -  plnostenná,16,19,32,odhadom,Vodný tok,1965,Nezistený,1,4.5,Nezistený,7.3,6.7,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3512A02100,3512A16000,7376,49,Nezistený,0.049,1,Trenčín,3,3,3,3,4,4,4,4,5,5,5,5,6.0
M6545,cesta III. triedy,1889,Dilatačný celok,Most cez potok v obci Dolná Súča,M6545.01,1,48.95680812,18.026647117,279.069499,dosková,prefabrikovaný železobetón,20,67,222,podľa tabuliek,Vodný tok,1964,Nezistený,1,5.3,Nezistený,9.4,8.9,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,lúč,3521A28502,3521A28501,1380613,3,Nezistený,0.414,5,Trenčín,4,4,4,4,5,5,5,5,5,5,5,5,6.0
M5123,cesta III. triedy,1890,Dilatačný celok,Most cez potok pri obci Soblahov,M5123.01,2,48.850944927,18.062929601,248.7565,dosková,monolitický železobetón,10,21,35,odhadom,Vodný tok,1966,Nezistený,1,4.2,Nezistený,6.3,5.7,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3521F75200,3523A04500,1380657,557,Nezistený,0.878,4,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M7621,cesta III. triedy,1891,Dilatačný celok,Most cez Soblahovský potok v obci Soblahov,M7621.01,1,48.863711667,18.078136812,266.61125,dosková,prefabrikovaný železobetón,20,47,298,podľa tabuliek,Vodný tok,1967,Nezistený,1,2.8,Nezistený,7.6,6.7,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3521A05600,3521A34400,7863,19,Nezistený,0.019,1,Trenčín,2,2,2,2,3,3,3,3,4,4,4,4,4.0
M7128,cesta III. triedy,1892,Dilatačný celok,Most cez Turniansky potok v obci Trenčianska Turná,M7128.01,1,48.850450895,18.01763899,211.626999,dosková,monolitický železobetón,20,49,147,porovnávací výpočet,Vodný tok,1947,Nezistený,1,11.8,Nezistený,12.3,8,Nezistený,Nezistený,TN SK,SC TN SK - TN,Trenčín,oba smery trasy CK,medzikrižovatkový,3523A02303,3523A32000,391617,9,Nezistený,0.033,3,Trenčín,3,3,4,4,4,4,5,5,5,5,5,5,5.0
M3975,cesta III. triedy,1927,Dilatačný celok,Most v obci Podhorie / Slávnica /,M3975.01,2,49.015709512,18.157831979,267.008249,dosková,monolitický železobetón,9,25,187,podľa tabuliek,Vodný tok,1900,Nezistený,1,4.1,Nezistený,9.55,8.65,Nezistený,39.16,TN SK,SC TN SK - PB,Ilava,oba smery trasy CK,medzikrižovatkový,3521A07203,3521A07000,297754,2092,Nezistený,2.107,3,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M929,cesta III. triedy,1342,Dilatačný celok,Most na ceste III/5081 cez Dudváh v obci Košúty,M929.01,2,48.175031841,17.664651412,121.75625,dosková,prefabrikovaný železobetón,32,80,196,odhadom,Vodný tok,1992,Nezistený,3,35.77,Nezistený,11,7,Nezistený,Nezistený,TT SK,SUC TTSK - TT,Galanta,oba smery trasy CK,medzikrižovatkový,4512A23300,4511A04903,508949,74,3.157,3.65,3,Trnava,3,3,3,3,5,5,5,5,5,5,5,5,5.0
M4970,cesta III. triedy,1343,Dilatačný celok,Most cez potok Derňa Galanta-Únovce,M4970.01,1,48.19746723,17.749922007,116.983749,oblúková,oceľ -  plnostenná,50,60,100,odhadom,Vodný tok,1980,Nezistený,1,4.8,Nezistený,8.5,8,Nezistený,Nezistený,TT SK,SUC TTSK - TT,Galanta,oba smery trasy CK,medzikrižovatkový,4512A43300,4512A37801,910614,582,1.081,1.174,9,Trnava,1,1,1,1,4,4,4,4,2,2,2,2,2.0
M6592,cesta III. triedy,1344,Dilatačný celok,Most cez kanál za obcou Kajal,M6592.01,1,48.182434883,17.790563252,116.459,dosková,monolitický železobetón,40,50,80,odhadom,Kanál,1915,Nezistený,1,5,Nezistený,4.8,3.6,Nezistený,Nezistený,TT SK,SUC TTSK - TT,Galanta,oba smery trasy CK,medzikrižovatkový,4512A02104,4512A03200,1252220,47,0.157,0.1,2,Trnava,3,3,3,3,4,4,4,4,6,6,6,6,6.0
M1075,cesta III. triedy,1345,Dilatačný celok,Most nad R1 medzi obcami Váhovce a Dolná Streda,M1075.01,1,48.256613532,17.764858116,130.5285,trámová,prefabrikovaný predpätý betón,26,76,141,odhadom,Cestná komunikácia,1989,Nezistený,3,103.6,Nezistený,9.9,9.9,Nezistený,Nezistený,TT SK,SUC TTSK - TT,Galanta,oba smery trasy CK,medzikrižovatkový,4512A29401,4512A49800,509768,1018,9.203,9.105,18,Trnava,3,3,3,3,4,4,4,4,4,4,4,4,4.0
M418,cesta III. triedy,1366,Dilatačný celok,Most cez Šalský odpad v obci Žihárec,M418.01,3,48.079939375,17.871994625,111.845499,oblúková,oceľ -  plnostenná,34,76,127,odhadom,Kanál,1982,Nezistený,1,2.95,Nezistený,7.5,6,Nezistený,Nezistený,NR SK,RSUC NR - NZ,Šaľa,oba smery trasy CK,medzikrižovatkový,4514A36700,4514A38900,1378910,2181,9.806,10.28,48,Nitra,1,1,1,1,1,1,1,1,3,3,3,4,4.0
M4043,cesta III. triedy,1367,Dilatačný celok,Most cez odvodňovací kanál v obci Žihárec,M4043.01,1,48.067314362,17.863481275,110.144499,klenbová,tehla,50,60,100,odhadom,Kanál,1928,Nezistený,1,2.05,Nezistený,5.25,4,Nezistený,Nezistený,NR SK,RSUC NR - NZ,Šaľa,oba smery trasy CK,medzikrižovatkový,4514A38500,4514B00500,1378932,542,1.452,1.471,7,Nitra,3,3,3,3,3,3,3,3,3,3,3,4,4.0
M5219,cesta III. triedy,1367,Dilatačný celok,Most cez odvodňovací kanál medzi obcami Žihárec a Kráľov Brod,M5219.01,2,48.066604202,17.851914045,112.044999,trámová,monolitický železobetón,50,60,100,odhadom,Kanál,1928,Nezistený,1,4.1,Nezistený,6.3,6,Nezistený,Nezistený,NR SK,RSUC NR - NZ,Šaľa,oba smery trasy CK,medzikrižovatkový,4514A38500,4514B00500,1378932,1411,2.321,2.34,7,Nitra,3,3,3,3,3,3,3,3,5,5,5,6,6.0
M1699,cesta III. triedy,1368,Dilatačný celok,Most cez odvodňovací kanál Veča - Duslo Šaľa,M1699.01,1,48.178996445,17.914332134,115.6665,dosková,monolitický železobetón,50,60,100,odhadom,Kanál,1948,Nezistený,1,2.05,Nezistený,7.8,7.8,Nezistený,Nezistený,NR SK,RSUC NR - NZ,Šaľa,oba smery trasy CK,medzikrižovatkový,4514A31100,4512A09300,934282,1724,1.803,1.818,9,Nitra,2,2,2,2,2,2,2,2,5,5,5,6,6.0
M2705,cesta III. triedy,1368,Dilatačný celok,Most v kat. Močenok cez potok,M2705.01,2,48.19810631,17.936781249,121.494749,dosková,prefabrikovaný predpätý betón,50,84,386,odhadom,Kanál,1976,Nezistený,1,10.82,Nezistený,8,7,Nezistený,Nezistený,NR SK,RSUC NR - NR,Šaľa,oba smery trasy CK,medzikrižovatkový,4512A08100,4512A53100,253790,1297,4.537,4.552,12,Nitra,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M4312,cesta III. triedy,1504,Dilatačný celok,Most cez potok Danoc v obci Semerovo,M4312.01,1,48.007947199,18.360378019,143.048999,dosková,monolitický železobetón,14,43,378,porovnávací výpočet,Vodný tok,1952,Nezistený,1,3,Nezistený,7,6.4,Nezistený,Nezistený,NR SK,RSUC NR - NZ,Nové Zámky,oba smery trasy CK,medzikrižovatkový,4524A00400,4524A09400,2057,834,0.961,0.834,1,Nitra,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M7391,cesta III. triedy,1504,Dilatačný celok,Most cez potok v obci Čechy,M7391.01,2,48.034768687,18.371457375,157.626499,dosková,monolitický železobetón,19,46,294,porovnávací výpočet,Vodný tok,1960,Nezistený,1,4,Nezistený,8,7,Nezistený,Nezistený,NR SK,RSUC NR - NZ,Nové Zámky,oba smery trasy CK,medzikrižovatkový,4524A09800,4524A09901,416634,152,4.736,4.609,7,Nitra,2,2,2,2,2,2,2,2,3,3,3,3,3.0
M4501,cesta III. triedy,1559,Dilatačný celok,Most cez potok Kvetnianka v obci Plavé Vozokany,M4501.01,1,48.058484159,18.454609328,160.046,dosková,prefabrikovaný železobetón,34,93,359,podľa tabuliek,Vodný tok,1966,Nezistený,1,6,Nezistený,7.3,6.7,Nezistený,Nezistený,NR SK,RSUC NR - LV,Levice,oba smery trasy CK,medzikrižovatkový,4524A26500,4524A26600,470459,2121,2.499,2.506,2,Nitra,3,3,3,4,4,4,4,4,4,4,5,5,5.0
M699,cesta III. triedy,1562,Dilatačný celok,Most cez jarok - Tupá,M699.01,1,48.12050073,18.895997273,129.524,dosková,monolitický železobetón,26,59,350,porovnávací výpočet,Vodný tok,1948,Nezistený,1,3,Nezistený,7.2,7.2,Nezistený,21.6,NR SK,RSUC NR - LV,Levice,oba smery trasy CK,medzikrižovatkový,4613A16800,4613A16900,468672,253,2.628,2.613,2,Nitra,3,3,3,3,4,4,4,4,4,4,4,4,4.0
M4862,cesta III. triedy,2583,Dilatačný celok,508023-001 Most cez potok Plachtinský v obci Stredné Plachtince,M4862.01,1,48.2235,19.29437,216.64,dosková,prefabrikovaný predpätý betón,25,52,136,statický výpočet,Vodný tok,1966,Nezistený,1,17.1,19.6,9,6.5,176.988,161.057,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4612A14602,4612A14800,373964,71,Nezistený,2.709,4,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M532,cesta III. triedy,2583,Dilatačný celok,2583-2 Most cez  Čierny potok  v obci Stredné Plachtince (508023-002),M532.01,2,48.22771,19.29091,223.14,dosková,prefabrikovaný železobetón,25,26,125,statický výpočet,Vodný tok,1965,Nezistený,1,3.6,4.75,7.5,6.5,37.05,28.8,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4612A15100,4612A21401,373968,102,Nezistený,3.262,8,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4.0
M2916,cesta III. triedy,2583,Dilatačný celok,508023-003 Most cez Lúčny potok  na rozhraní obcí Stredné Plachtince a Horné Plachtince,M2916.01,3,48.232163559,19.285186918,238.60575,dosková,prefabrikovaný železobetón,19,52,311,odhadom,Vodný tok,1965,Nezistený,1,2.95,Nezistený,7.5,7,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4612A21402,4612A15200,1236776,307,Nezistený,3.916,10,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4.0
M7259,cesta III. triedy,2583,Dilatačný celok,508023-004 Most cez Horný potok v obci Horné Plachtince,M7259.01,4,48.238733978,19.282536941,245.140499,dosková,monolitický železobetón,14,17,107,odhadom,Vodný tok,1920,Nezistený,1,4,Nezistený,4.7,4.3,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4612A15400,4612A03000,373971,24,Nezistený,4.668,12,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M7463,cesta III. triedy,2585,Dilatačný celok,508025-001 Most cez Malostracinský potok v obci Malé Straciny,M7463.01,1,48.20949865,19.414433247,201.963499,dosková,prefabrikovaný železobetón,32,57,248,odhadom,Vodný tok,1963,Nezistený,1,7.05,Nezistený,8,6,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4621A00600,4621A24702,7129,2494,Nezistený,2.494,1,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4.0
M3006,cesta III. triedy,2585,Dilatačný celok,508025-003 Most cez potok Stracinský medzi obcami Malé Straciny a Veľké Straciny,M3006.01,3,48.20187782,19.404064783,198.37025,dosková,monolitický železobetón,35,90,369,odhadom,Vodný tok,1956,Nezistený,1,4.95,Nezistený,8.6,8.1,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,lúč,4621A02801,4621A02802,3821,33,Nezistený,3.906,6,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4.0
M1215,cesta III. triedy,2588,Dilatačný celok,508028-001 Most cez potok Stará rieka  pri obci Pôtor,M1215.01,1,48.236245528,19.41909068,207.22,dosková,monolitický železobetón,23,50,167,odhadom,Vodný tok,1959,Nezistený,1,13.1,Nezistený,7.4,6.2,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4621A15500,4621A15601,374192,108,0.141,0.217,2,Banská Bystrica,3,3,3,4,4,4,4,4,4,4,4,4,4.0
M6925,cesta III. triedy,2588,Dilatačný celok,2588-2 Most cez suché koryto Turianskeho potoka za obcou Pôtor,M6925.01,2,48.237115225,19.414705536,202.981499,dosková,monolitický železobetón,32,75,280,odhadom,Záplavové územie,1800,Nezistený,1,6.56,Nezistený,6,5,48.112,42.64,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4621A15602,4621A15900,374194,460,0.71,0.786,4,Banská Bystrica,6,6,6,6,6,6,6,6,6,6,6,6,6.0
M6991,cesta III. triedy,2589,Dilatačný celok,508029-001 Most cez potok Chrtianky v obci Chrťany,M6991.01,1,48.290866865,19.461127701,220.91425,klenbová,kameň,17,55,196,odhadom,Vodný tok,1906,Nezistený,2,5,Nezistený,4.8,4.6,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4621A12500,4621A12600,374152,1452,Nezistený,1.799,2,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4.0
M7157,cesta III. triedy,2590,Dilatačný celok,508030-001 Most cez potok Kakatka za obcou Závada,M7157.01,1,48.29508262,19.47773663,228.22675,dosková,monolitický železobetón,19,34,163,odhadom,Vodný tok,1952,Nezistený,1,7,Nezistený,6,5.7,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4621A12000,4621A12100,374147,492,0.948,0.92,4,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4,4.0
M7475,cesta III. triedy,2590,Dilatačný celok,508030-002 Most cez potok Kakatka v obci Pravica,M7475.01,2,48.314431367,19.458285512,278.6135,dosková,monolitický železobetón,27,45,205,odhadom,Vodný tok,1957,Nezistený,1,9.2,Nezistený,7.8,Nezistený,Nezistený,Nezistený,BB SK,BBRSC-STRED,Veľký Krtíš,oba smery trasy CK,medzikrižovatkový,4621A12000,4621A12100,374147,3217,3.673,3.645,4,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4,5.0
M1281,cesta III. triedy,2660,Dilatačný celok,508032-001_Most cez bezmenný potok v obci Mašková,M1281.01,1,48.336994764,19.561799709,211.368,dosková,monolitický železobetón,31,43,378,podľa tabuliek,Vodný tok,1959,A,1,3.03,Nezistený,7.4,5.9,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A01300,4621A06700,3789,708,Nezistený,0.708,1,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4.0
M4895,cesta III. triedy,2660,Dilatačný celok,508032-002_Most cez bezmenný potok v obci Mašková,M4895.01,2,48.33225543,19.564171093,208.141,rámová,prefabrikovaný železobetón,48,85,420,projektovaná,Vodný tok,1987,A,1,2.6,Nezistený,9.02,8.36,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,4621A06800,4621A02000,281156,135,Nezistený,1.265,3,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M5033,cesta III. triedy,2661,Dilatačný celok,508033-002_Most cez jarok pri Halič,M5033.01,2,48.36469773,19.55768151,270.3215,dosková,monolitický železobetón,11,17,135,odhadom,Vodný tok,1920,A,1,3,Nezistený,7.1,6.8,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A03700,3643A04000,3777,1250,Nezistený,2.766,12,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4,4.0
M6098,cesta III. triedy,2661,Dilatačný celok,508033-003_Most cez bezmenný potok v obci Polichno,M6098.01,3,48.405161072,19.49701497,595.227499,dosková,prefabrikovaný železobetón,34,58,420,projektovaná,Vodný tok,1970,A,1,4.56,Nezistený,9.1,6.6,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A25600,3643A25700,281361,55,Nezistený,9.595,14,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4.0
M6256,cesta III. triedy,2662,Dilatačný celok,508034-001_Most cez bezmenný potok v obci Lupoč,M6256.01,1,48.360018382,19.540343287,303.19925,dosková,prefabrikovaný železobetón,41,70,322,podľa tabuliek,Vodný tok,1968,Nezistený,1,4.9,Nezistený,12.5,10.3,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A26100,3643A26200,281366,14,Nezistený,1.099,3,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4.0
M5519,cesta III. triedy,2662,Dilatačný celok,508034-002_Most cez Dielenský potok v obci Lupoč,M5519.01,2,48.354175219,19.534993952,297.509749,klenbová,monolitický železobetón,6,23,98,podľa tabuliek,Vodný tok,1987,Nezistený,1,3.1,Nezistený,12,8.4,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A26200,3643A04100,281367,977,Nezistený,2.081,4,Banská Bystrica,4,4,4,5,5,5,5,5,5,5,5,5,5.0
M1105,cesta III. triedy,2662,Dilatačný celok,508034-003_Most cez bezmenný potok pri obci Praha,M1105.01,3,48.360689141,19.512916941,448.194499,rámová,prefabrikovaný železobetón,50,76,420,projektovaná,Vodný tok,1989,A,1,3.7,Nezistený,8.1,7.7,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A26200,3643A04100,281367,3529,Nezistený,4.633,4,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M3565,cesta III. triedy,2664,Dilatačný celok,508036-001_Most cez Tuhársky potok v obci Stará Halič,M3565.01,1,48.363981091,19.572950481,237.762749,dosková,prefabrikovaný predpätý betón,20,32,191,odhadom,Vodný tok,1954,A,1,8,Nezistený,7.1,6.2,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A22800,3643A03801,281133,114,Nezistený,2.051,7,Banská Bystrica,3,3,4,4,4,4,5,5,5,5,5,5,5.0
M2438,cesta III. triedy,2664,Dilatačný celok,508036-002_Most cez Budínsky potok pred obcou Lovinobaňa,M2438.01,2,48.429122579,19.584498702,232.994749,dosková,monolitický železobetón,25,41,185,podľa tabuliek,Vodný tok,1960,A,1,7,Nezistený,7.95,6.85,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A03100,3643A18400,6639,42,Nezistený,10.557,24,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M2813,cesta III. triedy,2664,Dilatačný celok,508036-004_Most cez Krivánsky potok v obci Lovinobaňa,M2813.01,4,48.434746051,19.585365558,226.266749,dosková,monolitický železobetón,22,30,164,odhadom,Vodný tok,1959,A,1,11.95,Nezistený,8.6,6.6,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A18400,3643A18500,281089,29,Nezistený,11.19,25,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,5,5.0
M4357,cesta III. triedy,2664,Dilatačný celok,508036-005_Most nad cestou č. 50 pri obci Lovinobaňa,M4357.01,5,48.436294331,19.586660209,236.694749,trámová,prefabrikovaný predpätý betón,50,130,308,odhadom,Cestná komunikácia,1974,A,3,47.46,Nezistený,9,6.5,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A18500,3643A18600,281090,116,Nezistený,11.363,26,Banská Bystrica,3,3,3,3,3,4,4,4,4,4,4,4,4.0
M154,cesta III. triedy,2665,Dilatačný celok,508037-001_Most cez Tuhársky potok pri obci Tuhár,M154.01,1,48.42437702,19.512281777,368.057499,rámová,prefabrikovaný železobetón,50,109,420,projektovaná,Vodný tok,1991,A,1,3.8,Nezistený,8.25,8,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A17700,3643A18000,281082,1948,Nezistený,7.766,2,Banská Bystrica,2,2,2,2,2,3,3,3,3,3,3,3,3.0
M7808,cesta III. triedy,2665,Dilatačný celok,508037-002_Most cez Tuhársky potok v obci Tuhár,M7808.01,2,48.42734825,19.507973894,377.171,dosková,monolitický železobetón,30,42,316,podľa tabuliek,Vodný tok,1961,A,1,3.2,Nezistený,7.75,6.65,Nezistený,Nezistený,BB SK,BBRSC-JUH,Lučenec,oba smery trasy CK,medzikrižovatkový,3643A17700,3643A18000,281082,2418,Nezistený,8.236,2,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4.0
