Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Usek,Poc. Uzol,Konc. Uzol,Usekove stanicenie zac. objektu,Kumul. stanicenie zaciatku objektu,LongitudeE,LatitudeN,VyskaH,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Ev. dlzka useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie
cesta III. triedy,526019,2,M2143,Most cez potok na rázcestí do obce Hanková,,1951.0,,,1.0,8.5,,6.0,5.4,,,Dobrý,4801.0,3713A01600,3713A10400,11,5792.0,20.324963267,48.740249542,377.621499,8.5,dosková,monolitický železobetón,23.0,50.0,105.0,odhadom,Vodný tok,0.0,medzikrižovatkový,310.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,7.0
cesta III. triedy,526019,4,M5003,Most cez rieku Slaná v obci Vyšná Slaná,,1978.0,,,1.0,14.6,,9.0,6.5,,,Uspokojivý,324325.0,3713A07900,3713A01300,24,9353.0,20.317201905,48.786255659,493.629,14.6,dosková,prefabrikovaný predpätý betón,38.0,98.0,213.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,51.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,1.0,3.0
cesta III. triedy,526020,1,M2119,Most cez potok Štítnik v obci Štítnik,,1939.0,,,1.0,10.8,,4.65,4.35,,,Dobrý,4526.0,3732A03100,3732A29100,258,258.0,20.361143129,48.669846916,287.16025,10.8,trámová,monolitický železobetón,18.0,41.0,91.0,odhadom,Vodný tok,0.0,medzikrižovatkový,272.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,0.0
cesta III. triedy,526021,1,M7228,Most cez potok pred obcou Ochtiná,,1949.0,,,1.0,3.6,,6.2,6.2,,,Uspokojivý,4523.0,3732A02703,3713A10000,1193,1229.0,20.339320722,48.678417116,313.260999,3.6,dosková,monolitický železobetón,21.0,32.0,280.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2200.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,2.0
cesta III. triedy,526021,3,M4839,Most cez potok v obci Rochovce,,1959.0,,,1.0,8.0,,8.2,6.0,,,Uspokojivý,324332.0,3713A08600,3713A08700,2512,5201.0,20.300716365,48.702217466,370.6165,8.0,dosková,prefabrikovaný železobetón,33.0,61.0,251.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2559.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,6.0
cesta III. triedy,526021,4,M3801,Most cez potok v obci Slavošovce,,1951.0,,,1.0,3.8,,8.0,7.0,,,Dobrý,324338.0,3713A09200,3713A09300,8,6897.0,20.284230274,48.712459883,415.055999,3.8,dosková,monolitický železobetón,26.0,48.0,118.0,odhadom,Vodný tok,0.0,medzikrižovatkový,16.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,12.0
cesta III. triedy,526021,9,M4392,Most cez potok Kohút v obci Čierna Lehota,,1983.0,,,2.0,5.52,,9.6,8.1,,,Veľmi dobrý,324327.0,3713A08100,3713A08200,17,9510.0,20.25620024,48.724069111,502.8205,5.52,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,odhadom,Vodný tok,0.0,medzikrižovatkový,44.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,22.0
cesta III. triedy,526021,10,M4360,Most cez Cigánský potok v obci Čierna Lehota,,1936.0,,,1.0,5.0,,6.4,5.6,,,Dobrý,324330.0,3713A08400,3713A08500,17,9755.0,20.254659252,48.722463252,502.067999,5.0,dosková,monolitický železobetón,26.0,46.0,294.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,50.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,25.0
cesta III. triedy,526023,1,M1258,Most cez potok pred obcou Keceľovce,,1945.0,,,1.0,6.0,,4.9,4.4,,,Dobrý,4503.0,3714A02900,3714A06800,37,37.0,20.337836949,48.706524703,330.0285,6.0,dosková,monolitický železobetón,26.0,48.0,92.0,odhadom,Vodný tok,0.0,medzikrižovatkový,323.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,0.0
cesta III. triedy,526024,1,M531,Most cez potok pred obcou Slavošovce,,1945.0,,,1.0,6.0,,5.8,5.4,,,Uspokojivý,4822.0,3713A01700,3714A10500,155,155.0,20.330603486,48.722953303,355.2755,6.0,dosková,monolitický železobetón,21.0,25.0,128.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1052.0,KE SK,SC KSK,SC KSK - SU RV,Košický kraj,Rožňava,0.0,0.0
cesta III. triedy,526029,1,M591,526029-001 Most cez potok Vrbovok v obci Zemiansky Vrbovok,,1963.0,,,1.0,4.0,,4.8,4.6,,,Dobrý,3229.0,4612A01800,4612A08800,421,421.0,19.142056027,48.333083672,400.069,4.0,dosková,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,477.0,BB SK,BB RSC,BB RSC - ZV,Banskobystrický kraj,Krupina,0.0,0.0
cesta III. triedy,526030,1,M5536,526030-001 Most cez potok Jalšovík v obci  Horný Jalšovík,,1976.0,,,1.0,6.2,,6.5,6.1,,,Dobrý,193611.0,4612A06700,4612A06800,4,385.0,19.106153952,48.319140596,341.52275,6.2,dosková,prefabrikovaný železobetón,32.0,73.0,300.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,116.0,BB SK,BB RSC,BB RSC - ZV,Banskobystrický kraj,Krupina,0.0,1.0
cesta III. triedy,526030,2,M3448,526030-002 Most cez potok Jalšovík  v obci Dolný Jalšovík,,1962.0,,,1.0,7.0,,8.5,7.9,,,Dobrý,193612.0,4612A06800,4612A06900,838,1335.0,19.103368445,48.311659513,332.539999,7.0,dosková,prefabrikovaný železobetón,46.0,105.0,400.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,843.0,BB SK,BB RSC,BB RSC - ZV,Banskobystrický kraj,Krupina,0.0,2.0
cesta III. triedy,527001,2,M7637,527001-002 Most cez potok - Ipeľské Uľany,,1946.0,,,1.0,2.25,,6.7,6.7,,,Dobrý,468781.0,4614A18000,4614A18100,5,7621.0,19.049109267,48.126069718,331.735499,2.25,dosková,monolitický železobetón,11.0,38.0,348.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,326.0,NR SK,RSUC NR,RSUC NR - SSU LV,Nitriansky kraj,Levice,0.0,12.0
cesta III. triedy,527001,3,M6558,527001-003 Most cez potok Kleniansky - Ipeľské Uľany,,1949.0,,,1.0,5.6,,6.7,,,,Uspokojivý,468786.0,4614A18500,4614A18600,30,10494.0,19.020394525,48.141126049,250.3925,5.6,dosková,monolitický železobetón,16.0,19.0,100.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,658.0,NR SK,RSUC NR,RSUC NR - SSU LV,Nitriansky kraj,Levice,0.0,17.0
cesta III. triedy,527001,4,M313,527001-004 Most cez potok Olvár pred obcou Plášťovce,,1930.0,,,1.0,6.0,,7.0,,,,Dobrý,468787.0,4614A18600,4614A18700,25,11147.0,19.020105384,48.145745481,281.3315,6.0,klenbová,monolitický železobetón,35.0,75.0,216.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,60.0,NR SK,RSUC NR,RSUC NR - SSU LV,Nitriansky kraj,Levice,0.0,18.0
cesta III. triedy,527002,1,M2817,527002-001 Most cez potok Galomija pred obcou Vinica,,1957.0,,,1.0,6.0,,6.7,6.7,,,Dobrý,403215.0,4614A00200,4614A04100,1731,1731.0,19.10302551,48.098446064,155.5025,6.0,dosková,monolitický železobetón,16.0,27.0,189.0,odhadom,Vodný tok,0.0,medzikrižovatkový,2988.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,0.0
cesta III. triedy,527002,3,M5794,527002-003 Most cez Veľký potok v obci Vinica,,1882.0,,,3.0,20.77,,9.0,7.0,,,Dobrý,374017.0,4614A06300,4614A06400,27,3955.0,19.121972317,48.113640801,167.7345,20.77,klenbová,kameň,22.0,55.0,168.0,odhadom,Vodný tok,0.0,medzikrižovatkový,66.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,6.0
cesta III. triedy,527002,5,M498,527002-005 Most cez potok Ďurkovský pred obcou Kamenné Kosihy,,1960.0,,,1.0,3.95,,7.5,7.0,,,Dobrý,3264.0,4614A01302,4614A08200,96,10213.0,19.185976223,48.134698261,177.6275,3.95,dosková,prefabrikovaný železobetón,26.0,78.0,392.0,odhadom,Vodný tok,0.0,medzikrižovatkový,894.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,22.0
cesta III. triedy,527002,6,M5502,527002-006 Most cez potok Trebušovský v obci Kamenné Kosihy,,1961.0,,,1.0,9.1,,9.8,7.8,,,Uspokojivý,374038.0,4614A08400,4614A08500,126,11380.0,19.194707237,48.143274762,183.801,9.1,dosková,prefabrikovaný železobetón,20.0,34.0,168.0,odhadom,Vodný tok,0.0,medzikrižovatkový,151.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,25.0
cesta III. triedy,527002,7,M5314,527002-007 Most cez potok Seliansky v obci Seľany,,1961.0,,,1.0,3.0,,7.0,,,,Dobrý,374357.0,4614A17100,4614A17200,30,13220.0,19.191266077,48.157405135,196.718999,3.0,dosková,monolitický železobetón,15.0,44.0,283.0,odhadom,Vodný tok,0.0,medzikrižovatkový,93.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,31.0
cesta III. triedy,527002,8,M6253,527002-008 Most cez potok Kosihovský pri obci Kosihovce,,1982.0,,,1.0,8.0,,11.0,7.7,,,Uspokojivý,374361.0,4612A19700,4612A19800,199,16047.0,19.208648646,48.178892389,244.516749,8.0,dosková,prefabrikovaný železobetón,36.0,67.0,327.0,odhadom,Vodný tok,0.0,medzikrižovatkový,386.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,35.0
cesta III. triedy,527005,1,M4323,527005-001 Most cez járok medzi obcami Dolinka a Vinica,,1940.0,,,1.0,3.0,,6.0,,,,Uspokojivý,374050.0,4614A09600,4614A01200,1538,3818.0,19.136482491,48.101275683,159.722999,3.0,dosková,monolitický železobetón,21.0,28.0,172.0,odhadom,Vodný tok,0.0,medzikrižovatkový,3198.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,5.0
cesta III. triedy,527008,1,M161,527008-001 Most cez záplavové územie,,1908.0,,,1.0,6.0,,6.3,6.1,,,Uspokojivý,3272.0,4614A02000,4614A11500,165,1544.0,19.24818115,48.083749801,143.418999,6.0,trámová,oceľ -  plnostenná,15.0,43.0,420.0,odhadom,Záplavové územie,0.0,medzikrižovatkový,808.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,1.0
cesta III. triedy,527008,2,M4049,527008-002 Most cez Trebušovský potok pred obcou Chrastince,,1908.0,,,1.0,4.0,,6.4,6.3,,,Uspokojivý,3272.0,4614A02000,4614A11500,308,1687.0,19.248168581,48.085026742,144.193499,4.0,trámová,oceľ -  plnostenná,16.0,52.0,326.0,odhadom,Vodný tok,0.0,medzikrižovatkový,808.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,1.0
cesta III. triedy,527008,3,M905,527008-003 Most cez potok Leasenický pred obcou Lesenice,,1940.0,,,1.0,3.0,,6.0,,,,Uspokojivý,374071.0,4614A11700,4614A11800,452,3544.0,19.249052474,48.101319729,154.8545,3.0,dosková,monolitický železobetón,16.0,39.0,277.0,odhadom,Vodný tok,0.0,medzikrižovatkový,687.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,4.0
cesta III. triedy,527010,1,M896,527010-001 Most cez potok Krtíšsky pred časťou obce Záhorce-Selešťany,,1992.0,,,1.0,16.5,,7.57,7.2,,,Uspokojivý,380774.0,4623A01703,4623A02000,647,667.0,19.333226067,48.10089421,147.5565,16.5,dosková,prefabrikovaný predpätý betón,50.0,120.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1784.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,2.0
cesta III. triedy,527011,1,M5127,527011-001 Most cez potok v katastri obce Tešmák,,1986.0,,,1.0,5.6,,6.0,5.5,,,Uspokojivý,468517.0,4613A04200,4613A08700,183,307.0,18.981236483,48.064145201,129.452999,5.6,trámová,prefabrikovaný železobetón,22.0,53.0,224.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,261.0,NR SK,RSUC NR,RSUC NR - SSU LV,Nitriansky kraj,Levice,0.0,1.0
cesta III. triedy,527012,2,M1544,527012-002 Most cez potok Vrbina v obci Dolné Plachtince,,1920.0,,,1.0,3.0,,5.75,,,,Uspokojivý,374342.0,4612A18300,4612A18400,82,5510.0,19.310471577,48.198827596,193.385999,3.0,dosková,monolitický železobetón,14.0,35.0,273.0,odhadom,Vodný tok,0.0,medzikrižovatkový,173.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,4.0
cesta III. triedy,527013,1,M318,527013-001 cez  Veľkostracinský potok v obci Veľké Straciny,,1937.0,,,1.0,3.0,,8.8,8.8,,,Dobrý,3829.0,4621A03800,4621A19300,7,3377.0,19.395295632,48.196491495,207.868749,3.0,dosková,monolitický železobetón,13.0,46.0,197.0,odhadom,Vodný tok,0.0,medzikrižovatkový,25.0,BB SK,BB RSC,BB RSC - VK,Banskobystrický kraj,Veľký Krtíš,0.0,1.0
