Bridge_ID,District,Latitude,Longitude,Material,Bridge_Name,Bridge_Length,Year_of_Construction,Bridge_Width,Load_Capacity,Road_Class,Type_of_Structure,Bridge_Purpose,Administrator,Road_Number,Region,num_2012,num_2013,num_2014,num_2015,num_2016,num_2017,num_2018,num_2019,num_2020,num_2021,num_2022,num_2023
M7695,Senica,48.633021307,17.076665467,monolitický železobetón,00227-006 Most cez kanál za obcou Borský Svätý Jur,3.0,1945.0,8.0,13.0,cesta III. triedy,dosková,Kanál,SUC TTSK - SE,1140,Trnava,3,3,3,3,3,3,3,3,4,4,4,4
M5312,Senica,48.640265098,17.143498645,prefabrikovaný predpätý betón,00227-009 Most cez rieku Myjavu Šaštín,47.7,1960.0,11.5,25.0,cesta III. triedy,trámová,Vodný tok,SUC TTSK - SE,1140,Trnava,4,4,4,4,4,4,4,4,5,5,6,6
M2600,Senica,48.644723973,17.14293258,monolitický železobetón,00227-012 Most cez kanál Šaštín-Stráže,3.5,1947.0,8.4,13.0,cesta III. triedy,dosková,Kanál,SUC TTSK - SE,1140,Trnava,3,3,3,3,3,3,3,3,4,4,4,4
M951,Senica,48.634857312,17.075312285,monolitický železobetón,00229-001 Most cez melioračný odpad pred obcou Kúty,2.5,1940.0,6.5,13.0,cesta III. triedy,dosková,Kanál,SUC TTSK - SE,1142,Trnava,3,3,3,3,3,3,3,3,4,4,4,4
M1377,Senica,48.646745925,17.068759992,prefabrikovaný železobetón,00229-002 Most cez rieku Myjava za obcou Kuklov,27.0,1960.0,7.8,8.0,cesta III. triedy,dosková,Vodný tok,SUC TTSK - SE,1142,Trnava,4,4,4,4,4,4,4,4,4,4,4,4
M3621,Senica,48.637494202,17.150736185,monolitický železobetón,00230-001 Most cez kanál v obci Šaštín,8.2,1930.0,19.2,5.0,cesta III. triedy,dosková,Kanál,SUC TTSK - SE,1143,Trnava,3,3,3,3,3,3,3,3,4,4,4,4
M6496,Senica,48.628348406,17.198503349,prefabrikovaný železobetón,00230-003 Most cez Sagelský potok v obci Borský Mikuláš,5.25,1975.0,10.0,23.0,cesta III. triedy,trámová,Vodný tok,SUC TTSK - SE,1143,Trnava,3,3,3,3,3,3,3,3,4,4,4,4
M3844,Malacky,48.522919265,17.023320054,prefabrikovaný predpätý betón,III_002032 - 002 Nadjazd nad D2 za obcou Veľké Leváre,74.29,1980.0,9.0,39.0,cesta III. triedy,trámová,Cestná komunikácia,SC BSK,1100,Bratislava,4,4,4,6,6,6,6,6,6,6,6,6
M4903,Malacky,48.533854037,17.034505382,monolitický železobetón,III_002032 - 003 Most cez potok Porec - pred Závodom,5.3,1960.0,6.3,19.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1100,Bratislava,3,3,3,4,4,4,4,4,5,5,5,5
M6291,Malacky,48.540362049,17.036867551,monolitický železobetón,III_002032 - 004 Most cez kanál v obci Závod,3.55,1937.0,7.2,11.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1100,Bratislava,3,3,3,5,1,1,1,1,4,4,4,4
M2589,Senica,48.570500831,17.021642622,prefabrikovaný železobetón,00232-005 Most cez potok Lakšár za obcou Závod,8.9,1961.0,7.4,24.0,cesta III. triedy,dosková,Vodný tok,SUC TTSK - SE,1100,Trnava,3,3,3,3,3,3,3,3,4,4,4,4
M1647,Senica,48.575483339,17.015012933,monolitický predpätý betón,00232-005A Nadjazd nad diaľnicou,54.7,1978.0,9.0,46.0,cesta III. triedy,dosková,Cestná komunikácia,SUC TTSK - SE,1100,Trnava,3,3,3,3,3,3,3,3,4,4,4,4
M7647,Malacky,48.493357496,16.968700905,prefabrikovaný predpätý betón,III_002034 - 002 Most cez rieku Rudava za obcou Veľké Leváre,30.0,1992.0,7.5,36.0,cesta III. triedy,trámová,Vodný tok,SC BSK,1102,Bratislava,2,4,4,2,4,4,4,4,4,4,4,4
M6099,Malacky,48.484535253,16.967515273,prefabrikovaný železobetón,III_002034 - 004 Most cez kanál za obcou Malé Leváre,5.8,1960.0,8.4,20.0,cesta III. triedy,dosková,Kanál,SC BSK,1102,Bratislava,3,3,3,3,4,4,4,4,5,5,5,5
M2130,Senica,48.595674421,16.971917733,prefabrikovaný železobetón,00238-001 Most cez Malolevársky kanál pri Mor.Sv.Jáne,15.9,1949.0,6.65,22.0,cesta III. triedy,dosková,Kanál,SUC TTSK - SE,1144,Trnava,4,4,4,4,4,4,4,4,4,4,4,4
M114,Senica,48.60186353,16.934669991,oceľ -  plnostenná,002038_002 Most cez rieku Morava medzi obcami Moravský Svätý Ján a Hohenau,133.9,2005.0,4.0,18.0,cesta III. triedy,priehradová,Vodný tok,SUC TTSK - SE,1144,Trnava,2,2,4,4,4,4,4,4,4,4,4,4
M6067,Malacky,48.286929138,17.010075293,prefabrikovaný predpätý betón,III_002039 - 002 Most nad diaľnicou D2 - za Stupavou,56.78,1972.0,11.0,33.0,cesta III. triedy,trámová,Cestná komunikácia,SC BSK,1106,Bratislava,4,4,4,2,3,3,3,3,3,4,4,4
M5860,Malacky,48.302157405,16.969041521,prefabrikovaný železobetón,III_002039 - 004 Most cez potok Malina,38.7,1958.0,7.8,24.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1106,Bratislava,4,4,4,5,5,5,4,4,4,4,4,4
M4572,Malacky,48.305349526,16.962700676,prefabrikovaný predpätý betón,III_002039 - 006 Most cez Zohorský kanál,12.0,1964.0,7.5,20.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1106,Bratislava,4,4,4,4,5,5,4,4,4,5,5,5
M4902,Malacky,48.302840738,16.9743231,monolitický železobetón,III_002040 - 001 Most cez Zohorský potok,10.25,1958.0,7.4,21.0,cesta III. triedy,dosková,Kanál,SC BSK,1107,Bratislava,3,3,3,3,3,3,3,3,3,4,4,4
M5453,Malacky,48.340354493,16.976939631,monolitický železobetón,III_002040 - 004 Most cez Ondriašov potok,6.0,1947.0,6.4,12.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1107,Bratislava,3,3,3,3,5,5,5,5,5,5,5,5
M7247,Malacky,48.356588165,16.975177741,prefabrikovaný železobetón,III_002040 - 005 Most cez potok Stumbach pred Lábom,7.0,1961.0,7.6,46.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1107,Bratislava,3,3,3,3,3,3,3,3,6,6,6,6
M3853,Malacky,48.360378195,16.973240654,monolitický železobetón,III_002040 - 006 Most cez Mlynský náhon - Láb,2.5,1936.0,6.6,12.0,cesta III. triedy,dosková,Kanál,SC BSK,1107,Bratislava,4,4,4,4,4,4,4,4,4,4,4,4
M993,Malacky,48.366859547,16.972365034,monolitický železobetón,III_002040 - 007 Most cez potok Hajné - Láb,7.85,1958.0,9.0,17.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1107,Bratislava,3,3,3,3,4,4,4,4,5,5,5,5
M3415,Malacky,48.27964959,17.056862364,monolitický železobetón,III_002041 - 002 Most cez Stupavský potok - smer Borinka,2.5,1931.0,5.88,7.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1108,Bratislava,4,4,4,4,5,5,5,5,5,6,6,6
M6364,Malacky,48.278602135,17.057859731,monolitický železobetón,III_002041 - 003 Most cez Stupavský potok pred Borinkou,5.0,1931.0,5.9,12.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1108,Bratislava,5,5,5,5,5,5,5,5,5,6,6,6
M7218,Malacky,48.265863744,17.076881885,monolitický železobetón,III_002041 - 004 Most cez Stupavský potok - Borinka,4.5,1957.0,8.6,17.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1108,Bratislava,4,4,4,4,4,4,4,4,4,5,5,5
M2156,Malacky,48.252735313,17.11228366,monolitický železobetón,III_002041 - 005 Most cez Stupavský potok - Košariská,6.2,2000.0,5.0,22.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1108,Bratislava,1,1,1,1,3,3,3,3,3,4,4,4
M399,Malacky,48.259561445,17.118329564,monolitický železobetón,III_002041 - 006 Most cez Stupavský potok - Hámre,2.5,1963.0,7.5,14.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1108,Bratislava,4,4,4,6,6,6,6,6,6,6,6,6
M7562,Malacky,48.259684053,17.118240359,prefabrikovaný železobetón,III_002041 - 007 Most cez Stupavský potok - Hámre,3.5,1963.0,7.5,34.0,cesta III. triedy,dosková,Vodný tok,SC BSK,1108,Bratislava,4,4,4,6,6,6,6,6,6,6,6,6
M3062,Bratislava IV,48.245855892,17.038874135,monolitický železobetón,Most cez Mariánsky potok v obci Záhorská Bystrica,4.52,1930.0,10.46,8.0,cesta III. triedy,dosková,Vodný tok,MAG-BA,1015,Bratislava,4,4,4,4,4,4,4,4,4,4,5,5
M1457,Bratislava III,48.221040203,17.105866739,Nezistený,Pracovný názov: 002043_002 Most na ceste Rača - Marianka,Nezistený,1000.0,Nezistený,0.0,cesta III. triedy,Nezistený,Nezistený,MAG-BA,1015,Bratislava,0,0,0,0,0,0,0,0,0,0,0,0
M6214,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,1,1,1,0,0,0,0,0,0,0,0,0
M4709,Bratislava V,48.070154695,17.090991787,monolitický predpätý betón,Nezistený,82.24,1998.0,9.7,32.0,cesta III. triedy,trámová,Cestná komunikácia,MAG-BA,1020,Bratislava,1,1,1,1,1,1,1,1,1,1,1,1
M2485,Malacky,48.538548151,17.014650931,prefabrikovaný predpätý betón,III_002050 - 001 nad diaľnicou D2 - v obci Závod,55.71,1980.0,9.0,32.0,cesta III. triedy,trámová,Cestná komunikácia,SC BSK,1109,Bratislava,4,4,4,6,6,6,6,6,6,6,6,6
M1045,Čadca,49.493236624,18.820136979,prefabrikovaný predpätý betón,Nezistený,19.9,1965.0,8.5,18.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - KYS,2010,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M2753,Čadca,49.501976821,18.834678287,prefabrikovaný predpätý betón,011056_002 Most cez rieku Čierňanku v obci Čierne,26.7,1979.0,8.0,28.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2010,Žilina,3,3,3,3,3,3,3,3,4,4,4,4
M1618,Čadca,49.455205085,18.791931222,prefabrikovaný predpätý betón,011058_001 Most cez potok Čadečanka,16.4,1977.0,8.5,48.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2012,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4894,Čadca,49.462152628,18.806855847,monolitický železobetón,Nezistený,2.9,1950.0,4.6,10.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2012,Žilina,7,7,7,7,7,7,3,3,3,3,3,3
M5165,Čadca,49.464735949,18.814986931,prefabrikovaný predpätý betón,011058_003 Most cez potok Čadečanka v osade u Matisa,15.5,1967.0,7.5,24.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2012,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6434,Čadca,49.466023765,18.823138624,prefabrikovaný železobetón,Nezistený,6.66,1983.0,9.5,36.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2012,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M3738,Čadca,49.466651231,18.826671111,monolitický železobetón,Nezistený,5.9,1932.0,4.8,9.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2012,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6235,Čadca,49.42128403,18.845842404,monolitický železobetón,2013_001 Most cez bezmenný potok v k.ú. Oščadnica,4.05,1932.0,5.3,3.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2013,Žilina,6,6,6,6,6,6,6,6,6,3,3,3
M7455,Čadca,49.424091117,18.863932965,monolitický železobetón,Nezistený,4.0,1940.0,6.5,9.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2013,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3941,Čadca,49.432935508,18.877926059,prefabrikovaný predpätý betón,Nezistený,25.4,1968.0,9.0,15.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2013,Žilina,5,5,5,5,5,5,5,4,4,4,4,4
M272,Čadca,49.436753685,18.885082139,prefabrikovaný železobetón,Nezistený,7.48,1986.0,10.5,26.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2013,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3908,Čadca,49.44458579,18.908891412,prefabrikovaný predpätý betón,Nezistený,24.78,1980.0,9.0,21.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2013,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4243,Čadca,49.442677759,18.915340778,oceľ -  plnostenná,011059_006 Most cez potok Oščadnica v obci Oščadnica,14.04,1978.0,8.64,60.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - KYS,2013,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4207,Čadca,49.443122252,18.919623028,monolitický železobetón,Nezistený,9.0,1961.0,6.4,14.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2013,Žilina,5,5,5,5,5,5,5,3,3,3,3,3
M4178,Čadca,49.385491516,18.834127113,prefabrikovaný predpätý betón,011060_001 Most cez rieku Kysuca v obci Krásno nad Kysucou,105.0,1967.0,9.0,24.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - KYS,2014,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6442,Čadca,49.381633828,18.835575628,prefabrikovaný železobetón,Nezistený,4.0,1967.0,9.0,23.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2014,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1875,Čadca,49.368120506,18.832636861,monolitický železobetón,Nezistený,2.7,1955.0,7.5,14.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2014,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M3043,Čadca,49.364510646,18.829761988,monolitický železobetón,Nezistený,6.1,1955.0,7.6,20.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2014,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1332,Kysucké Nové Mesto,49.343979661,18.808898826,prefabrikovaný predpätý betón,Nezistený,70.0,1971.0,9.5,40.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - KYS,2014,Žilina,6,6,6,6,6,6,6,6,6,6,6,6
M166,Kysucké Nové Mesto,49.348110949,18.803222022,prefabrikovaný predpätý betón,Nezistený,9.12,1981.0,20.0,38.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2050,Žilina,4,4,4,4,4,4,4,4,4,3,3,3
M6450,Kysucké Nové Mesto,49.347976401,18.793164498,monolitický železobetón,Nezistený,2.1,1935.0,8.0,14.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2050,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5882,Kysucké Nové Mesto,49.355101385,18.778076064,prefabrikovaný železobetón,Nezistený,6.46,1981.0,8.25,29.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - KYS,2050,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5126,Kysucké Nové Mesto,49.338565126,18.814583388,prefabrikovaný železobetón,Nezistený,6.37,1983.0,37.0,36.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2051,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M4820,Kysucké Nové Mesto,49.33749697,18.823318086,monolitický železobetón,2051_002 most cez potok Lodnianka v obci Kysucký Lieskovec,8.38,1947.0,6.5,30.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2051,Žilina,5,5,5,5,5,5,5,5,5,1,1,1
M2525,Kysucké Nové Mesto,49.336509965,18.846120186,monolitický železobetón,Nezistený,2.5,1947.0,6.3,7.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2051,Žilina,5,5,5,5,5,5,5,5,5,4,4,4
M7394,Kysucké Nové Mesto,49.334901107,18.865227875,monolitický železobetón,Nezistený,3.0,1956.0,5.75,10.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2051,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M4079,Kysucké Nové Mesto,49.334686429,18.866774175,monolitický železobetón,Nezistený,4.0,1948.0,4.7,9.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2051,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M1673,Kysucké Nové Mesto,49.297800288,18.78771565,prefabrikovaný predpätý betón,011063_001 Most cez rieku Kysaca v Kysuckom novom meste,80.15,1964.0,11.5,15.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - KYS,2052,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M7798,Kysucké Nové Mesto,49.302639134,18.775078093,monolitický železobetón,Nezistený,3.1,1954.0,7.5,14.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2052,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1827,Kysucké Nové Mesto,49.312207111,18.80096082,prefabrikovaný predpätý betón,011064_001 Most cez rieku Kysuca k sídlisku Kamence v Kysuckom novom Meste,87.46,1986.0,14.0,28.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2053,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4908,Kysucké Nové Mesto,49.309993174,18.79557127,prefabrikovaný železobetón,Nezistený,6.76,1985.0,52.0,36.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2053,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M6347,Kysucké Nové Mesto,49.289784924,18.797019861,prefabrikovaný predpätý betón,011065_001 Most Vadičovský potok v Radoli,24.6,1962.0,8.0,24.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - KYS,2054,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2436,Kysucké Nové Mesto,49.273061193,18.84220447,monolitický železobetón,Nezistený,3.3,1934.0,7.0,7.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2054,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M6293,Kysucké Nové Mesto,49.2685489,18.848864802,prefabrikovaný železobetón,Nezistený,5.3,1972.0,9.0,27.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2054,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3288,Kysucké Nové Mesto,49.264077794,18.853720293,prefabrikovaný železobetón,Nezistený,7.9,1954.0,8.1,42.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2054,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1381,Kysucké Nové Mesto,49.260906489,18.863322739,prefabrikovaný železobetón,Nezistený,4.9,1972.0,9.0,38.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2054,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M212,Kysucké Nové Mesto,49.264599574,18.878035004,prefabrikovaný predpätý betón,011065_006 Most cez Vadičovský Potok v Hornom Vadičove,15.4,1974.0,9.0,26.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2054,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5755,Kysucké Nové Mesto,49.265791296,18.880602777,prefabrikovaný železobetón,Nezistený,9.7,1958.0,9.0,28.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2054,Žilina,5,5,5,5,5,5,5,5,5,4,4,4
M5926,Kysucké Nové Mesto,49.267706298,18.883565267,monolitický železobetón,Nezistený,6.9,1953.0,6.3,18.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2054,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M247,Žilina,49.241054684,18.757821802,prefabrikovaný železobetón,Nezistený,3.1,1972.0,6.7,34.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2070,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3286,Čadca,49.4240566,18.902117767,prefabrikovaný železobetón,Nezistený,5.0,1980.0,6.6,15.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2015,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3144,Čadca,49.42299549,18.9053809,prefabrikovaný železobetón,Nezistený,5.0,1980.0,6.4,15.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2015,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4961,Čadca,49.420741199,18.910035007,monolitický železobetón,Nezistený,4.5,1968.0,5.0,15.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - KYS,2015,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4578,Žilina,49.219100864,18.836029568,prefabrikovaný železobetón,Nezistený,6.8,1975.0,7.25,57.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2071,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5397,Žilina,49.22802027,18.83987861,prefabrikovaný železobetón,Nezistený,5.75,1978.0,9.0,39.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2071,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M7489,Žilina,49.202690909,18.842349055,prefabrikovaný predpätý betón,2072_001 Most nad železnicou v obci Varín,86.4,1986.0,11.0,28.0,cesta III. triedy,dosková,Železnica,SC ŽSK - HPOV,2072,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6904,Žilina,49.199549444,18.833140219,monolitický železobetón,2072_002 Most cez potok Gbeľanka pred obcou Mojš,3.9,1969.0,5.6,8.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2072,Žilina,5,5,5,5,5,5,5,5,5,4,4,4
M2145,Žilina,49.199562902,18.831529137,monolitický železobetón,Nezistený,2.8,1969.0,5.3,18.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2072,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6915,Žilina,49.197992366,18.871739861,monolitický železobetón,Nezistený,50.3,1925.0,5.0,5.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - HPOV,2073,Žilina,6,6,6,6,6,6,6,6,6,6,2,2
M3659,Žilina,49.186154706,18.871736397,monolitický železobetón,011071_003 Most cez Mlynský náhon za obcou Varín,2.6,1939.0,5.0,7.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2073,Žilina,5,5,5,5,5,5,5,5,5,5,4,4
M6871,Žilina,49.21675,18.91415,kameň,2074_001 Most cez bezmenný potok v obci Dolná Tižina,2.86,1947.0,10.46,15.0,cesta III. triedy,klenbová,Vodný tok,SC ŽSK - HPOV,2074,Žilina,4,4,4,4,4,4,4,4,4,3,3,3
M5136,Žilina,49.216265194,18.91432303,monolitický železobetón,011073_002 Most cez bezmenný potok v obci Dolná Tižina,4.8,1947.0,5.7,7.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2074,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M6280,Žilina,49.213184105,18.921072606,prefabrikovaný železobetón,Nezistený,5.36,1900.0,5.74,8.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2074,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1156,Žilina,49.237767837,18.931614826,prefabrikovaný predpätý betón,011074_001 Most ponad rieku Varínka pred obcou Lysica,51.4,1975.0,8.5,15.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2075,Žilina,5,5,5,5,5,5,5,5,5,5,2,2
M1550,Žilina,49.242640858,18.923851252,prefabrikovaný železobetón,Nezistený,5.05,1978.0,8.5,30.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2075,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1385,Žilina,49.243687827,18.922553356,monolitický železobetón,Nezistený,3.8,1948.0,8.2,12.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - HPOV,2075,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6448,Žilina,49.245260568,19.038489973,prefabrikovaný predpätý betón,Nezistený,15.85,1963.0,7.5,18.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - HPOV,2076,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M994,Žilina,49.231228403,19.037032549,prefabrikovaný železobetón,Nezistený,6.3,1969.0,7.5,45.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2076,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M3630,Žilina,49.224414518,19.032474275,prefabrikovaný železobetón,Nezistený,3.8,1967.0,8.1,31.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2076,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2168,Žilina,49.221402066,19.033154153,prefabrikovaný predpätý betón,Nezistený,11.35,1966.0,7.5,24.0,cesta III. triedy,trámová,Vodný tok,SC ŽSK - HPOV,2076,Žilina,4,4,4,4,4,4,4,4,4,3,3,3
M3115,Žilina,49.215928071,19.036816865,prefabrikovaný železobetón,Nezistený,3.85,1967.0,7.5,44.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2076,Žilina,3,3,3,3,3,3,3,3,3,4,4,4
M6108,Žilina,49.211029499,19.040938881,prefabrikovaný železobetón,Nezistený,4.0,1967.0,8.3,39.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2076,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M4484,Dolný Kubín,49.265481655,19.151218888,prefabrikovaný železobetón,Nezistený,8.36,1982.0,9.0,32.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - ORA,2240,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M4834,Dolný Kubín,49.270308902,19.14963129,prefabrikovaný predpätý betón,Nezistený,16.4,1982.0,10.5,48.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - ORA,2240,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5063,Dolný Kubín,49.283685677,19.16949233,monolitický železobetón,Nezistený,6.2,1960.0,8.6,16.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - ORA,2240,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1376,Dolný Kubín,49.295534679,19.180430685,oceľ -  plnostenná,Nezistený,6.18,1971.0,6.0,40.0,cesta III. triedy,klenbová,Vodný tok,SC ŽSK - ORA,2240,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M3799,Dolný Kubín,49.297398364,19.184929492,monolitický železobetón,Nezistený,2.35,1967.0,8.5,14.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - ORA,2240,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M2529,Dolný Kubín,49.298165786,19.189639867,monolitický železobetón,Nezistený,3.0,1968.0,5.4,6.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - ORA,2240,Žilina,6,6,6,6,6,6,6,6,6,6,6,6
M897,Dolný Kubín,49.300064595,19.198447754,monolitický železobetón,Nezistený,6.3,1973.0,5.75,17.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - ORA,2240,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1190,Žilina,49.236158059,19.041680763,prefabrikovaný predpätý betón,Nezistený,12.0,1968.0,7.5,20.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2077,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2108,Žilina,49.233162196,19.051031664,prefabrikovaný predpätý betón,Nezistený,14.92,1968.0,7.5,20.0,cesta III. triedy,dosková,Vodný tok,SC ŽSK - HPOV,2077,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
