ID mosta,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Okres,Longitude,Latitude,Material,Názov mosta,Dĺžka premostenia,Rok postavenia,Volná šírka mosta,Normána zaťažiteľnost,Trieda PK,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023
M7099,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Bratislava IV,17.0472,48.18906,monolitický železobetón,"Most nad traťou ŽSR, Lamač BA",31.0,1946,14.0,50.0,cesta I. triedy,Bratislava,5,5,5,5,5,5,5,5,5,5,5,5
M6538,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bratislava IV,17.072509059,48.171003006,prefabrikovaný železobetón,Nezistený,4.06,1978,35.5,39.0,cesta I. triedy,Bratislava,3,3,3,3,3,3,3,3,3,3,3,3
M4156,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Bratislava IV,17.076409559,48.168776802,prefabrikovaný železobetón,Nezistený,6.9,1979,11.0,24.0,cesta I. triedy,Bratislava,4,4,4,4,4,4,4,4,4,4,4,4
M1920,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bratislava V,17.103763044,48.130647403,prefabrikovaný železobetón,"Most na podchodom ku gymnáziu, vetva križovatky 2.1. Petržalka BA",6.76,1989,9.0,36.0,cesta I. triedy,Bratislava,3,3,3,3,3,3,3,3,3,3,3,3
M2301,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bratislava V,17.106123715,48.132621202,prefabrikovaný železobetón,Nájazd z Einsteinovej ulice na Panónsku cestu pri Sade Janka Kráľa,6.76,1990,7.0,36.0,cesta I. triedy,Bratislava,3,3,3,3,3,3,3,3,3,3,3,3
M6994,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Bratislava V,17.130055519,48.12925187,prefabrikovaný železobetón,Nezistený,5.61,1985,12.0,28.0,cesta I. triedy,Bratislava,5,5,5,5,5,5,5,5,5,5,5,5
M7229,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bratislava V,17.129935117,48.127563995,prefabrikovaný predpätý betón,"Most na Dolnozemskej ceste nad Bosákovou ulicou, Petržalka, BA",108.95,1983,11.5,32.0,cesta I. triedy,Bratislava,3,3,3,3,3,3,3,3,3,3,3,3
M5333,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Bratislava V,17.131040629,48.125990691,monolitický železobetón,Nezistený,5.61,1985,10.2,41.0,cesta I. triedy,Bratislava,6,6,6,6,6,6,6,6,6,6,6,6
M1841,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bratislava V,17.128560492,48.112056877,prefabrikovaný predpätý betón,Nezistený,107.96,1985,11.5,30.0,cesta I. triedy,Bratislava,3,3,3,3,3,3,3,3,3,3,3,3
M7651,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bratislava V,17.126073674,48.109148631,prefabrikovaný železobetón,Nezistený,4.38,1985,21.5,53.0,cesta I. triedy,Bratislava,3,3,3,3,3,3,3,3,3,3,3,3
M626,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Bratislava V,17.121223223,48.100213801,prefabrikovaný predpätý betón,"Most nad Chorvátskym ramenom, Dolnozemská ul., Petržalka BA",38.0,1983,21.5,36.0,cesta I. triedy,Bratislava,4,4,4,4,4,4,4,4,4,4,5,5
M4655,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Bratislava V,17.121154224,48.099330476,prefabrikovaný predpätý betón,"Most na Dolnozemskej ceste nad Betliarskou ulicou, Petržalka, BA",39.8,1984,22.5,20.0,cesta I. triedy,Bratislava,3,3,3,3,3,3,3,3,3,3,4,4
M7468,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Bratislava V,17.120931869,48.096426792,prefabrikovaný železobetón,Nezistený,5.61,1986,23.9,29.0,cesta I. triedy,Bratislava,6,6,6,6,6,6,6,6,6,6,6,6
M6499,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.781324783,49.491615851,monolitický železobetón,Most cez bezmenný potok vo Svrčinovci,5.0,1953,12.0,12.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2061,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Čadca,18.794048493,49.479899075,monolitický železobetón,11_202 Most cez rieku Čerňanka v k.ú. obce Svrčinovec,32.0,1931,6.5,14.0,cesta I. triedy,Žilina,2,2,2,2,2,4,4,4,6,6,6,6
M3917,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Čadca,18.783305904,49.455058609,monolitický železobetón,"11_203 Most cez potok Čadečka, Čadca, osada Podzávod",13.4,1951,11.0,37.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,5,5,5
M331,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Čadca,18.789767168,49.440266018,monolitický železobetón,11-206 Most cez rieku Kysuca v meste Čadca,52.4,1969,14.5,11.0,cesta I. triedy,Žilina,5,5,5,5,6,6,6,6,6,6,6,6
M2532,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Čadca,18.799520991,49.428672502,prefabrikovaný železobetón,11_209 Most nad MK v meste Čadca,6.0,1970,12.71,30.0,cesta I. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M3828,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.809551024,49.429605785,monolitický železobetón,11_210 Most cez bezmenný potok v obci Horelica,3.0,1934,7.6,10.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6402,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.830074867,49.42454179,kameň,11_211 Most cez bezmenný potok v obci Horelica,2.6,1934,8.0,8.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2367,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.833868149,49.425029796,prefabrikovaný železobetón,11_212 Most cez potok Jasný v obci Horelica,7.0,1953,11.0,27.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1812,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Čadca,18.837121187,49.420416996,monolitický železobetón,11_213 Most cez potok Oščadnica v k.ú. obce Oščadnica,26.0,1938,7.5,10.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,5,5,5
M3024,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.840345137,49.412183262,prefabrikovaný železobetón,Most cez bezmenný potok v Oščadnici,6.3,1984,11.5,26.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2978,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.843185112,49.407280781,prefabrikovaný železobetón,Most cez bezmenný potok v Krásne nad Kysucou,6.3,1984,11.5,26.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M99,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.841030714,49.399699126,prefabrikovaný predpätý betón,Estakáda v Krásne nad Kysucou,321.88,1983,13.36,26.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M7227,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.837550905,49.390312114,prefabrikovaný predpätý betón,Most ponad úbočnicovú strž v Krásne nad Kysucou,86.7,1983,12.87,26.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5617,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Dobrý,Čadca,18.841241127,49.380274885,monolitický železobetón,Predĺženie klenbového mosta v Krásne nad Kysucou,3.7,1984,41.6,19.0,cesta I. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,3
M2023,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Čadca,18.840958842,49.376387372,oceľ -  plnostenná,Podchod pre peších v Krásne nad Kysucou,4.02,1984,13.0,34.0,cesta I. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M2241,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.840469287,49.374734822,prefabrikovaný predpätý betón,"Most cez potok ""U Blažkov""v Krásne nad Kysucou",6.76,1984,12.5,26.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3378,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.833522312,49.36604809,prefabrikovaný železobetón,"Most cez potok ""U Drozdov"" v Krásne nad Kysucou",8.26,1984,11.5,26.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1392,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Kysucké Nové Mesto,18.810024818,49.344276524,prefabrikovaný železobetón,Most cez bezmenný potok v Kysuckom Lieskovci,4.0,1971,11.5,20.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M7332,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Kysucké Nové Mesto,18.808000211,49.334585861,prefabrikovaný železobetón,11_227 Most cez potok Lodnianka v Kysuckom Lieskovci,8.0,1971,12.25,40.0,cesta I. triedy,Žilina,3,3,3,3,3,4,4,4,4,5,5,5
M115,Uspokojivý,Uspokojivý,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Kysucké Nové Mesto,18.803998092,49.314030217,prefabrikovaný železobetón,11_228 Most cez Povinský potok v obci Povina,9.12,1971,14.5,36.0,cesta I. triedy,Žilina,4,4,1,1,1,1,1,1,1,1,1,1
M349,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Kysucké Nové Mesto,18.789231459,49.297463683,prefabrikovaný predpätý betón,11_229 Most cez Vadičovský potok v obci Radoľa,15.4,1971,12.25,15.0,cesta I. triedy,Žilina,4,4,5,5,5,5,5,5,5,5,6,6
M309,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Kysucké Nové Mesto,18.763207295,49.276479973,prefabrikovaný predpätý betón,11_230 Most cez potok Snežnica v obci Oškerda,10.84,1988,12.92,32.0,cesta I. triedy,Žilina,3,3,3,3,3,4,4,4,4,4,4,4
M4326,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.753143306,49.268084431,prefabrikovaný predpätý betón,Most nad železnicou pred obcou Brodno,59.9,1967,13.5,25.0,cesta I. triedy,Žilina,5,5,5,5,5,5,5,5,4,4,4,4
M3188,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.750726831,49.257941389,prefabrikovaný predpätý betón,Most cez Brodňanský potok,13.55,1980,12.4,48.0,cesta I. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M7225,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.740323462,49.243430786,prefabrikovaný železobetón,Most cez Makovský potok,5.26,1980,12.4,30.0,cesta I. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M6535,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Žilina,18.736034224,49.239254407,oceľ -  plnostenná,11_234A Most nad cestou II_507 v Budatíne,33.71,2004,10.55,32.0,cesta I. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M4757,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Žilina,18.737078985,49.238094513,monolitický predpätý betón,11_235 Most nad železnicou a MK v obci Budatín,63.8,1962,11.75,32.0,cesta I. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M6633,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Žilina,18.737195512,49.238180707,monolitický predpätý betón,11_235A Most nad železnicou a MK v Budatíne,71.3,2004,11.75,32.0,cesta I. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M4627,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Žilina,18.736449746,49.234442568,monolitický predpätý betón,11_236 Most cez rieku Váh -pravý v Žiline,132.83,2000,13.5,32.0,cesta I. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M4789,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Žilina,18.736604702,49.234413211,monolitický železobetón,11_236A Most cez rieku Váh -ľavý v Žiline,119.1,1956,12.47,32.0,cesta I. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M6437,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.731408921,49.230043295,monolitický predpätý betón,11_237 Most -MÚK -estakáda nad železnicou v Žiline,1007.76,2000,8.59,32.0,cesta I. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5852,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Žilina,18.729881598,49.229540447,monolitický predpätý betón,11_237.1 Most MÚK -estakáda v Žiline,146.42,2000,8.59,32.0,cesta I. triedy,Žilina,3,3,3,3,3,2,2,2,2,2,2,2
M2695,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.73548,49.23251,monolitický predpätý betón,11_237A Most nad MK v Žiline,139.0,1978,10.75,23.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5802,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.733864608,49.231167767,prefabrikovaný predpätý betón,11_238 Most nad železnicou v Žiline,236.0,1978,10.75,23.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5980,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.731729771,49.230077894,monolitický predpätý betón,11_239 Most MÚK A-3 v Žiline,158.5,1978,10.75,23.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1887,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.729881471,49.229149676,monolitický predpätý betón,11_239A Most nad železnicou Žilina-Rajec v Žiline,186.0,1978,10.75,19.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M328,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.727845772,49.228196419,monolitický predpätý betón,11_239A1 Most MÚK A1 v Žiline,184.0,1978,6.55,32.0,cesta I. triedy,Žilina,3,3,3,3,3,4,4,4,4,4,4,4
M6257,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.728419393,49.227990748,monolitický predpätý betón,11_240 Most MÚK A-5 v Žiline,158.5,1978,10.75,23.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6064,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.792849834,49.439759142,monolitický predpätý betón,Most na privádzači Čadca,327.89,2004,15.7,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M7333,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.796393617,49.439581635,monolitický predpätý betón,Most na vetve križovatky Čadca - Žilina,199.7,2004,11.95,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M7120,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.798300962,49.438650678,monolitický predpätý betón,Most nad Bukovským potokom,154.3,2004,10.92,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M1893,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.799269331,49.436110838,monolitický predpätý betón,Most pri Kysuci,431.25,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M1336,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.809948426,49.431837679,prefabrikovaný predpätý betón,Most nad údolím u Klimka,122.76,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M4715,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.813493888,49.430034261,prefabrikovaný predpätý betón,Most nad údolím,208.22,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M4810,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.814537327,49.428819112,prefabrikovaný železobetón,Most - poloestakáda,84.46,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M4999,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.815139259,49.428127578,monolitický železobetón,Most cez údolie,54.56,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M1426,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.819131635,49.425846092,prefabrikovaný predpätý betón,Most nad zosuvom,118.48,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M876,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.825850015,49.425687464,prefabrikovaný železobetón,Most nad miestnou komunikáciou,11.24,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M2638,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.834070074,49.42546853,prefabrikovaný železobetón,Most nad bezmenným potokom,7.55,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M3135,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.837763937,49.420354497,prefabrikovaný predpätý betón,Most nad potokom Oščadnica,25.12,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M7038,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.837702975,49.418799116,prefabrikovaný predpätý betón,Most nad miestnou komunikáciou,25.0,1998,11.75,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M2321,Zlý,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.82145775,49.491510548,oceľ -  plnostenná,12_002 Most cez bezmenný potok v obci Čierne,2.317,2012,9.499,32.0,cesta I. triedy,Žilina,5,1,1,1,1,1,1,1,1,1,1,1
M5954,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Čadca,18.827778923,49.495592754,monolitický predpätý betón,12_003A Most cez potok Ondrašov a MK,107.0,2008,12.58,32.0,cesta I. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M620,Uspokojivý,Veľmi zlý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Čadca,18.842286777,49.50294143,kameň,12_004 Most cez bezmenný potok a MK v obci Čierne,4.79,1870,6.85,20.0,cesta I. triedy,Žilina,4,6,3,3,3,3,3,3,3,3,3,3
M5526,Zlý,Veľmi zlý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Čadca,18.847524141,49.507758189,kameň,12_005 Most cez Stankovský potok a MK v obci Čierne,12.995,1870,6.5,30.0,cesta I. triedy,Žilina,5,6,3,3,3,3,3,3,3,3,3,3
M921,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Čadca,18.885221673,49.498833284,monolitický železobetón,12_006 Most cez bezmenný potok v obci Skalité,2.5,1930,6.8,13.0,cesta I. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M6323,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.907827191,49.492585859,prefabrikovaný predpätý betón,12_007 Most cez potok Vreščovka v obci Skalité,12.0,1968,9.0,20.0,cesta I. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
