ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M5558,cesta I. triedy,16,"50-250A_Most na preložke cesty I/50 v km 0,316 93 nad potokom Kaloša",250A,48.3963,20.26241,171.003601074219,iná,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,2008,"zaťažovacia trieda ""A"" STN 73 62 03",1.0,6.75,7.58,11.32,11.32,325.49,325.49,STAT,SSC - IVSC BB,Rimavská Sobota,3733A30100,3733A06211,394994,Banská Bystrica,1,1,1,1,1,1,1,1,1,1,1,4,4
M9545,cesta I. triedy,9,9_129 Presypaný most nad potokom Moštenica,9-129,48.745635,18.622233,297.0,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1985,A,0.0,6.732,,27.0,,,,STAT,SSC - IVSC ZA,Prievidza,3524A07607,3524A00201,716067,Trenčín,0,0,0,0,0,2,2,2,3,3,3,3,4
M958,cesta I. triedy,19,19_329 Most cez horský potok v obci Svinica,329,48.731501719,21.461728937,253.775999,dosková,prefabrikovaný železobetón,29.0,65.0,260.0,statický výpočet,Vodný tok,1967,A,1.0,6.5,8.01,14.02,10.3,109.0,91.1,STAT,SSC - IVSC KE,Košice - okolie,3813A18800,3813A18900,452604,Košice,4,4,4,4,4,2,2,2,2,2,2,2,4
M4598,cesta I. triedy,78,78_015 Most cez potok za obcou Lokca,15,49.380953101,19.434439977,621.784,dosková,monolitický železobetón,40.0,60.0,253.0,odhadom,Vodný tok,1955,Nezistený,1.0,6.4,,9.0,8.0,,,STAT,SSC - IVSC ZA,Námestovo,2623A15400,2623A00600,334027,Žilina,3,3,3,3,3,3,3,3,3,3,3,4,4
M6641,cesta I. triedy,18,"18_374 Most cez potok Mlynica, k.ú. Važec",374,49.070508553,19.991353955,819.064249,dosková,spriahnutá betón-betón,17.0,31.0,87.0,podľa tabuliek,Vodný tok,1938,Nezistený,1.0,6.0,,12.15,11.15,,,STAT,SSC - IVSC ZA,Liptovský Mikuláš,2644A04113,2733A00700,232380,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,4
M3745,cesta I. triedy,61,61_091 Most cez podchod pre peších v meste Považská Bystrica,91,49.117264656,18.447457615,287.3245,dosková,prefabrikovaný železobetón,27.0,52.0,295.0,podľa tabuliek,Podchod pre chodcov,1977,Nezistený,1.0,6.0,,18.5,16.5,,,STAT,SSC - IVSC ZA,Považská Bystrica,2544A24601,2544A24700,343432,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M2920,cesta I. triedy,61,61_099 Most cez podchod pre peších v obci Plevník,99,49.17113853,18.491662245,298.003249,dosková,prefabrikovaný železobetón,44.0,70.0,406.0,porovnávací výpočet,Miestna komunikácia,1983,Nezistený,1.0,5.46,,12.0,11.0,,,STAT,SSC - IVSC ZA,Považská Bystrica,2544A02700,2544A23600,7266,Trenčín,2,2,2,2,2,2,2,2,2,2,2,4,4
M7615,cesta I. triedy,9,50_141B Most cez potok Jalovský v obci Chrenovec,141B,48.775617233,18.726611326,329.831,dosková,prefabrikovaný železobetón,37.0,86.0,420.0,podľa tabuliek,Vodný tok,1978,Nezistený,1.0,5.4,,13.23,10.68,,,STAT,SSC - IVSC ZA,Prievidza,3613A20202,3613A20300,1284760,Trenčín,3,3,3,3,3,3,3,3,2,2,2,2,4
M2411,cesta I. triedy,65,65_061 Most cez Ukladenský potok pre obcou Bartošova Lehôtka,61,48.623426366,18.897139241,322.971,dosková,prefabrikovaný železobetón,43.0,98.0,403.0,projektovaná,Vodný tok,1970,Nezistený,1.0,5.35,,11.5,10.5,,,STAT,SSC - IVSC BB,Žiar nad Hronom,3631A37001,3631A37400,386205,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,2,4,4
M390,cesta I. triedy,9,9(50)_138 Most cez bezmenný potok pred obcou Veľká Čausa,138,48.780563921,18.690460562,306.3665,dosková,prefabrikovaný železobetón,37.0,86.0,420.0,podľa tabuliek,Vodný tok,1978,Nezistený,1.0,5.25,,11.57,10.6,,,STAT,SSC - IVSC ZA,Prievidza,3613A29000,3613A00400,1284761,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,4
M4728,cesta I. triedy,49,49_043 Most cez potok Krátky pred obcou Lysá pod Makytou,43,49.190479977,18.158509249,406.542,dosková,prefabrikovaný železobetón,33.0,84.0,410.0,podľa tabuliek,Vodný tok,1971,Nezistený,1.0,5.0,,10.2,8.5,,,STAT,SSC - IVSC ZA,Púchov,2543A24100,2543A24300,343574,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M6117,cesta I. triedy,16,50_221 Most cez potok Biela voda pri obci Podrečany,221,48.409740093,19.607952,230.857999,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1950,Nezistený,1.0,5.0,,10.45,10.05,,,STAT,SSC - IVSC BB,Lučenec,3643A00800,3643A00900,3758,Banská Bystrica,4,4,4,4,4,4,4,4,4,2,4,4,4
M6804,cesta I. triedy,66,66_029 Most cez potok Rakovček v obci Hontianske Nemce,29,48.28555951,18.993367854,209.797999,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1955,Nezistený,1.0,5.0,,8.75,6.75,,,STAT,SSC - IVSC BB,Krupina,4611A01500,4612A04300,3213,Banská Bystrica,2,2,3,3,3,3,3,3,3,3,3,4,4
M7168,cesta I. triedy,66,66_030 Most cez potok Rakovček v obci Rakovec,30,48.289081193,19.005627503,223.1165,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1947,Nezistený,1.0,5.0,,7.0,6.5,,,STAT,SSC - IVSC BB,Krupina,4612A04300,4612A04400,193584,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4,4
M2047,cesta I. triedy,66,"66_110 Most cez potok Zúbra, k. ú. Brezno - Bujakovo",110,48.8216749,19.69021202,512.4875,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1999,Nezistený,1.0,5.0,,10.0,10.0,,,STAT,SSC - IVSC BB,Brezno,3624A05900,3624A06000,489072,Banská Bystrica,1,1,1,1,1,1,1,1,1,1,1,4,4
M1666,cesta I. triedy,72,72-054_Most cez potok Mlynná za obcou Mýto pod Ďumbierom,54,48.86645,19.64678,661.47,dosková,monolitický železobetón,32.0,80.0,196.0,Nezistený,Vodný tok,1940,A,1.0,5.0,6.0,7.5,7.5,,,STAT,SSC - IVSC BB,Brezno,3621A04500,3621A04600,489198,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4
M5627,cesta I. triedy,18,18_437 Most cez potok Turňa za obcou Bertotovce,437,49.014299654,21.045851066,386.564499,trámová,prefabrikovaný železobetón,36.0,78.0,354.0,podľa tabuliek,Vodný tok,1986,Nezistený,1.0,4.96,,11.5,11.5,,,STAT,SSC - IVSC KE,Prešov,2744A27300,3722A65600,453654,Prešov,2,2,2,2,2,2,2,3,3,3,3,4,4
M3175,cesta I. triedy,18,18_411 Most cez miestny potôčik pri odbočke do Dolian,411,49.010556484,20.631130342,502.77425,dosková,prefabrikovaný železobetón,26.0,43.0,305.0,podľa tabuliek,Vodný tok,1970,Nezistený,1.0,4.75,,10.0,9.0,,,STAT,SSC - IVSC KE,Levoča,2734A01900,3712A01003,4700,Prešov,3,3,3,3,3,3,3,3,3,3,3,4,4
M5381,cesta I. triedy,20,68_067A Most cez miestny potok v obci Budimír,067A,48.799747415,21.304020981,212.671499,dosková,monolitický železobetón,50.0,130.0,420.0,porovnávací výpočet,Vodný tok,1939,Nezistený,1.0,4.35,,13.45,,,,STAT,SSC - IVSC KE,Košice - okolie,3724A26701,3724A26601,452480,Košice,4,4,4,4,3,3,3,3,3,3,3,3,4
M5433,cesta I. triedy,64,64_040 Most cez Járok v obci Veľké Bielice,40,48.631213509,18.348930192,191.7945,dosková,monolitický železobetón,11.0,31.0,234.0,podľa tabuliek,Vodný tok,1951,Nezistený,1.0,4.3,,10.0,9.0,,,STAT,SSC - IVSC ZA,Partizánske,3542A12000,3542A12100,398916,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M1388,cesta I. triedy,16,50_289 Most cez horskú bystrinu na vrchu Soroška,289,48.630746357,20.622786353,368.9235,klenbová,monolitický prostý betón,19.0,62.0,150.0,porovnávací výpočet,Vodný tok,1949,Nezistený,1.0,4.2,,12.0,12.0,,,STAT,SSC - IVSC KE,Rožňava,3732A01500,3732A27400,4917,Košice,3,3,3,3,3,3,3,3,3,3,3,4,4
M4550,cesta I. triedy,64,64_087 Most cez rieku Nitra pred obcou Kľačno,87,48.954967728,18.624269233,622.82725,dosková,monolitický železobetón,14.0,32.0,276.0,odhadom,Vodný tok,1957,Nezistený,1.0,4.16,,11.74,11.49,,,STAT,SSC - IVSC ZA,Prievidza,3522A19800,3522B00200,1284763,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M6484,cesta I. triedy,66,"66_052A Most nad podchodom pre peších, k.ú. Zvolen",052A,48.579440964,19.102402815,288.592132568359,trámová,prefabrikovaný železobetón,36.0,81.0,399.0,podľa tabuliek,"Miestna komunikácia,  Miestna komunikácia",1980,Nezistený,1.0,4.06,,8.8,8.8,,,STAT,SSC - IVSC BB,Zvolen,3632A26103,3632A26001,651232,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,2,4,4
M7374,cesta I. triedy,9,9(50)_001B Most cez Hradecký potok pred obcou Veľká Lehôtka,001B,48.766930197,18.648540113,298.350999,dosková,monolitický železobetón,26.0,28.0,202.0,Nezistený,Vodný tok,1995,Nezistený,1.0,4.02,,7.76,7.59,,,STAT,SSC - IVSC ZA,Prievidza,3524A01205,3524A01203,6698,Trenčín,0,0,0,0,0,0,0,3,3,3,3,3,4
M3495,cesta I. triedy,15,15_006 Most cez miestny potok v obci Benkovce,6,48.949391233,21.710166324,137.222999,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,1948,Nezistený,1.0,4.0,,8.5,7.9,,,STAT,SSC - IVSC KE,Vranov nad Topľou,3812A40300,3812A40400,403958,Prešov,4,4,4,4,4,4,2,2,3,3,3,4,4
M416,cesta I. triedy,51,"51_142 Most cez jarok, k.ú. Horná Seč",142,48.196668882,18.540864075,158.706749,dosková,monolitický železobetón,27.0,60.0,350.0,porovnávací výpočet,Vodný tok,1941,Nezistený,1.0,4.0,,11.0,10.0,,,STAT,SSC - IVSC BA,Levice,4522A34300,4522A34401,472160,Nitra,3,3,3,3,3,3,3,3,3,3,3,3,4
M7292,cesta I. triedy,57,"57_114 Most cez potok povrchovej vody, k.ú. Horné Srnie",114,48.990984414,18.105347751,243.44125,dosková,monolitický železobetón,26.0,50.0,370.0,porovnávací výpočet,Vodný tok,1950,Nezistený,1.0,4.0,,11.0,11.0,,,STAT,SSC - IVSC ZA,Trenčín,3521A98300,3521A98200,1380559,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,4
M2202,cesta I. triedy,61,61_094 Most cez bezmenný potok v meste Považská Bystrica,94,49.127671476,18.467384044,290.43175,dosková,prefabrikovaný železobetón,38.0,83.0,388.0,odhadom,Vodný tok,1978,Nezistený,1.0,4.0,,18.75,15.5,,,STAT,SSC - IVSC ZA,Považská Bystrica,2544A25100,2544A58100,343437,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M2804,cesta I. triedy,61,61_096 Most cez bezmenný potok pri obci Považská Teplá,96,49.134705845,18.473096033,288.502999,dosková,prefabrikovaný železobetón,39.0,83.0,386.0,odhadom,Vodný tok,1978,Nezistený,1.0,4.0,,13.2,10.7,,,STAT,SSC - IVSC ZA,Považská Bystrica,2544A25600,2544A25700,343442,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M5029,cesta I. triedy,64,64_086 Most cez potok Dolina pred obcou Kľačno,86,48.948991676,18.625849332,593.8025,dosková,monolitický železobetón,23.0,54.0,321.0,odhadom,Vodný tok,1954,Nezistený,1.0,4.0,,8.05,7.0,,,STAT,SSC - IVSC ZA,Prievidza,3522A19800,3522B00200,1284763,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M6066,cesta I. triedy,72,72_67 Most cez horský nestály tok v k.ú. obce Vyšná Boca,67,48.917016516,19.735338353,1062.10575,klenbová,monolitický prostý betón,17.0,33.0,119.0,porovnávací výpočet,Vodný tok,1939,Nezistený,1.0,4.0,,11.0,,,,STAT,SSC - IVSC ZA,Liptovský Mikuláš,3622A00800,3622A00900,211223,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,4
M1520,cesta I. triedy,79,79_024 Most cez poľný jarok pred obcou Veľaty,24,48.531363968,21.673493001,125.7105,dosková,spriahnutá betón-betón,50.0,130.0,420.0,porovnávací výpočet,Vodný tok,1953,Nezistený,1.0,4.0,,10.5,8.7,,,STAT,SSC - IVSC KE,Trebišov,3832A02000,3832A06501,4355,Košice,3,3,3,4,3,3,3,3,3,3,3,4,4
M4985,cesta I. triedy,54,"54_103 Most cez potok Branné, k.ú. Moravské Lieskové",103,48.858064667,17.753703296,307.7255,klenbová,monolitický prostý betón,50.0,60.0,100.0,odhadom,Vodný tok,1953,Nezistený,1.0,3.9,,11.3,10.5,,,STAT,SSC - IVSC ZA,Nové Mesto nad Váhom,3512A14900,3514A40100,1254261,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,4
M998,cesta I. triedy,72,72_012 Most cez potok Farkaška pred obcou Hačava,12,48.600203892,19.953596618,319.6135,klenbová,kameň,32.0,55.0,85.0,podľa tabuliek,Vodný tok,1886,Nezistený,1.0,3.7,,8.6,8.6,,,STAT,SSC - IVSC BB,Rimavská Sobota,3642A16900,3642A01200,1158272,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4,4
M1707,cesta I. triedy,19,50_347 Most cez Suchý potok za obcou Hriadky,347,48.699808536,21.728129878,106.252999,dosková,prefabrikovaný železobetón,35.0,97.0,420.0,statický výpočet,Vodný tok,1969,Nezistený,1.0,3.65,,10.0,10.0,57.5,,STAT,SSC - IVSC KE,Trebišov,3814A11600,3814B00300,183137,Košice,4,4,4,4,4,2,2,2,2,3,3,3,4
M4182,cesta I. triedy,9,09_115 Most cez bezmenný potok pri obci Horné Vestenice,115,48.717540156,18.462000465,258.297,dosková,monolitický železobetón,20.0,20.0,155.0,odhadom,Vodný tok,1941,Nezistený,1.0,3.5,,8.0,,,,STAT,SSC - IVSC ZA,Prievidza,3524A24600,3524A00800,490662,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M5109,cesta I. triedy,78,78_008 Most cez potok Babinský v obci Babín,8,49.332962895,19.382540058,682.765,klenbová,monolitický prostý betón,20.0,45.0,175.0,odhadom,Vodný tok,1952,Nezistený,1.0,3.5,,8.0,8.0,,,STAT,SSC - IVSC ZA,Námestovo,2641A08000,2641A08100,333893,Žilina,3,3,3,3,3,3,3,3,3,3,3,4,4
M7693,cesta I. triedy,72,72_075 Most cez Michalovský potok v k.ú. Kráľova Lehota,75,49.001668849,19.766240321,691.581,dosková,monolitický železobetón,18.0,49.0,183.0,porovnávací výpočet,Vodný tok,1938,Nezistený,1.0,3.4,,8.2,,,,STAT,SSC - IVSC ZA,Liptovský Mikuláš,3622A02300,2644A20300,211238,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,4
M4645,cesta I. triedy,64,64_060 Most cez zrážkový potok v obci Zemianske Kostoľany,60,48.682136516,18.521485495,229.877999,klenbová,monolitický prostý betón,12.0,47.0,194.0,odhadom,Vodný tok,1950,Nezistený,1.0,3.25,,10.85,8.55,,,STAT,SSC - IVSC ZA,Prievidza,3524A29000,3524A01400,490711,Trenčín,2,2,2,2,2,2,2,2,3,3,3,4,4
M7305,cesta I. triedy,66,67_072 Most cez Belský potok za obcou Spišská Belá,72,49.204951483,20.398414744,683.668749,dosková,monolitický železobetón,22.0,47.0,151.0,odhadom,Vodný tok,1932,Nezistený,1.0,3.2,,8.7,8.1,,,STAT,SSC - IVSC KE,Kežmarok,2732A16900,2732A00300,318669,Prešov,3,3,3,3,3,3,6,3,3,3,3,4,4
M5858,cesta I. triedy,9,9(50)_121 Most cez poľnú komunikáciu v meste Nováky,121,48.721427142,18.527698342,258.335999,klenbová,monolitický prostý betón,50.0,130.0,420.0,podľa tabuliek,Účelová komunikácia,1939,Nezistený,1.0,3.1,,8.7,8.7,,,STAT,SSC - IVSC ZA,Prievidza,3524A32300,3524A32400,490817,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M2924,cesta I. triedy,18,18_440 Most cez Daletický potok v obci Chminianska Nová Ves,440,49.00477857,21.090912879,352.054,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,podľa tabuliek,Vodný tok,1988,Nezistený,1.0,3.08,,18.96,14.96,,,STAT,SSC - IVSC KE,Prešov,3722A00802,3722A36900,6421,Prešov,1,1,1,1,1,1,1,3,3,3,3,4,4
M6096,cesta I. triedy,18,18_408 Most cez podchod pre peších v meste Levoča,408,49.026888877,20.594028331,568.157749,dosková,prefabrikovaný železobetón,26.0,51.0,310.0,podľa tabuliek,Podchod pre chodcov,1983,Nezistený,1.0,3.03,,13.34,13.34,,,STAT,SSC - IVSC KE,Levoča,2734A23500,2734A00200,405417,Prešov,3,3,3,3,3,3,3,3,3,3,3,4,4
M5006,cesta I. triedy,18,18_410 Most cez bezmenný potok za mestom Levoča,410,49.016383653,20.624111106,537.206999,klenbová,monolitický prostý betón,40.0,104.0,326.0,podľa tabuliek,Vodný tok,1941,Nezistený,1.0,3.03,,9.5,8.5,,,STAT,SSC - IVSC KE,Levoča,2734A01900,3712A01003,4700,Prešov,4,4,4,4,4,4,4,3,3,3,3,4,4
M3057,cesta I. triedy,18,"18_354 Most cez inundáciu, k.ú. Podtureň",354,49.066924905,19.679828794,607.580749,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,1939,Nezistený,1.0,3.0,,21.0,19.0,,,STAT,SSC - IVSC ZA,Liptovský Mikuláš,2644A00400,2644A00300,3626,Žilina,3,3,3,3,3,2,2,2,2,2,2,2,4
M147,cesta I. triedy,72,72_066 Most cez horský nestály tok v k.ú. Vyšná Boca,66,48.910325555,19.741348578,1191.474,klenbová,monolitický prostý betón,24.0,45.0,168.0,porovnávací výpočet,Vodný tok,1940,Nezistený,1.0,3.0,,10.5,,,,STAT,SSC - IVSC ZA,Liptovský Mikuláš,3622A00800,3622A00900,211223,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,4
M1553,cesta I. triedy,78,"78_025 Most cez potok Martinkov, k.ú. Rabča",25,49.475295147,19.490719097,646.728,oblúková,oceľ -  plnostenná,34.0,76.0,127.0,odhadom,Vodný tok,1987,Nezistený,1.0,2.9,,9.0,7.0,,,STAT,SSC - IVSC ZA,Námestovo,2623A26800,2623A26900,1251316,Žilina,3,3,3,3,3,3,3,3,3,3,3,4,4
M6967,cesta I. triedy,9,"09_116 Most cez bezmenný potok za II. odbočkou do obce Nitrica, k.ú. Nitrianske Sučany",116,48.719613555,18.46612814,257.949999,dosková,monolitický železobetón,2.0,7.0,28.0,odhadom,Vodný tok,1944,Nezistený,1.0,2.75,,8.05,,,,STAT,SSC - IVSC ZA,Prievidza,3524A24600,3524A00800,490662,Trenčín,2,2,2,2,2,2,2,2,2,2,2,4,4
M1416,cesta I. triedy,18,18_435 Most cez bezmenný potok v obci Bertotovce,435,49.021549561,21.02750489,409.755499,rámová,prefabrikovaný železobetón,50.0,107.0,378.0,podľa tabuliek,Vodný tok,1986,Nezistený,1.0,2.59,,16.0,12.0,,,STAT,SSC - IVSC KE,Prešov,2744A27100,2744A27200,453652,Prešov,2,2,2,2,2,2,2,3,3,3,3,4,4
M550,cesta I. triedy,9,09_104 Most v obci Brezolupy,104,48.698317775,18.289459168,258.933999,dosková,monolitický železobetón,31.0,112.0,420.0,porovnávací výpočet,Vodný tok,1940,Nezistený,1.0,2.55,,8.0,,,,STAT,SSC - IVSC ZA,Bánovce nad Bebravou,3523A01300,3523A36801,7764,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M7343,cesta I. triedy,61,61_069 Most nad podchodom pre peších za mestom Dubnica nad Váhom,69,48.968352138,18.182606614,244.475,dosková,monolitický železobetón,28.0,54.0,230.0,odhadom,Účelová komunikácia,1962,Nezistený,1.0,2.55,,10.0,7.0,,,STAT,SSC - IVSC ZA,Ilava,3521A19404,3521A19900,288272,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M5878,cesta I. triedy,9,"09_094 Most cez mlynský náhon, k.ú. Svinná",94,48.795816965,18.136203399,263.91425,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Kanál,1940,Nezistený,1.0,2.5,,7.8,6.8,,,STAT,SSC - IVSC ZA,Trenčín,3523A00402,3523A31600,1380541,Trenčín,2,2,2,2,2,2,2,2,2,3,3,3,4
M1516,cesta I. triedy,9,"50_096 Most cez potok Neporadský, k.ú. Svinná",96,48.791472096,18.160402,246.519,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,1940,Nezistený,1.0,2.5,,7.8,6.8,,,STAT,SSC - IVSC ZA,Trenčín,3523A31800,3523A00500,382706,Trenčín,3,3,3,3,2,2,2,2,2,3,3,3,4
M3338,cesta I. triedy,9,09_117 Most cez bezmenný potok pred obcou Nitrianske Sučany,117,48.720970256,18.472083543,264.702499,dosková,monolitický železobetón,21.0,73.0,420.0,odhadom,Vodný tok,1955,Nezistený,1.0,2.5,,7.75,7.75,,,STAT,SSC - IVSC ZA,Prievidza,3524A24600,3524A00800,490662,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4
M6030,cesta I. triedy,72,72-001_Most cez bezmenný potok pri križovatke na Čerenčany,1,48.40885,19.97766,217.24,oblúková,iný materiál,32.0,80.0,196.0,projektovaná,Vodný tok,1937,Nezistený,1.0,2.45,17.28,9.5,9.5,,,STAT,SSC - IVSC BB,Rimavská Sobota,3644A00703,3644A00800,401614,Banská Bystrica,6,6,6,6,7,7,3,3,3,3,3,4,4
M1153,cesta I. triedy,75,75_012 Most cez Dalinský potok za obcou Tvrdošovce,12,48.08047284,18.077163546,115.919999,klenbová,tehla,11.0,41.0,182.0,porovnávací výpočet,Vodný tok,1967,Nezistený,1.0,2.4,,8.8,8.2,,,STAT,SSC - IVSC BA,Nové Zámky,4523A27600,4523A00500,418363,Nitra,3,3,3,3,3,3,3,3,3,3,3,3,4
M2516,cesta I. triedy,72,72_004 Most cez podchod v obci Hrachovo,4,48.467129502,19.951754246,241.130999,rámová,prefabrikovaný železobetón,27.0,60.0,100.0,odhadom,Miestna komunikácia,1978,Nezistený,1.0,2.15,,11.5,10.5,,,STAT,SSC - IVSC BB,Rimavská Sobota,3644A01100,3644A22702,8037,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,2,4,4
M788,cesta I. triedy,61,61_079 Most cez potok Slatinka v obci Ladce,79,49.040895004,18.291313566,253.039,dosková,monolitický železobetón,34.0,73.0,336.0,podľa tabuliek,Vodný tok,1951,Nezistený,1.0,2.1,,9.7,7.8,,,STAT,SSC - IVSC ZA,Ilava,2543A02200,2543A39500,7249,Trenčín,4,4,4,4,3,3,3,3,3,3,3,4,4
M5539,cesta I. triedy,51,"51_151 Most cez jarok, Zajačia Dolina",151,48.237359829,18.664917663,217.963499,dosková,monolitický železobetón,26.0,65.0,350.0,porovnávací výpočet,Vodný tok,1932,Nezistený,1.0,2.05,,9.0,,,,STAT,SSC - IVSC BA,Levice,4522A01400,4611A23000,8067,Nitra,3,3,3,3,3,3,3,3,3,3,3,3,4
M6921,cesta I. triedy,66,66_015 Most cez zrážkový potok v obci Terany,15,48.184840975,18.899729788,145.673999,klenbová,monolitický prostý betón,32.0,53.0,196.0,projektovaná,Vodný tok,1954,Nezistený,1.0,2.05,,13.5,13.5,,,STAT,SSC - IVSC BB,Krupina,4611A30000,4611A06300,1362294,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4,4
M6437,cesta I. triedy,60,11_237 Most -MÚK -estakáda nad železnicou v Žiline,237,49.230043295,18.731408921,334.343811035156,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Cestná komunikácia",2000,Nezistený,1.0,1007.76,,8.59,6.5,,,STAT,SSC - IVSC ZA,Žilina,2631A06102,2631A06109,8971,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M3296,cesta I. triedy,65D,"65D.1_009 estakáda nad ul. ČSĽA a železničnou vlečkou, k.ú. Martin - pravý most",9,49.071,18.9145,396.749298095703,dosková,prefabrikovaný predpätý betón,23.0,86.0,182.0,podľa tabuliek,"Železnica,  Železnica,  Miestna komunikácia",1987,A,15.0,454.39,457.19,11.0,11.0,6127.0,4998.3,STAT,SSC - IVSC ZA,Martin,2633A21605,2633A15004,641255,Žilina,4,4,5,5,5,5,3,3,3,3,3,3,3
M9547,cesta I. triedy,65D,"65D.2_009 Estakáda nad ul. ČSĽA a železničnou vlečkou, k.ú. Martin - ľavý most",9.2,49.07122,18.91438,404.21,dosková,prefabrikovaný predpätý betón,29.0,107.0,227.0,Nezistený,"Miestna komunikácia,  Železnica",1987,A,15.0,450.9,453.7,11.0,11.0,6080.0,4959.9,STAT,SSC - IVSC ZA,Martin,2633A15005,2633A21608,641249,Žilina,0,0,0,0,5,5,3,3,3,3,3,3,3
M9553,cesta I. triedy,75,Most nad železnicou a cestou pred mestom Galanta,A SO 201,48.18692,17.6997,116.0,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,"Železnica,  Cestná komunikácia",2015,"model EC  LM1, LM2",8.0,229.0,,11.5,11.5,3271.8,3160.2,STAT,SSC - IVSC BA,Galanta,4512A41002,4512A38011,640433,Trnava,0,0,0,0,0,0,0,0,0,3,3,3,3
M10217,účelová cesta (UC),UK,66-108A_Most na ceste I/66 ponad poľnú cestu a potok Brezenec,108A,48.8006,19.6548,8.3,trámová,prefabrikovaný predpätý betón,32.0,90.0,300.0,statický výpočet,"Vodný tok, Účelová komunikácia, Iná prekážka, Miestna komunikácia",2023,"LM1,  LM2,  LM3",5.0,208.24,210.26,9.5,9.5,2417.99,2519.7,STAT,SSC - IVSC BB,Brezno,3623A35600,3623A35503,1477914,Banská Bystrica,0,0,0,0,0,0,0,0,0,0,0,0,3
M2773,cesta I. triedy,59,59-077B Most cez rieku Orava v obci Kňažia,077B,49.231661195,19.315923748,499.792,trámová,monolitický predpätý betón,62.0,137.0,181.0,podľa tabuliek,Vodný tok,1984,Nezistený,3.0,203.0,,11.5,11.5,,,STAT,SSC - IVSC ZA,Dolný Kubín,2632A04502,2632A04601,2818,Žilina,5,5,5,5,5,5,3,3,3,3,3,3,3
