ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M2724,cesta I. triedy,19,19_346 Most cez melioračný odpad za obcou Hriadky,346,48.699590903,21.723901716,106.758749,dosková,monolitický železobetón,26.0,55.0,368.0,statický výpočet,Kanál,1949,Nezistený,1.0,7.9,9.11,9.52,9.52,103.54,,STAT,SSC - IVSC KE,Trebišov,3814A11600,3814B00300,183137,Košice,4,4,4,4,4,2,2,2,2,3,3,3,3
M3228,cesta I. triedy,65,"65_063 Most cez potok Rudnica, k.ú. Dolná Ves",63,48.673508171,18.910398831,433.891,dosková,prefabrikovaný železobetón,37.0,89.0,292.0,projektovaná,Vodný tok,1973,Nezistený,1.0,7.55,,13.0,10.5,,,STAT,SSC - IVSC BB,Žiar nad Hronom,3631A19800,3631A19900,386005,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,2,3,3
M6696,cesta I. triedy,18,18_311 Portál železničného tunela,311,49.150882956,19.101012898,437.754249,klenbová,kameň,35.0,40.0,70.0,odhadom,Iná prekážka,1900,Nezistený,1.0,7.3,,11.0,11.0,,,STAT,SSC - IVSC ZA,Dolný Kubín,2634A00900,2634A02500,1804,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M4096,cesta I. triedy,62,62_009 Most cez potok Šárd za obcou Sládkovičovo,9,48.21802,17.6579,118.527499,dosková,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1967,ZM1(EC),1.0,7.26,8.4,11.5,11.5,111.65,83.484,STAT,SSC - IVSC BA,Galanta,4511A00702,4511A03100,610,Trnava,5,5,5,6,6,2,2,2,2,2,2,2,3
M7387,cesta I. triedy,68,68_011 Mot cez bezmenný potok za mestom Stará Ľubovňa,11,49.29214,20.72149,525.84,dosková,prefabrikovaný predpätý betón,31.0,79.0,195.0,podľa tabuliek,Vodný tok,1984,Nezistený,1.0,7.2,,11.5,,,,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A05605,2741A01500,247313,Prešov,2,2,2,2,2,2,4,4,4,3,3,3,3
M694,cesta I. triedy,18,18_427 Most cez miestny potok v obci Široké,427,48.998998945,20.942594041,507.137749,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,1953,Nezistený,1.0,7.0,,9.0,7.5,,,STAT,SSC - IVSC KE,Prešov,3721A40600,3721A01402,451999,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M1182,cesta I. triedy,49,49_055 Most cez Zborský potok za obcou Mestečko,55,49.163012721,18.274198255,303.04975,trámová,monolitický železobetón,24.0,48.0,210.0,podľa tabuliek,Vodný tok,1932,Nezistený,1.0,7.0,,9.74,8.5,,,STAT,SSC - IVSC ZA,Púchov,2543A15300,2543A00900,343351,Trenčín,1,1,1,1,1,1,1,2,2,2,2,3,3
M3564,cesta I. triedy,74,74_003 Most cez kanál za obcou Brekov,3,48.90743174,21.842610331,141.05975,dosková,prefabrikovaný železobetón,30.0,85.0,292.0,podľa tabuliek,Kanál,1964,Nezistený,1.0,7.0,,9.0,8.0,,,STAT,SSC - IVSC KE,Humenné,3812A18000,3812A18100,287985,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M2308,cesta I. triedy,18,18-509 Most cez miestny potok v obci Nacina Ves,509,48.823329304,21.853852651,125.32,dosková,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1946,Nezistený,1.0,6.9,,9.5,8.0,,,STAT,SSC - IVSC KE,Michalovce,3814A47300,3814A47400,1324530,Košice,5,5,7,7,7,7,7,2,2,2,2,3,3
M4708,cesta I. triedy,65,"65_077 Most pri Boriku, k.ú. Dolná Štubňa",77,48.84639,18.86605,529.4,dosková,prefabrikovaný železobetón,36.0,79.0,294.0,odhadom,Vodný tok,1977,A,1.0,6.7,10.8,11.58,11.58,108.4,112.9,STAT,SSC - IVSC ZA,Turčianske Teplice,3613A01500,3613A07900,2437,Žilina,4,4,4,4,4,4,3,3,3,3,3,3,3
M4211,cesta I. triedy,49,49_041 Most cez Drdákovský potok v obci Strelenka,41,49.185589741,18.144313174,431.7385,dosková,prefabrikovaný železobetón,29.0,64.0,298.0,podľa tabuliek,Vodný tok,1971,Nezistený,1.0,6.65,,10.2,8.5,,,STAT,SSC - IVSC ZA,Púchov,2543A23800,2543A36200,343571,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3
M9569,cesta I. triedy,16,"Most na ceste I/16 cez Maštínsky potok v km 0,780",235A,48.373889,19.8615,206.889,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,statický výpočet,Vodný tok,2015,"LM 1, LM2, LM3",1.0,6.584,6.686,9.878,9.878,228.5,318.975,STAT,SSC - IVSC BB,Lučenec,3644A30300,3644B00100,721461,Banská Bystrica,0,0,0,0,0,0,1,1,1,1,3,3,3
M9478,cesta II. triedy,520,520_202-00 Most cez vodný tok za obcou Nová Bystrica,Nezistený,49.371343,19.065035,631.0,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,2008,A,0.0,6.165,,,7.25,,,STAT,SSC - IVSC ZA,Čadca,2614A01200,2614A01400,194670,Žilina,0,0,0,0,0,0,0,1,1,1,1,1,3
M6181,cesta I. triedy,18,"18_323 Most cez potok Černová, k.ú. Ružomberok",323,49.08742147,19.270531796,472.903999,dosková,prefabrikovaný železobetón,18.0,72.0,235.0,podľa tabuliek,Vodný tok,1969,Nezistený,1.0,6.0,,15.0,12.5,,,STAT,SSC - IVSC ZA,Ružomberok,2634A28500,2634A39100,455773,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,3
M3768,cesta I. triedy,61,61_087 Most cez bezmenný potok za obcou Vysolaje,87,49.071080877,18.367641464,274.0975,dosková,prefabrikovaný železobetón,26.0,69.0,228.0,podľa tabuliek,Vodný tok,1953,Nezistený,1.0,6.0,,9.2,8.0,,,STAT,SSC - IVSC ZA,Púchov,2544A73400,2544A31400,1368731,Trenčín,4,4,4,4,3,3,3,3,3,3,3,3,3
M1969,cesta I. triedy,63,63_13 Most cez odvodňovací kanál pred obcou Hroboňovo,13,47.948592156,17.709830302,114.046,trámová,prefabrikovaný predpätý betón,30.0,80.0,290.0,odhadom,Kanál,1955,Nezistený,1.0,6.0,,9.4,8.3,,,STAT,SSC - IVSC BA,Dunajská Streda,4532A00300,4532A18400,1359,Trnava,3,3,3,3,3,3,4,4,5,3,3,3,3
M86,cesta I. triedy,21,73_026 Most cez bezmenný potok za mestom Svidník,26,49.326483004,21.585316594,244.915999,dosková,monolitický železobetón,26.0,49.0,253.0,odhadom,Vodný tok,1958,Nezistený,1.0,6.0,,8.35,8.35,,,STAT,SSC - IVSC KE,Svidník,2831A11800,2831A00701,1063099,Prešov,3,3,3,3,4,4,4,4,2,2,3,3,3
M2850,cesta I. triedy,74,74_029 Most cez potok Chotinka v obci Stakčín,29,48.998603157,22.222594157,249.26725,dosková,monolitický železobetón,26.0,31.0,160.0,podľa tabuliek,Vodný tok,1942,Nezistený,1.0,6.0,,11.2,9.0,,,STAT,SSC - IVSC KE,Snina,3821A12200,3821A12300,196951,Prešov,4,4,4,4,4,4,4,3,3,3,3,3,3
M9558,cesta I. triedy,72,"72-027A_Rekonštrukcia mosta nad bezmenným potokom v km 1,270",027A,48.72594,19.85337,607.165,oblúková,oceľobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,2015,ZM 1,1.0,5.9,7.5,9.45,9.45,90.08,224.43,STAT,SSC - IVSC BB,Rimavská Sobota,3624A13300,3624A13400,1158261,Banská Bystrica,0,0,0,0,0,0,2,2,2,2,2,3,3
M9675,cesta I. triedy,66,"66-106_Most na križovatkovej vetve ""A"" križovatky Brezno-mesto nad potokom Lazná",106,48.80626,19.61648,484.64,rámová,monolitický železobetón,32.0,80.0,196.0,statický výpočet,"Cestná komunikácia,  Vodný tok,  Železnica",2016,"ZS I, 4NV",3.0,5.888,7.748,7.5,7.5,66.56,70.507,STAT,SSC - IVSC BB,Brezno,3623A28001,3623A28002,846495,Banská Bystrica,0,0,0,0,0,0,0,1,1,1,1,3,3
M3870,cesta I. triedy,14,14_016 Most cez potok Žarnovica,16,48.844412577,18.932656728,600.1015,klenbová,monolitický prostý betón,28.0,56.0,224.0,odhadom,Vodný tok,1951,Nezistený,1.0,5.8,,8.6,7.5,,,STAT,SSC - IVSC ZA,Turčianske Teplice,3613A01600,3613A07200,2427,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M275,cesta I. triedy,72,72-057: Most cez potok Štiavnička pri obci Jarabá,57,48.89257,19.69351,846.66,dosková,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1940,LM1 + LM2 + LM3,1.0,5.561,7.787,7.5,7.5,66.97,50.61,STAT,SSC - IVSC BB,Brezno,3622A03700,3622A03800,489202,Banská Bystrica,6,6,6,7,7,7,7,2,2,2,2,2,3
M7602,cesta I. triedy,18,18_271 Portál tunela za Strečnom,271,49.169819676,18.875235973,374.392,klenbová,kameň,19.0,45.0,167.0,odhadom,Železnica,1900,Nezistený,1.0,5.5,,10.2,10.2,,,STAT,SSC - IVSC ZA,Žilina,2633A06100,2633A42900,2621,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M2361,cesta I. triedy,18,18_272 Portál tunela za Strečnom,272,49.169845414,18.876405444,374.62025,klenbová,kameň,50.0,129.0,352.0,odhadom,Železnica,1900,Nezistený,1.0,5.5,,11.6,11.6,,,STAT,SSC - IVSC ZA,Žilina,2633A06100,2633A42900,2621,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M4446,cesta I. triedy,18,18_273 Portál tunela za Strečnom,273,49.164980106,18.878430983,381.5285,klenbová,kameň,50.0,129.0,396.0,odhadom,Železnica,1900,Nezistený,1.0,5.5,,10.0,10.0,,,STAT,SSC - IVSC ZA,Žilina,2633A06100,2633A42900,2621,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M6901,cesta I. triedy,18,"18_274 Portál tunela, Strečno",274,49.164689118,18.878368551,380.303,klenbová,kameň,21.0,50.0,180.0,odhadom,Železnica,1900,Nezistený,1.0,5.5,,10.0,10.0,,,STAT,SSC - IVSC ZA,Žilina,2633A06100,2633A42900,2621,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M5424,cesta I. triedy,18,18_466 Most cez bezmenný potok v obci Čierne nad Topľou,466,48.993887123,21.568704613,145.312,dosková,monolitický železobetón,26.0,55.0,195.0,odhadom,Vodný tok,1956,Nezistený,1.0,5.35,,11.0,10.3,,,STAT,SSC - IVSC KE,Vranov nad Topľou,3811A14600,3811A00301,403982,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M3558,cesta I. triedy,18,"18_485A Most cez miestny potok, k.ú. Vranov nad Topľou",485A,48.885578061,21.678336402,135.523,dosková,prefabrikovaný predpätý betón,46.0,110.0,208.0,odhadom,Vodný tok,1981,Nezistený,1.0,5.27,,12.98,,,,STAT,SSC - IVSC KE,Vranov nad Topľou,3812A01003,3812A39900,421835,Prešov,2,2,2,2,2,3,3,3,3,3,3,3,3
M7708,cesta I. triedy,18,18_389C Podchod pre peších v meste Poprad,389C,49.050335288,20.300259906,692.482499,trámová,prefabrikovaný železobetón,36.0,78.0,358.0,podľa tabuliek,Podchod pre chodcov,1969,Nezistený,1.0,5.25,,14.0,13.0,,,STAT,SSC - IVSC KE,Poprad,2733A12003,2733A12100,959128,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M9676,cesta I. triedy,66,"66-107_Most na križovatkovej vetve ""B"" križovatky Brezno-mesto nad potokom Lazná",107,48.80669,19.61694,484.94,rámová,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,2016,"ZS I, 4NV",1.0,5.228,6.879,7.5,7.5,59.17,62.6,STAT,SSC - IVSC BB,Brezno,3623A28002,3623A28001,846496,Banská Bystrica,0,0,0,0,0,0,0,1,1,1,1,3,3
M7553,cesta I. triedy,74,74_038 Most cez potok Luh v obci Ladomirov,38,48.927441341,22.29899638,323.220499,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1951,Nezistený,1.0,5.2,,8.5,8.5,,,STAT,SSC - IVSC KE,Snina,3821A04300,3821A04400,196837,Prešov,2,2,2,2,3,3,3,3,3,3,3,3,3
M2403,cesta I. triedy,18,18_444 Most cez potok Vydumanec pred mestom Prešov,444,49.00245283,21.217743357,257.056549072266,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,podľa tabuliek,"Vodný tok,  Vodný tok",1984,Nezistený,2.0,5.11,,9.28,9.28,,,STAT,SSC - IVSC KE,Prešov,3722A29000,3722A29100,452082,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M9579,cesta I. triedy,66,"66-120A_Most nad Ždiarskym potokom v km 3,568",120A,48.8522,19.854,613.515,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2016,"(A) LM 1, LM2, LM3",1.0,5.034,6.45,12.27,8.304,79.31,63.99,STAT,SSC - IVSC BB,Brezno,3622A04200,3622A04300,489245,Banská Bystrica,0,0,0,0,0,0,1,1,1,1,1,1,3
M2399,cesta I. triedy,49,49_042 Most cez Holcovský potok v obci Strelenka,42,49.189173814,18.154225253,415.190499,dosková,prefabrikovaný železobetón,37.0,83.0,475.0,podľa tabuliek,Vodný tok,1971,Nezistený,1.0,5.0,,10.2,8.5,,,STAT,SSC - IVSC ZA,Púchov,2543A23900,2543A24000,343572,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3
M6123,cesta I. triedy,19,50_352 Most cez kanál v obci Trhovište,352,48.699283148,21.800798706,107.350999,dosková,monolitický železobetón,26.0,31.0,165.0,odhadom,Kanál,1933,Nezistený,1.0,5.0,,10.0,8.8,,,STAT,SSC - IVSC KE,Michalovce,3814A27300,3814A27400,355585,Košice,3,3,3,3,3,2,3,3,3,3,3,3,3
M355,cesta I. triedy,61,61_026 Most nad poľnou cestou za obcou Trakovice,26,48.442069319,17.704207564,160.28075,klenbová,monolitický prostý betón,50.0,60.0,100.0,odhadom,Účelová komunikácia,1953,Nezistený,1.0,5.0,,11.0,,,,STAT,SSC - IVSC BA,Hlohovec,3534A00102,3534A10800,1045,Trnava,3,3,3,3,3,3,3,3,3,3,3,3,3
M2460,cesta I. triedy,61,"61_056A Most nad podchodom, k.ú. Trenčín",056A,48.896362955,18.041273107,214.826249,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Miestna komunikácia,1981,Nezistený,1.0,5.0,,16.25,14.25,,,STAT,SSC - IVSC ZA,Trenčín,3521A00411,3521A03900,411833,Trenčín,2,2,2,2,2,2,2,2,2,2,2,2,3
M1565,cesta I. triedy,66,67_042 Most cez Vernársky potok v obci Vernár,42,48.920531901,20.272640293,769.0095,dosková,prefabrikovaný železobetón,24.0,72.0,235.0,podľa tabuliek,Vodný tok,1965,Nezistený,1.0,5.0,,10.0,8.0,,,STAT,SSC - IVSC KE,Poprad,3711A04000,3711A10701,440596,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M10218,účelová cesta (UC),UK,66-108B_Most nad účelovou komunikáciou,108B,48.8002,19.6596,4.85,dosková,monolitický železobetón,32.0,90.0,300.0,statický výpočet,Účelová komunikácia,2023,"LM1,  LM2,  LM3",1.0,5.0,6.64,9.5,9.5,76.36,60.5,STAT,SSC - IVSC BB,Brezno,3623A35600,3623A35503,1477914,Banská Bystrica,0,0,0,0,0,0,0,0,0,0,0,0,3
M4368,cesta I. triedy,77,77_003 Most cez mlynský náhon v obci Bušovce,3,49.218559328,20.483680078,597.345,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Kanál,2000,Nezistený,1.0,4.93,,8.5,8.5,,,STAT,SSC - IVSC KE,Kežmarok,2732A17800,2732A17900,318688,Prešov,1,1,1,1,1,1,1,3,3,3,3,3,3
M4256,cesta I. triedy,9,50_144 Most cez bezmenný potok v obci Ráztočno,144,48.769451932,18.755456795,354.300749,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,odhadom,Vodný tok,1980,Nezistený,1.0,4.8,,18.75,14.75,,,STAT,SSC - IVSC ZA,Prievidza,3613A00600,3613A20901,6744,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3
M620,cesta I. triedy,12,12_004 Most cez bezmenný potok a MK v obci Čierne,4,49.50294143,18.842286777,480.489499,klenbová,kameň,20.0,47.0,80.0,Nezistený,"Vodný tok,  Miestna komunikácia",1870,K-STNU,1.0,4.79,,6.85,6.85,,,STAT,SSC - IVSC ZA,Čadca,2613A10000,2613A10100,194223,Žilina,4,6,3,3,3,3,3,3,3,3,3,3,3
M176,cesta I. triedy,18,"18_286 Most cez potok Javorový, Priekopa",286,49.10667636,18.91770277,391.74325,dosková,monolitický železobetón,33.0,50.0,143.0,odhadom,Vodný tok,1954,Nezistený,1.0,4.7,,13.0,13.0,,,STAT,SSC - IVSC ZA,Martin,2633A23600,2633A00601,197863,Žilina,2,2,2,2,2,2,3,3,3,3,3,3,3
M1197,cesta I. triedy,18,"18_328A Most cez potok Štiavnička, k.ú. Liptovská Štiavnica",328A,49.078810414,19.342379612,491.42325,rámová,monolitický železobetón,33.0,142.0,196.0,statický výpočet,Vodný tok,1981,Nezistený,1.0,4.7,,10.5,,,,STAT,SSC - IVSC ZA,Ružomberok,2643A00400,2643A00500,3477,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,3
M5958,cesta I. triedy,9,50_141C Most cez podchod pre peších k autobusovej zastávke v obci Chrenovec,141C,48.775490743,18.727528319,330.302249,dosková,prefabrikovaný železobetón,25.0,53.0,420.0,odhadom,Miestna komunikácia,1978,Nezistený,1.0,4.7,,14.85,13.35,,,STAT,SSC - IVSC ZA,Prievidza,3613A20202,3613A20300,1284760,Trenčín,3,3,3,3,3,3,3,3,2,2,2,2,3
M9491,cesta I. triedy,51,51-170_Most v obci Prenčov,170,48.348051106,18.930399263,287.011,rámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2012,Model EC,1.0,4.7,5.4,9.5,9.5,57.14,52.17,STAT,SSC - IVSC BB,Banská Štiavnica,4611A14200,3633A14500,234172,Banská Bystrica,0,0,0,2,2,2,2,2,2,3,3,3,3
M541,cesta I. triedy,79,79_014 Most cez poľný potok pred obcou Hriadky,14,48.710707512,21.705221602,108.403,dosková,monolitický železobetón,24.0,30.0,189.0,podľa tabuliek,Vodný tok,1949,Nezistený,1.0,4.65,,10.0,8.4,,,STAT,SSC - IVSC KE,Trebišov,3814A01800,3814A00414,4833,Košice,3,3,3,3,4,4,4,4,3,3,3,3,3
M3146,cesta I. triedy,77,77_016 Most cez horský potok za obcou Nižné Ružbachy,16,49.286533741,20.588427709,561.618,klenbová,monolitický prostý betón,26.0,65.0,160.0,odhadom,Vodný tok,1963,Nezistený,1.0,4.45,,7.6,7.6,,,STAT,SSC - IVSC KE,Stará Ľubovňa,2732A09800,2732A09900,220803,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M3324,cesta I. triedy,19,50_355 Most cez potok za obcou Trhovište,355,48.712859616,21.835260463,133.919999,dosková,monolitický železobetón,33.0,121.0,807.0,porovnávací výpočet,Vodný tok,1930,Nezistený,1.0,4.4,,11.3,10.0,,,STAT,SSC - IVSC KE,Michalovce,3814A00603,3814A16500,562276,Košice,6,6,6,6,6,6,6,2,2,2,2,3,3
M9484,cesta II. triedy,520,520_208-00 Most cez občasný tok 2,Nezistený,49.370165,19.091995,851.0,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,"Vodný tok,  Údolie",2008,A,0.0,4.388,,6.02,,,,STAT,SSC - IVSC ZA,Čadca,2614A01500,2614B00100,194673,Žilina,0,0,0,0,0,0,0,2,2,2,2,2,3
M6272,cesta I. triedy,19,50_370 Most cez bezmenný potok pred mestom Sobrance,370,48.751285255,22.162154585,119.630999,dosková,monolitický železobetón,24.0,87.0,344.0,statický výpočet,Vodný tok,1932,Nezistený,1.0,4.2,5.24,8.0,8.0,39.7,107.85,STAT,SSC - IVSC KE,Sobrance,3823A00800,3823A11900,2358,Košice,4,4,4,4,4,3,3,3,3,3,3,3,3
M7393,cesta I. triedy,20,68_067 Most cez miestny potok za obcou Bretejovce,67,48.823371437,21.2991042,210.702999,klenbová,monolitický železobetón,26.0,48.0,168.0,podľa tabuliek,Vodný tok,1906,Nezistený,1.0,4.2,,9.5,9.5,,,STAT,SSC - IVSC KE,Prešov,3724A01000,3724A32100,5456,Prešov,2,2,2,2,3,3,3,3,3,3,3,3,3
M4619,cesta I. triedy,15,15_005 Most cez kanál v obci Podčičva,5,48.912813039,21.739788056,128.959,dosková,monolitický železobetón,16.0,17.0,124.0,odhadom,Kanál,1932,Nezistený,1.0,4.15,,10.1,8.0,,,STAT,SSC - IVSC KE,Vranov nad Topľou,3812A34000,3812A00101,403865,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M2089,cesta I. triedy,21,73_018 Most cez miestny potok pred obcou Rakovčík,18,49.236581113,21.570050345,240.766499,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1968,Nezistený,1.0,4.15,,9.0,9.0,48.48,44.626,STAT,SSC - IVSC KE,Svidník,2831A20500,2831A20901,236234,Prešov,3,3,3,3,3,3,2,2,2,2,3,3,3
M4511,cesta I. triedy,10,18_248 Most cez potok v obci Kolárovice,248,49.279956844,18.533917074,406.262,klenbová,monolitický prostý betón,21.0,54.0,184.0,podľa tabuliek,Vodný tok,1937,Nezistený,1.0,4.1,,10.0,10.0,,,STAT,SSC - IVSC ZA,Bytča,2542A07500,2542A40700,273353,Žilina,4,4,4,4,4,2,2,2,2,3,3,3,3
M135,cesta I. triedy,61,61_095 Most cez bezmenný potok z mestom Považská Bystrica,95,49.131350897,18.470920498,293.368,klenbová,monolitický železobetón,50.0,130.0,420.0,odhadom,Vodný tok,1978,Nezistený,1.0,4.1,,11.5,11.5,,,STAT,SSC - IVSC ZA,Považská Bystrica,2544A25600,2544A25700,343442,Trenčín,2,2,2,2,2,2,2,2,2,2,2,3,3
M6880,cesta I. triedy,66A,"67_055A Most cez potok Fujara v meste Poprad, časť Matejovce",055A,49.073523,20.32611,658.0,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2004,Nezistený,1.0,4.1,,17.0,11.5,,,STAT,SSC - IVSC KE,Poprad,2733A30100,2733A30203,625521,Prešov,0,0,0,0,2,2,2,2,2,2,2,3,3
M3464,cesta I. triedy,9,Nezistený,1,48.768387771,18.6476261,294.626749,dosková,monolitický železobetón,26.0,28.0,202.0,podľa tabuliek,Vodný tok,1933,Nezistený,1.0,4.02,,7.75,7.59,,,STAT,SSC - IVSC ZA,Prievidza,3524A01203,3524A01208,6699,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3
M1799,cesta I. triedy,9,"50_Most cez podchod pre peších, k.ú. Žiar nad Hronom",155B,48.590371621,18.855066526,273.902749,dosková,prefabrikovaný železobetón,60.0,60.0,100.0,odhadom,"Miestna komunikácia,  Miestna komunikácia",1977,Nezistený,1.0,4.0,,7.0,7.0,,,STAT,SSC - IVSC BB,Žiar nad Hronom,3631A00701,3631A27601,6774,Banská Bystrica,1,1,1,1,1,1,1,3,3,3,3,3,3
M2866,cesta I. triedy,61,61-072 Most cez potok Porubský v meste Ilava,72,48.995967482,18.231800814,251.3325,klenbová,monolitický prostý betón,30.0,78.0,252.0,podľa tabuliek,Vodný tok,1954,Nezistený,1.0,4.0,,15.4,11.5,,,STAT,SSC - IVSC ZA,Ilava,3521A23500,3521A00102,288310,Trenčín,5,5,5,3,3,3,3,3,3,3,3,3,3
M2584,cesta I. triedy,62,62_003 Most cez inundačné územie pred obcou Sládkovičovo,3,48.200539309,17.56063273,121.036999,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,statický výpočet,Záplavové územie,1967,Nezistený,1.0,4.0,,11.45,11.1,,,STAT,SSC - IVSC BA,Galanta,4511A45700,4511A53400,508997,Trnava,3,3,3,3,2,2,2,2,2,2,2,2,3
M1405,cesta I. triedy,66,"66-052B_Most nad chodníkmi pre peších-zasypaný kolektor, Sliač-Hájniky-Kováčová",052B,48.58568,19.1065,286.481994628906,rámová,prefabrikovaný železobetón,36.0,81.0,390.0,podľa tabuliek,"Podchod pre chodcov,  Iná prekážka",1980,Nezistený,1.0,4.0,5.24,26.0,9.5,,,STAT,SSC - IVSC BB,Zvolen,3632A31603,3632A31601,759932,Banská Bystrica,1,1,1,1,1,1,1,1,1,1,1,3,3
M1125,cesta I. triedy,77,77_024 Most cez potok Korbač za obcou Hniezdne,24,49.309760487,20.681258378,532.938999,klenbová,monolitický prostý betón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,1943,Nezistený,1.0,4.0,,8.0,8.0,,,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A00300,2741A00100,5193,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
M9519,cesta I. triedy,77,77_069 Most cez potok Kameňa v obci Nižný Mirošov,69,49.368975997,21.468314328,298.3,rámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2014,"STN EN 1991-2, ZM 1,2",1.0,4.0,5.0,8.5,7.5,45.0,34.0,STAT,SSC - IVSC KE,Svidník,2813A03200,2813A00300,236096,Prešov,0,0,0,0,2,3,3,3,3,3,3,3,3
M2140,cesta I. triedy,79,79_041 Most cez poľný potok pred obcou Plešany,41,48.433531631,21.88994786,99.456999,dosková,monolitický železobetón,26.0,41.0,260.0,podľa tabuliek,Vodný tok,1952,Nezistený,1.0,3.95,,10.8,9.9,,,STAT,SSC - IVSC KE,Trebišov,3834A01500,3834A27300,3351,Košice,3,3,3,3,3,3,3,3,3,3,3,3,3
M3421,cesta I. triedy,75,75_025 Most cez odpadový kanál pri majeri Stará Dedina,25,48.031744765,18.422638899,236.7935,dosková,prefabrikovaný železobetón,16.0,33.0,219.0,porovnávací výpočet,Kanál,1969,Nezistený,1.0,3.9,,7.6,6.8,,,STAT,SSC - IVSC BA,Nové Zámky,4524A12600,4524A12800,418552,Nitra,2,2,2,2,2,2,3,3,3,3,3,3,3
M3303,cesta I. triedy,16,50_291 Most cez horský potok na vrchu Soroška,291,48.625893351,20.638056726,451.448,klenbová,monolitický prostý betón,17.0,42.0,104.0,porovnávací výpočet,Vodný tok,1940,Nezistený,1.0,3.8,,14.0,,,,STAT,SSC - IVSC KE,Rožňava,3732A01500,3732A27400,4917,Košice,6,2,2,2,2,2,3,3,3,3,3,3,3
M6972,cesta I. triedy,20,68_064 Most cez miestny potok v obci Lemešany,64,48.851626302,21.271332653,216.70725,dosková,monolitický železobetón,26.0,63.0,231.0,odhadom,Vodný tok,1945,Nezistený,1.0,3.75,,43.0,39.0,,,STAT,SSC - IVSC KE,Prešov,3722A24303,3722A24302,452022,Prešov,3,3,3,3,3,3,3,3,3,3,3,3,3
