Time,P_1_pv0,P_1_pv1,P_1_pv3,P_6_pv0,P_6_pv1,P_6_pv3,P_7_pv0,P_7_pv1,P_7_pv3,P_9_pv0,P_9_pv1,P_9_pv3
2025-02-15 00:00:00+00:00,2192.69171125,212.63237379999998,-5.26428926,2315.51269525,224.7027321,-4.56497299675,2243.7136840000003,217.675777425,-4.81191980825,2396.0483400000003,232.4066925,-5.013190031
2025-02-15 01:00:00+00:00,2285.04461675,221.473896025,-5.74816811075,2409.977112,233.737800625,-5.105031848,2335.500122,226.46928025,-5.3004398345,2488.85095225,241.2488556,-5.6529067755
2025-02-15 02:00:00+00:00,2238.522522,216.868335725,-6.197117686,2366.25659175,229.3949585,-5.5300440787500005,2288.6725465,221.8383751,-5.6971178055,2443.3863524999997,236.741092675,-6.04689788825
2025-02-15 03:00:00+00:00,2311.49353025,223.85200502499998,-6.55691242225,2436.3733522499997,236.101020825,-5.9106009005,2368.49273675,229.489921575,-6.04298973075,2520.4451295,244.12276839999998,-6.4037615059999995
2025-02-15 04:00:00+00:00,2252.21563725,218.017383575,-6.969223261,2376.99469025,230.241272,-6.3453834055,2312.920532,224.0042572,-6.47703945625,2463.7194215,238.51877595,-6.849535823
2025-02-16 00:00:00+00:00,2351.22674575,227.29110335,-8.28163194675,2476.836853,239.918609625,-6.32584261875,2411.9809569999998,233.249446875,-7.9267220497499995,2563.4607545,248.210826875,-6.71055185775
2025-02-16 01:00:00+00:00,2344.15997325,226.618282325,-8.242306232499999,2470.1052245,239.211059575,-6.54860758775,2406.50378425,232.703781125,-7.989985466,2557.14007575,247.518241875,-7.0346850155
2025-02-16 02:00:00+00:00,2183.63928225,211.007465375,-8.664631367,2310.44177225,223.665824875,-6.91231060025,2237.687134,216.275630925,-8.46409416175,2389.56976325,231.19966127499998,-7.444064617
2025-02-16 03:00:00+00:00,2329.11425775,225.021228775,-8.8502690795,2455.120239,237.599151625,-7.205667019,2387.9297485,230.752471925,-8.642159462,2539.5788575,245.622493775,-7.791890621
2025-02-16 04:00:00+00:00,2287.0026855,220.84711455000001,-9.30312657375,2413.56488025,233.51253889999998,-7.473864317,2343.5180055,226.3668251,-9.04494404775,2495.29296875,241.2590065,-8.1184664965
2025-02-17 00:00:00+00:00,2324.87640375,224.479488375,-9.419394493,2452.236145,237.41015625,-6.841475129,2386.48547375,230.463508625,-9.27381563175,2538.1791992500002,245.50879667499999,-7.7127504345
2025-02-17 01:00:00+00:00,2393.223877,231.08542632500001,-9.39521265,2519.53082275,243.943531,-6.76599884,2454.50561525,237.0171585,-9.33194923375,2606.0688475,252.0436287,-7.832193494
2025-02-17 02:00:00+00:00,2179.1931765,210.391803725,-9.51221323,2308.86468525,223.4943657,-6.9858329295,2233.04534925,215.600738525,-9.474596977000001,2386.235962,230.71816635,-8.09892547125
2025-02-17 03:00:00+00:00,2386.9672849999997,230.50107194999998,-9.30630207075,2513.68737775,243.34025572500002,-6.9098680017500005,2449.4071655,236.542667375,-9.26013708125,2600.09838875,251.41555785,-8.02198362375
2025-02-17 04:00:00+00:00,2418.8109130000003,233.64775085,-9.01441168775,2545.1133422499997,246.431690225,-6.723986149,2480.46917725,239.628273025,-8.91548633575,2631.31378175,254.4903984,-7.81314122675
2025-02-18 00:00:00+00:00,2347.48907475,227.36651990000001,-6.424035072,2473.09222425,239.89450075,-4.95847559,2406.4465335,233.141101825,-6.1553492545,2558.0590819999998,248.05506515000002,-5.276013851249999
2025-02-18 01:00:00+00:00,2374.883301,229.994045275,-6.521739006,2500.54815675,242.518516525,-5.1145581005,2434.3224490000002,235.804836275,-6.2765021325,2586.0082395,250.7276573,-5.463361144
2025-02-18 02:00:00+00:00,2366.2668944,229.13472292,-6.6389837266,2492.9833498,241.75512696,-5.2355644225999995,2425.7294432000003,234.95214536000003,-6.387493801,2576.7406247999998,249.76851806,-5.6580362322
2025-02-18 03:00:00+00:00,2375.16021725,229.97584535000001,-6.71787965275,2501.58953875,242.563892375,-5.3368345495,2435.50128175,235.8753891,-6.48168039325,2586.336731,250.65755845,-5.8133854865
