ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,S
M2117,cesta II. triedy,566,Dilatačný celok,Most cez Podhoroďskú vodu v obci Podhoroď,M2117.01,4,48.817540541,22.299997342,337.436499,dosková,prefabrikovaný železobetón,36,86,420,podľa tabuliek,Vodný tok,1970,Nezistený,1.0,5.15,,9.0,6.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A07800,3823A25500,272177,280,11.809,11.709,25,Košice,2,2,2,2,2,2,2,2,2,2,2,4,952.0
M6735,cesta II. triedy,566,Dilatačný celok,Most cez miestny potok pred obcou Ruský Hrabovec,M6735.01,004A,48.840389269,22.323375743,322.281499,dosková,prefabrikovaný železobetón,35,75,332,podľa tabuliek,Vodný tok,1978,Nezistený,1.0,7.88,,7.5,6.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A08000,3822A00600,272179,3453,15.706,15.606,28,Košice,2,2,2,2,2,2,2,2,2,2,2,6,952.0
M260,cesta II. triedy,566,Dilatačný celok,Most cez potok v obci Ruský Hrabovec,M260.01,5,48.852290495,22.349716723,283.708499,dosková,prefabrikovaný železobetón,35,76,331,podľa tabuliek,Vodný tok,1978,Nezistený,1.0,8.0,,9.0,6.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3822A00600,3822A08800,2149,97,18.133,18.033,29,Košice,2,2,2,2,2,2,2,2,2,2,2,6,952.0
M2662,cesta II. triedy,566,Dilatačný celok,Most cez miestny potok v obci Ruský Hrabovec,M2662.01,6,48.85585315,22.353155722,277.8515,dosková,prefabrikovaný železobetón,31,72,297,podľa tabuliek,Vodný tok,1978,Nezistený,1.0,8.06,,9.6,7.1,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3822A10100,3822A09000,1356160,104,18.642,18.542,32,Košice,2,2,2,2,2,2,2,2,2,2,2,5,952.0
M2663,cesta II. triedy,566,Dilatačný celok,Most cez potok Stržný za obcou Ruský Hrabovec,M2663.01,7,48.862892198,22.355341264,265.0035,trámová,monolitický železobetón,22,40,100,odhadom,Vodný tok,1925,Nezistený,1.0,14.8,,7.9,6.9,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3822A09102,3822B00300,272163,649,19.471,19.371,35,Košice,3,3,3,3,3,3,5,5,5,5,6,6,952.0
M7142,cesta II. triedy,576,Dilatačný celok,Most cez horský potok pred obcou Herľany,M7142.01,9,48.81250111,21.51601848,570.9015,trámová,oceľ -  plnostenná,3,0,0,odhadom,Vodný tok,1948,Nezistený,1.0,5.5,,5.7,4.7,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A27602,3813A00801,1303859,1251,18.317,19.17,33,Košice,5,5,5,5,5,5,5,5,5,5,7,7,358.0
M5726,cesta II. triedy,576,Dilatačný celok,Most cez Svinický potok pred obcou Ďurkov,M5726.01,10,48.72122983,21.437092335,233.714,dosková,prefabrikovaný železobetón,21,50,232,podľa tabuliek,Vodný tok,1961,Nezistený,1.0,7.0,,7.4,6.4,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A26802,3813A22000,1068554,235,32.451,32.951,71,Košice,4,4,4,4,4,4,4,4,4,4,5,5,12272.0
M7124,cesta II. triedy,576,Dilatačný celok,Most cez jarok za obcou Ďurkov,M7124.01,12,48.69483659,21.438495025,248.376499,klenbová,kameň,4,20,98,odhadom,Vodný tok,1908,Nezistený,1.0,2.8,,8.5,8.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A22500,3813A22700,452641,1209,35.776,35.959,78,Košice,3,3,3,3,3,6,6,6,6,6,4,4,2559.0
M5479,cesta II. triedy,576,Dilatačný celok,Most cez miestny potok v obci Ruskov,M5479.01,13,48.682710151,21.431801198,225.945999,dosková,monolitický železobetón,24,30,169,podľa tabuliek,Vodný tok,1959,Nezistený,1.0,5.7,,8.4,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A23100,3813A23201,452647,10,37.307,37.46,84,Košice,2,2,2,2,2,6,6,6,6,6,6,6,2559.0
M3741,cesta II. triedy,576,Dilatačný celok,Most cez miestny potok v Bohdanovciach,M3741.01,14,48.658588964,21.400706398,206.923999,dosková,prefabrikovaný železobetón,31,72,297,podľa tabuliek,Vodný tok,1968,Nezistený,1.0,7.8,,9.5,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3831A23800,3831A00100,452658,218,41.4,41.436,96,Košice,3,3,3,3,3,6,6,6,6,6,6,6,2559.0
M1608,cesta II. triedy,582,Dilatačný celok,"Most cez rieku Laborec v km 0,504",M1608.01,1,48.760147182,21.919972718,114.615,trámová,prefabrikovaný predpätý betón,30,68,149,podľa tabuliek,Vodný tok,1980,Nezistený,3.0,53.95,,15.0,15.0,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A05213,3814A45200,642641,40,1.599,1.586,62,Košice,3,3,3,3,3,3,6,6,6,6,6,6,12957.0
M6860,cesta II. triedy,582,Dilatačný celok,Most cez nápustný kanál do Zempl. Šíravy,M6860.01,2,48.789028749,21.946126892,117.126749,trámová,prefabrikovaný predpätý betón,30,63,170,podľa tabuliek,Kanál,1966,Nezistený,2.0,22.94,,9.1,7.75,,,KE SK,SC KSK - MI,Michalovce,v smere trasy CK,medzikrižovatkový,3814A32001,3814A02501,355667,229,6.002,5.989,85,Košice,3,3,3,3,3,3,5,5,6,6,6,6,9569.0
M6554,cesta II. triedy,582,Dilatačný celok,Most cez nápustný kanál na Zempl. Šírave - ľavý pás,M6554.01,3,48.789078905,21.945979434,117.436749,trámová,prefabrikovaný predpätý betón,39,113,233,podľa tabuliek,Kanál,1978,Nezistený,2.0,45.42,,10.25,7.75,,,KE SK,SC KSK - MI,Michalovce,proti smeru trasy CK,medzikrižovatkový,3814A02504,3814A32002,365972,69,6.026,6.036,154,Košice,3,3,3,3,3,3,5,5,5,5,6,6,9569.0
M3540,cesta II. triedy,582,Dilatačný celok,Most cez Viňanský potok za obcou Vinné,M3540.01,4,48.797854258,21.957982963,124.930313110352,dosková,prefabrikovaný železobetón,31,71,301,podľa tabuliek,"Vodný tok, Vodný tok",1966,Nezistený,1.0,8.0,,9.0,7.5,,,KE SK,SC KSK - MI,Michalovce,v smere trasy CK,lúč,3814A02607,3814A02602,6265,81,7.371,7.358,92,Košice,2,2,2,2,2,2,2,2,2,2,5,5,5363.0
M7805,cesta II. triedy,582,Dilatačný celok,Most cez potok Kalužský za obcou Kaluža,M7805.01,5,48.804894664,22.00272262,119.92138671875,dosková,prefabrikovaný železobetón,30,69,311,podľa tabuliek,"Vodný tok, Vodný tok",1966,Nezistený,1.0,7.87,,10.75,7.75,,,KE SK,SC KSK - MI,Michalovce,v smere trasy CK,medzikrižovatkový,3823A24502,3823A20701,1324549,71,11.11,11.09,117,Košice,2,2,2,2,2,2,2,2,2,4,4,4,5363.0
M2791,cesta II. triedy,582,Dilatačný celok,Most cez potok Klokočovský v obci Klokočov,M2791.01,6,48.809795897,22.02784283,118.513,dosková,prefabrikovaný železobetón,39,105,347,podľa tabuliek,Vodný tok,1966,Nezistený,1.0,6.0,,7.5,6.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A22500,3823A22600,355644,154,13.133,13.114,169,Košice,2,2,2,2,2,2,2,2,2,6,6,6,5363.0
M1193,cesta II. triedy,582,Dilatačný celok,Most cez potok Čierna voda v obci Kusín,M1193.01,7,48.813337783,22.063572086,116.303,dosková,prefabrikovaný železobetón,39,105,347,podľa tabuliek,Vodný tok,1966,Nezistený,1.0,6.0,,7.5,6.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A24800,3823A22700,1324553,1302,15.824,15.805,173,Košice,2,2,2,2,2,2,2,2,2,6,6,6,5363.0
M237,cesta II. triedy,582,Dilatačný celok,Most cezpotok Kusinský za obcou Kusín,M237.01,8,48.817488785,22.072052269,119.9725,dosková,prefabrikovaný železobetón,31,83,278,podľa tabuliek,Vodný tok,1966,Nezistený,1.0,3.8,,7.5,6.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A22800,3823A22900,355647,275,15.765,16.608,175,Košice,4,4,4,4,4,4,4,4,5,5,5,5,5363.0
M721,cesta II. triedy,582,Dilatačný celok,Most cez potok Sokolovský pred obcou Jovsa,M721.01,10,48.815475394,22.089635039,125.785,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1950,Nezistený,1.0,3.2,,8.3,6.9,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A23100,3823A01400,355650,56,17.123,17.966,178,Košice,3,3,3,3,3,3,3,3,3,3,6,6,5363.0
M6534,cesta II. triedy,582,Dilatačný celok,Most cez potok Myslina pred obcou Poruba p. V.,M6534.01,13,48.822068203,22.118216662,167.251499,dosková,prefabrikovaný železobetón,26,41,298,podľa tabuliek,Vodný tok,1972,Nezistený,1.0,5.15,,9.5,8.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A18100,3823A18300,354521,1001,19.475,20.318,186,Košice,3,3,3,3,3,3,3,3,3,3,4,4,1199.0
M5218,cesta II. triedy,582,Dilatačný celok,Most cez potok Rybka v obci Poruba pod Vihorlatom,M5218.01,14,48.823363517,22.133893022,190.047,dosková,prefabrikovaný železobetón,32,71,330,podľa tabuliek,Vodný tok,1977,Nezistený,1.0,6.6,,10.0,8.25,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A18402,3823A18501,1324555,12,20.643,21.539,189,Košice,3,3,3,3,3,3,3,3,3,3,6,6,1199.0
M368,cesta II. triedy,582,Dilatačný celok,Most cez Remetský potok za obcou Poruba p/V,M368.01,16,48.813337621,22.150155615,176.26025,dosková,prefabrikovaný železobetón,25,59,238,podľa tabuliek,Vodný tok,1977,Nezistený,1.0,8.35,,9.5,8.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823B00200,3823A01500,2197,357,22.445,23.312,194,Košice,5,5,5,5,5,5,5,5,5,5,5,5,1199.0
M3399,cesta II. triedy,582,Dilatačný celok,Most cez potok Okna v obci Ruskovce,M3399.01,17,48.775642047,22.165049132,140.937749,dosková,prefabrikovaný predpätý betón,48,89,320,podľa tabuliek,Vodný tok,1981,Nezistený,1.0,16.54,,13.92,12.17,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A11600,3823A11700,272220,44,27.871,28.529,202,Košice,2,2,2,2,2,2,4,4,4,4,4,4,1074.0
M1100,cesta II. triedy,582,Dilatačný celok,Most cez rameno potoka Okna v obci Ruskovce,M1100.01,18,48.774333248,22.167099762,138.9915,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,1949,Nezistený,1.0,3.5,,7.8,6.8,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A11700,3823A11800,272221,192,28.094,28.752,203,Košice,3,3,3,3,3,3,3,3,3,3,3,4,1074.0
M2681,cesta II. triedy,582,Dilatačný celok,Most cez potok Lukavec za obcou Ruskovce,M2681.01,19,48.762135745,22.178228921,127.038,dosková,prefabrikovaný železobetón,45,97,248,podľa tabuliek,Vodný tok,1963,Nezistený,1.0,9.0,,7.5,6.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A11800,3823A01700,272222,1461,29.668,30.351,204,Košice,4,4,4,4,4,4,4,4,4,4,4,6,1074.0
M6663,cesta II. triedy,587,Dilatačný celok,Most cez potok Hankovský v obci Roštár,M6663.01,1,48.691827737,20.347266712,313.2035,dosková,monolitický železobetón,26,58,143,odhadom,Vodný tok,1940,Nezistený,1.0,10.9,,7.5,7.0,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3714A07300,3714A02200,324351,6,7.72,8.089,7,Košice,3,3,3,3,3,3,3,4,4,4,4,4,623.0
M7671,cesta II. triedy,587,Dilatačný celok,Most cez potok Štítnicky za obcou Roštár,M7671.01,3,48.677752118,20.355187192,299.367499,trámová,prefabrikovaný predpätý betón,23,46,162,odhadom,Vodný tok,1959,Nezistený,1.0,10.9,,8.0,7.0,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3714A07702,3732A02701,324369,1385,9.432,9.801,11,Košice,3,3,3,3,3,3,3,4,5,5,5,6,2209.0
M5790,cesta II. triedy,587,Dilatačný celok,Most cez potok v obci Štítnik,M5790.01,4,48.662551988,20.361538468,283.930999,dosková,monolitický železobetón,21,48,272,odhadom,Vodný tok,1949,Nezistený,1.0,3.2,,5.0,5.0,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3732A15802,3732A15900,1269478,16,11.205,11.574,18,Košice,4,4,4,4,4,4,4,5,5,5,5,4,2209.0
M6704,cesta II. triedy,587,Dilatačný celok,Most cez potok pred obcou Pašková,M6704.01,6,48.594596406,20.384318765,239.313999,dosková,monolitický železobetón,21,42,248,odhadom,Vodný tok,1946,Nezistený,1.0,5.4,,6.8,6.0,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3732A03200,3732A23500,4568,1387,18.872,18.317,30,Košice,4,4,4,4,4,4,4,4,4,4,4,4,755.0
M2190,cesta II. triedy,587,Dilatačný celok,Most cez rieku Slaná v obci Plešivec,M2190.01,9,48.546589114,20.396332504,212.138,dosková,monolitický železobetón,32,80,233,odhadom,Vodný tok,1956,Nezistený,2.0,24.2,,12.0,9.0,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3732A23700,3732A00200,324453,135,23.966,24.313,34,Košice,3,3,3,3,3,3,3,4,4,4,5,5,755.0
M6396,cesta II. triedy,587,Dilatačný celok,Most cez Ardovský potok pred odbočkou do obce Ardovo,M6396.01,10,48.525823867,20.407424116,255.142,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Vodný tok,2004,Nezistený,1.0,12.52,,7.8,7.8,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3732A02100,3732A02200,4577,1037,26.973,27.32,43,Košice,1,1,1,1,1,1,1,3,3,3,3,4,734.0
M2738,cesta II. triedy,587,Dilatačný celok,Most pred obcou Dlhá Ves,M2738.01,11,48.512465068,20.424070683,315.269499,dosková,prefabrikovaný železobetón,35,87,420,podľa tabuliek,Vodný tok,1980,Nezistený,1.0,5.0,,9.5,8.5,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3732A02200,3734A02900,4584,1889,28.987,29.362,44,Košice,3,3,3,3,3,3,3,3,3,3,3,4,734.0
M4939,cesta II. triedy,587,Dilatačný celok,Most cez potok pred obcou Dlhá Ves,M4939.01,12,48.504775264,20.43170738,322.6815,dosková,prefabrikovaný železobetón,28,67,360,odhadom,Vodný tok,1980,Nezistený,1.0,4.16,,9.5,8.5,,,KE SK,SC KSK - RV,Rožňava,oba smery trasy CK,medzikrižovatkový,3732A02200,3734A02900,4584,2911,30.009,30.384,44,Košice,3,3,3,3,3,3,3,3,3,3,3,4,734.0
M5020,cesta III. triedy,3071,Dilatačný celok,Most cez Hrabušický potok - Hrabušice,M5020.01,5,48.982278114,20.403585874,549.777,dosková,monolitický železobetón,20,29,112,odhadom,Vodný tok,1939,Nezistený,1.0,3.4,,6.0,,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3712A22800,3712A22900,219476,11,Nezistený,4.499,10,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,
M839,cesta III. triedy,3201,Dilatačný celok,Most cez miestny potok v obci Iliašovce,M839.01,4,48.992774059,20.523902865,525.826249,dosková,prefabrikovaný železobetón,26,77,275,podľa tabuliek,Vodný tok,1965,Nezistený,1.0,5.0,,9.0,8.0,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3712A10400,3712A10500,219207,41,4.107,4.102,13,Prešov,3,3,3,3,3,3,3,3,3,3,3,5,1415.0
M3851,cesta III. triedy,3201,Dilatačný celok,Most cez miestny potok - Iliašovce,M3851.01,5,48.986033724,20.528920752,516.137,dosková,monolitický železobetón,26,35,290,podľa tabuliek,Vodný tok,1949,Nezistený,1.0,2.1,,8.0,7.0,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3712A10800,3712A54000,219211,11,4.969,4.964,17,Prešov,3,3,3,3,3,3,3,3,3,3,3,5,1415.0
M5470,cesta III. triedy,3201,Dilatačný celok,Most cez potok Brúsnik v obci Smižany,M5470.01,6,48.955124874,20.53142436,480.28225,dosková,monolitický železobetón,20,26,168,odhadom,Vodný tok,1957,Nezistený,1.0,7.0,,7.5,6.5,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3712A11400,3712A48700,219217,9,8.385,8.38,26,Prešov,3,3,3,3,3,3,3,4,4,4,4,5,1415.0
M6390,cesta III. triedy,3420,Dilatačný celok,"Most cez Dolinský potok , okresná hranica Prešov - SNV",M6390.01,4,48.95043717,20.951782763,427.70875,trámová,monolitický železobetón,10,16,70,odhadom,Vodný tok,1936,Nezistený,1.0,11.5,,5.9,5.5,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721B00100,3721A28100,7112,31,Nezistený,5.892,18,Košice,4,4,4,4,4,4,4,4,4,6,6,6,1889.0
M4449,cesta III. triedy,3420,Dilatačný celok,Most cez potok pred obcou Kluknava,M4449.01,5,48.939115598,20.942766987,391.047999,klenbová,monolitický prostý betón,6,30,72,odhadom,Vodný tok,1939,Nezistený,1.0,2.5,,5.8,4.8,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721B00100,3721A28100,7112,1496,Nezistený,7.357,18,Košice,4,4,4,4,4,4,4,4,4,4,4,5,2349.0
M3628,cesta III. triedy,3420,Dilatačný celok,Most cez miestny potok - Kluknava,M3628.01,6,48.931043821,20.939838543,367.8465,trámová,monolitický železobetón,32,80,196,odhadom,Vodný tok,1937,Nezistený,1.0,12.6,,5.5,5.0,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A28400,3721A28500,291932,3,Nezistený,8.302,23,Košice,2,2,2,2,2,2,2,2,2,2,2,4,2349.0
M557,cesta III. triedy,3420,Dilatačný celok,Most cez potok Zlatník,M557.01,7,48.923591485,20.933086423,352.430999,dosková,prefabrikovaný železobetón,36,83,257,podľa tabuliek,Vodný tok,1984,Nezistený,1.0,8.26,,13.05,9.3,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A28900,3721A04700,291937,5,Nezistený,9.912,30,Košice,3,3,3,3,3,3,3,3,3,4,4,4,2349.0
M6728,cesta III. triedy,3420,Dilatačný celok,Most cez mlynský náhon,M6728.01,8,48.923303881,20.932219202,351.813999,dosková,prefabrikovaný železobetón,28,66,205,podľa tabuliek,Kanál,1984,Nezistený,1.0,8.26,,11.85,8.3,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A04700,3721A26100,4990,58,Nezistený,9.996,31,Košice,4,4,4,4,4,4,4,4,4,4,4,4,2349.0
M1324,cesta III. triedy,3420,Dilatačný celok,Most cez rieku Hornád v obci Kluknava,M1324.01,9,48.922574747,20.932164024,353.68475,dosková,prefabrikovaný predpätý betón,35,101,278,podľa tabuliek,Vodný tok,1984,Nezistený,1.0,28.15,,10.75,7.0,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A04700,3721A26100,4990,122,Nezistený,10.06,31,Košice,3,3,3,3,3,3,3,3,3,4,5,5,2349.0
M4223,cesta III. triedy,3420,Dilatačný celok,Most cez železničnú trať č.180 Košice - Žilina pred obcou Kluknava,M4223.01,10,48.92089,20.93142,367.79,trámová,prefabrikovaný predpätý betón,12,35,134,statický výpočet,Železnica,2022,ZM 1,3.0,32.91,34.12,9.0,7.4,298.0,242.0,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A26100,3721A02403,291795,103,Nezistený,10.258,32,Košice,4,4,4,4,4,4,4,4,4,6,6,2,2349.0
M5262,cesta III. triedy,3270,Dilatačný celok,Most cez Hrišovský potok za obcou Richnava,M5262.01,3,48.933057728,20.916788866,382.548999,trámová,prefabrikovaný predpätý betón,24,54,122,podľa tabuliek,Vodný tok,1961,Nezistený,1.0,13.0,,7.5,6.5,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A27100,3721A27200,291805,424,Nezistený,1.94,11,Košice,4,4,4,4,4,4,4,4,6,6,6,6,
M5012,cesta III. triedy,3270,Dilatačný celok,Most cez Hrišovský potok - Hrišovce,M5012.01,4,48.941890952,20.910975623,427.24425,dosková,prefabrikovaný železobetón,50,125,420,podľa tabuliek,Vodný tok,1960,Nezistený,1.0,4.8,,6.05,5.05,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A27100,3721A27200,291805,1701,Nezistený,3.217,11,Košice,3,3,3,3,3,3,3,3,3,3,3,5,
M1653,cesta III. triedy,3270,Dilatačný celok,Most cez Hrišovský potok - Hrišovce,M1653.01,5,48.942358833,20.910386057,429.2975,dosková,prefabrikovaný železobetón,50,130,420,podľa tabuliek,Vodný tok,1960,Nezistený,1.0,6.5,,6.6,5.6,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A27200,3721A04800,291806,66,Nezistený,3.318,12,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M6045,cesta III. triedy,3290,Dilatačný celok,Most cez Herľanský potok v obci Herľany,M6045.01,1,48.800733196,21.476289899,371.642,dosková,prefabrikovaný železobetón,26,47,347,podľa tabuliek,Vodný tok,1964,Nezistený,1.0,4.15,,9.0,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A02400,3813A12900,6091,62,Nezistený,0.501,8,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
M6567,cesta III. triedy,3290,Dilatačný celok,Most cez miestny potok v Rankovciach,M6567.01,2,48.809793948,21.459429974,359.326499,dosková,monolitický železobetón,26,46,294,podľa tabuliek,Vodný tok,1960,Nezistený,1.0,5.0,,9.0,8.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,lúč,3813A13202,3813A13201,1315138,12,Nezistený,2.137,11,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M4799,cesta III. triedy,3290,Dilatačný celok,Most cez potok Hrabovec zy obcou Rankovce,M4799.01,3,48.817649462,21.446979301,375.142749,dosková,monolitický železobetón,26,42,316,podľa tabuliek,Vodný tok,1961,Nezistený,1.0,4.2,,8.0,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A29900,3813A02200,1315136,830,Nezistený,3.548,15,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M1731,cesta III. triedy,3290,Dilatačný celok,Most cez miestny potok v obci Kecerovské Kostoľany,M1731.01,4,48.824592498,21.419570185,309.584,dosková,prefabrikovaný železobetón,50,97,390,podľa tabuliek,Vodný tok,1966,Nezistený,1.0,7.55,,10.7,8.2,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A12300,3813A12400,452539,152,Nezistený,5.819,20,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
M1360,cesta III. triedy,3290,Dilatačný celok,Most cez Olšavu v obci Kecerovské Kostoľany,M1360.01,5,48.82547887,21.415585011,305.7875,trámová,monolitický železobetón,14,73,140,odhadom,Vodný tok,1949,Nezistený,2.0,20.92,,7.5,6.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A12500,3813A02000,452541,264,Nezistený,6.114,22,Košice,2,2,2,2,2,2,2,2,2,2,3,3,
M894,cesta III. triedy,3293,Dilatačný celok,Most cez Herľanský potok v obci Žírovce,M894.01,1,48.793850264,21.467889019,344.511249,trámová,oceľ -  plnostenná,10,17,182,odhadom,Vodný tok,1949,Nezistený,1.0,4.3,,6.2,5.8,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A13800,3813A13900,452554,33,Nezistený,0.984,3,Košice,4,4,4,4,4,4,4,4,4,4,5,5,
M7806,cesta III. triedy,3295,Dilatačný celok,Most cez miestny potok za obcou Kecerovské Kostoľany,M7806.01,1,48.820308976,21.423791709,323.4765,klenbová,kameň,10,20,98,odhadom,Vodný tok,1923,Nezistený,1.0,2.6,,8.4,8.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A02100,3813A16402,6102,386,Nezistený,0.386,1,Košice,4,4,4,4,4,4,4,4,4,4,5,5,
M3906,cesta III. triedy,3295,Dilatačný celok,Most cez potok Hrabovec pred obcou Boliarov,M3906.01,2,48.814008384,21.425515906,322.771999,dosková,monolitický železobetón,26,42,316,podľa tabuliek,Vodný tok,1960,Nezistený,1.0,4.1,,7.6,6.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A02100,3813A16402,6102,1132,Nezistený,1.132,1,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
M5200,cesta III. triedy,3295,Dilatačný celok,Most cez miestny potok v obci Boliarov,M5200.01,3,48.803670217,21.43218081,302.15725,dosková,prefabrikovaný železobetón,31,89,355,podľa tabuliek,Vodný tok,1961,Nezistený,1.0,4.0,,10.0,7.6,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A16502,3813A30500,1315145,31,Nezistený,2.448,7,Košice,3,3,3,3,3,3,3,3,3,3,3,3,
M66,cesta III. triedy,3295,Dilatačný celok,Most cez miestny potok v obci Bačkovik,M66.01,4,48.782834738,21.430787154,270.091499,dosková,prefabrikovaný železobetón,43,74,328,podľa tabuliek,Vodný tok,1959,Nezistený,1.0,9.2,,9.0,6.6,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A16900,3813A17000,452585,32,Nezistený,4.969,13,Košice,3,3,3,3,3,3,3,3,5,5,5,5,
