ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,S
M1019,cesta III. triedy,3321,Dilatačný celok,Most cez jarok za obcou Byster,M1019.01,1,48.704243306,21.345872669,198.260999,klenbová,kameň,7,15,84,odhadom,Vodný tok,1900,Nezistený,1.0,3.2,,8.2,5.4,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A26400,3813A26500,452701,8,Nezistený,0.367,4,Košice,4,4,4,4,4,4,4,4,4,4,6,6,
M4755,cesta III. triedy,3322,Dilatačný celok,Most cez miestny potok v obci Olšovany,M4755.01,1,48.703602,21.412776637,221.187,dosková,monolitický železobetón,21,32,280,podľa tabuliek,Vodný tok,1948,Nezistený,1.0,2.5,,6.0,5.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A03100,3813A24400,6130,241,Nezistený,0.241,1,Košice,4,4,4,4,4,3,3,3,3,3,4,4,
M5114,cesta III. triedy,3322,Dilatačný celok,Most cez potok pred obcou Nižný Čaj,M5114.01,2,48.676334781,21.406518683,207.8325,klenbová,kameň,13,42,224,odhadom,Vodný tok,1935,Nezistený,1.0,2.2,,5.8,5.1,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A03200,3831A24002,6127,579,Nezistený,3.424,3,Košice,4,4,4,4,4,4,4,4,4,4,5,5,
M380,cesta III. triedy,3324,Dilatačný celok,Most cez miestny potok pred obcou Hrašovík,M380.01,1,48.736792332,21.326249713,203.907999,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1949,Nezistený,1.0,2.1,,8.0,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A01811,3724A97300,1068576,632,Nezistený,0.643,4,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M5706,cesta III. triedy,3325,Dilatačný celok,Most cez potok Hyľov za obcou Rozhanovce,M5706.01,3,48.757330887,21.341492608,203.562,trámová,oceľ -  plnostenná,8,20,112,odhadom,Vodný tok,1932,Nezistený,1.0,4.35,,7.0,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A28600,3813A01600,1315117,221,Nezistený,2.652,11,Košice,4,4,4,4,4,4,4,4,4,4,4,4,3611.0
M1773,cesta III. triedy,3325,Dilatačný celok,Most cez Chrastňanský potok pred obcou Vajkovce,M1773.01,4,48.778834823,21.330723475,207.93725,dosková,monolitický železobetón,24,30,189,podľa tabuliek,Vodný tok,1940,Nezistený,1.0,5.0,,8.0,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A02802,3724A97200,5451,365,Nezistený,5.33,16,Košice,3,3,3,3,3,3,3,3,3,3,6,6,1241.0
M1636,cesta III. triedy,3325,Dilatačný celok,Most cez potok v obci Kráľovce,M1636.01,5,48.802875936,21.328613805,207.735499,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1948,Nezistený,1.0,2.8,,8.6,8.6,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A25900,3724A96600,452473,189,Nezistený,8.539,25,Košice,3,3,3,3,3,3,3,3,3,3,5,5,1241.0
M1330,cesta III. triedy,3325,Dilatačný celok,Most cez Kráľovecký potok v obci Ploské,M1330.01,6,48.812242989,21.327060328,214.0855,trámová,oceľ -  plnostenná,50,100,420,odhadom,Vodný tok,1959,Nezistený,1.0,4.2,,8.6,8.6,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A26100,3724A03000,452475,874,Nezistený,9.653,28,Košice,3,3,3,3,3,3,3,3,3,3,5,5,1241.0
M2138,cesta III. triedy,3325,Dilatačný celok,Most cez potok Bukovina v obci Ploské,M2138.01,7,48.813997977,21.325406184,211.63125,klenbová,monolitický prostý betón,14,21,112,podľa tabuliek,Vodný tok,1927,Nezistený,1.0,3.9,,8.0,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A03000,3724A26200,5455,6,Nezistený,9.885,29,Košice,4,4,4,4,4,4,4,4,4,4,5,5,1241.0
M5199,cesta III. triedy,3326,Dilatačný celok,Most cez miestny potok v obci Chrastné,M5199.01,1,48.793951231,21.35223188,240.044999,dosková,monolitický železobetón,20,45,280,odhadom,Vodný tok,1934,Nezistený,1.0,2.7,,5.9,5.1,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A28300,3813A28401,1315108,214,Nezistený,2.391,6,Košice,4,4,4,4,4,4,4,4,6,6,6,6,
M1613,cesta III. triedy,3650,Dilatačný celok,Most cez potok Bačkovský za obcou Višňov,M1613.01,1,48.753967766,21.683868853,121.232999,dosková,prefabrikovaný železobetón,26,36,243,podľa tabuliek,Vodný tok,1965,Nezistený,1.0,4.15,,7.5,6.5,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3814A08100,3814A08200,184868,1099,Nezistený,9.742,19,Košice,3,3,3,3,3,3,3,3,3,3,4,4,
M3837,cesta III. triedy,3652,Dilatačný celok,Most cez miestny potok pred obcou Kravany,M3837.01,1,48.741694961,21.647352247,160.531499,dosková,monolitický železobetón,14,31,139,podľa tabuliek,Vodný tok,1957,Nezistený,1.0,7.1,,7.5,6.5,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A03900,3813A07700,6074,929,Nezistený,4.427,5,Košice,5,5,5,5,5,5,5,5,5,5,6,6,1865.0
M823,cesta III. triedy,3652,Dilatačný celok,Most pred obcou Kravany,M823.01,001A,48.750237355,21.64395938,156.958249,dosková,prefabrikovaný železobetón,25,64,156,podľa tabuliek,Kanál,1962,Nezistený,1.0,5.9,,7.72,6.72,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A03900,3813A07700,6074,1920,Nezistený,5.418,5,Košice,4,4,4,4,4,4,4,4,4,4,4,4,1865.0
M3032,cesta III. triedy,3652,Dilatačný celok,Most cez miestny potok v Stankovciach,M3032.01,2,48.761532429,21.660671824,136.418,dosková,monolitický železobetón,19,48,117,podľa tabuliek,Vodný tok,1946,Nezistený,1.0,3.5,,4.7,4.7,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A07700,3813A07800,184877,1465,Nezistený,7.905,6,Košice,3,3,3,3,3,3,3,3,3,3,5,5,1865.0
M6219,cesta III. triedy,3653,Dilatačný celok,Most cez potok Temavka v obci Sečovce,M6219.01,1,48.700848599,21.6547222,130.6625,trámová,prefabrikovaný predpätý betón,26,40,0,odhadom,Vodný tok,1968,Nezistený,2.0,27.6,,11.9,9.0,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A27100,3813A07400,1136649,29,Nezistený,0.176,4,Košice,3,3,3,3,3,3,3,3,6,6,6,6,6845.0
M7456,cesta III. triedy,3653,Dilatačný celok,Most cez potok Temavka v obci Zbehňov,M7456.01,2,48.689652525,21.627666529,171.231,dosková,monolitický železobetón,21,32,280,podľa tabuliek,Vodný tok,1951,Nezistený,1.0,3.2,,7.65,7.65,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A09101,3813A09200,182939,25,Nezistený,2.835,12,Košice,4,4,4,4,4,4,4,4,4,4,4,4,1252.0
M6444,cesta III. triedy,3653,Dilatačný celok,Most cez potok Cecejec v obci Malé Ozorovce,M6444.01,3,48.683664354,21.618842128,185.5285,trámová,oceľ -  plnostenná,25,64,156,podľa tabuliek,Vodný tok,1946,Nezistený,1.0,2.45,,8.7,7.2,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A09400,3813A09500,182942,25,Nezistený,3.774,14,Košice,3,3,3,3,3,3,3,3,3,3,4,4,1252.0
M3216,cesta III. triedy,3653,Dilatačný celok,Most v obci Veľké Ozorovce,M3216.01,003A,48.659307406,21.610414172,169.940499,dosková,prefabrikovaný železobetón,36,78,358,podľa tabuliek,Vodný tok,1982,Nezistený,1.0,5.0,,37.6,37.1,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,lúč,3831A12101,3831A12102,182949,53,Nezistený,6.604,20,Košice,3,3,3,3,3,3,3,3,3,3,4,4,1252.0
M5194,cesta III. triedy,3653,Dilatačný celok,Most cez potok Kašín pred obcou Zemplínská Teplica,M5194.01,4,48.658491725,21.59892308,171.535499,dosková,monolitický železobetón,26,43,378,podľa tabuliek,Vodný tok,1952,Nezistený,1.0,3.0,,7.8,6.8,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3831A12400,3831A12500,182952,233,Nezistený,7.462,23,Košice,3,3,3,3,3,3,3,3,3,3,4,4,1252.0
M3383,cesta III. triedy,3653,Dilatačný celok,Most cez potok Číža pred obcou Zemplinská Teplica,M3383.01,5,48.65315743,21.584219594,178.9075,dosková,monolitický železobetón,26,43,378,podľa tabuliek,Vodný tok,1952,Nezistený,1.0,3.5,,7.7,6.7,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3831A12400,3831A12500,182952,1496,Nezistený,8.725,23,Košice,3,3,3,3,3,3,3,3,3,3,4,4,1252.0
M3395,cesta III. triedy,3654,Dilatačný celok,Most cez miestny potok v obci Sečovce,M3395.01,1,48.700819479,21.647025654,133.376999,trámová,prefabrikovaný železobetón,24,64,100,podľa tabuliek,Vodný tok,1968,Nezistený,1.0,17.5,,12.0,7.1,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A08700,3813A04600,182935,19,Nezistený,0.217,2,Košice,4,4,4,4,4,4,4,4,6,6,6,6,
M3214,cesta III. triedy,3655,Dilatačný celok,Most cez potok Trnava za obcou Sečovce,M3214.01,1,48.69215783,21.64676529,136.509,dosková,monolitický železobetón,26,42,316,podľa tabuliek,Vodný tok,1959,Nezistený,1.0,4.2,,8.2,6.4,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A03800,3831A01700,9230,665,Nezistený,0.96,4,Košice,3,3,3,3,3,3,3,3,3,3,3,3,
M1234,cesta III. triedy,3656,Dilatačný celok,Most cez potok Ternavka za obcou Sečovce,M1234.01,1,48.690686712,21.653474545,129.373999,dosková,monolitický železobetón,26,49,253,podľa tabuliek,Vodný tok,1959,Nezistený,1.0,5.8,,14.6,10.2,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A07600,3832A15600,184874,563,Nezistený,0.76,2,Košice,3,3,3,3,3,3,3,3,3,3,5,5,4278.0
M1843,cesta III. triedy,3736,Dilatačný celok,Most cez potok Ternavka v obci Vojčice,M1843.01,1,48.677356328,21.71896275,107.64675,dosková,monolitický železobetón,17,38,101,odhadom,Vodný tok,1948,Nezistený,1.0,14.0,,6.8,6.4,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3814A06100,3814A06200,184848,92,Nezistený,3.219,7,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
M1814,cesta III. triedy,3737,Dilatačný celok,Most cez poľný kanál v obci Tušická Nová Ves,M1814.01,2,48.717995636,21.75164219,107.058,dosková,monolitický železobetón,12,18,101,odhadom,Kanál,1929,Nezistený,1.0,4.1,,6.0,5.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A14400,3814A14500,354492,15,Nezistený,2.245,6,Košice,4,4,4,4,4,4,4,4,4,4,4,4,
M5717,cesta III. triedy,3737,Dilatačný celok,Most cez kanál v obci Tušice,M5717.01,3,48.724867653,21.736679422,106.955,klenbová,monolitický prostý betón,26,50,195,podľa tabuliek,Kanál,1939,Nezistený,1.0,3.15,,8.6,5.2,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A15100,3814A15200,354499,525,Nezistený,4.14,13,Košice,3,3,3,3,3,3,3,3,3,3,3,3,
M5642,cesta III. triedy,3737,Dilatačný celok,Most medzi obcami Dvorianky a Tušická Nová Ves,M5642.01,4,48.727737421,21.717112163,105.685249,dosková,prefabrikovaný železobetón,19,38,244,podľa tabuliek,Vodný tok,1978,Nezistený,1.0,3.57,,8.73,7.63,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3814B00500,3814A08600,7126,687,Nezistený,5.903,16,Košice,4,4,4,4,4,4,4,4,4,4,5,5,
M6936,cesta III. triedy,3737,Dilatačný celok,Most cez kanál Mano pred obcou Dvorianky,M6936.01,5,48.729655583,21.714484485,108.25075,trámová,prefabrikovaný predpätý betón,24,56,144,podľa tabuliek,Vodný tok,1958,Nezistený,1.0,11.2,,7.6,6.6,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3814B00500,3814A08600,7126,952,Nezistený,6.168,16,Košice,4,4,4,4,4,4,4,4,6,6,6,6,
M2677,cesta III. triedy,3737,Dilatačný celok,Most cez melioračný odpad pred obcou Dvorianky,M2677.01,6,48.730689404,21.697686599,112.2045,dosková,prefabrikovaný železobetón,19,48,117,podľa tabuliek,Kanál,1969,Nezistený,1.0,3.75,,9.0,8.0,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3814A01800,3814A07900,4879,312,Nezistený,7.58,23,Košice,4,4,4,4,4,4,4,4,4,4,5,5,
M4443,cesta III. triedy,3738,Dilatačný celok,Most cez potok Bolky v obci Laškovce,M4443.01,1,48.697670259,21.850470723,110.163249,dosková,monolitický železobetón,10,19,107,odhadom,Vodný tok,1926,Nezistený,1.0,3.0,,5.9,5.3,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A49100,3832A03400,1325362,139,Nezistený,3.023,7,Košice,3,3,3,3,3,3,3,3,3,3,4,4,
M2197,cesta III. triedy,3739,Dilatačný celok,Most medzi obcami Šamudovce - Vrbnica,M2197.01,001A,48.684905053,21.888502865,107.438999,trámová,prefabrikovaný predpätý betón,24,49,119,podľa tabuliek,Kanál,1972,Nezistený,1.0,13.0,,10.5,9.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A49200,3814A19500,1325372,711,Nezistený,5.481,11,Košice,4,4,4,4,4,4,4,4,4,5,5,5,906.0
M1029,cesta III. triedy,3739,Dilatačný celok,Most cez potok Duša za obcou Hatalov,M1029.01,2,48.64530669,21.896848847,104.5215,trámová,monolitický železobetón,19,32,80,odhadom,Kanál,1932,Nezistený,3.0,44.66,,6.0,5.0,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A23500,3832A23602,354617,1012,Nezistený,10.074,26,Košice,4,4,4,4,4,4,4,4,4,4,6,6,906.0
M3139,cesta III. triedy,3739,Dilatačný celok,Most cez poľný kanál pr. obcou Malá Raškovce,M3139.01,4,48.583993777,21.917318711,101.728,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Kanál,1938,Nezistený,1.0,3.1,,5.5,5.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A25400,3832A25500,354684,548,Nezistený,17.636,39,Košice,3,3,3,3,3,3,3,3,3,5,5,5,293.0
M6993,cesta III. triedy,3739,Dilatačný celok,Most cez kanál pred obcou Veľké Raškovce,M6993.01,5,48.568436338,21.912021983,101.50675,dosková,prefabrikovaný železobetón,27,63,290,podľa tabuliek,Kanál,1967,Nezistený,1.0,5.6,,6.2,6.1,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A25700,3832A01102,354687,1307,Nezistený,19.749,42,Košice,2,2,2,2,2,2,2,2,6,6,6,6,626.0
M3042,cesta III. triedy,3740,Dilatačný celok,Most cez potok Duša za obcou Hatalov,M3042.01,1,48.659021334,21.887137355,103.899749,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,1940,Nezistený,1.0,4.2,,4.3,4.1,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A03600,3832A23700,4045,51,Nezistený,0.051,1,Košice,3,3,3,3,3,3,3,3,3,4,4,4,
M6415,cesta III. triedy,3740,Dilatačný celok,Most cez potok Duša za obcou Hatalov,M6415.01,2,48.655164125,21.874425804,103.8655,dosková,prefabrikovaný železobetón,40,99,308,podľa tabuliek,Kanál,1958,Nezistený,2.0,19.3,,7.5,6.4,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A23700,3832A03500,354619,995,Nezistený,1.069,2,Košice,4,4,4,4,4,4,4,4,4,6,6,6,
M1687,cesta III. triedy,3741,Dilatačný celok,Most cez nápustný kanál pred obcou Zbudza,M1687.01,1,48.793905981,21.900719962,120.153749,trámová,prefabrikovaný predpätý betón,24,54,91,podľa tabuliek,Kanál,1965,Nezistený,3.0,56.5,,9.0,6.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A48900,3814A48800,1324566,13,Nezistený,4.282,11,Košice,4,4,4,4,4,4,4,4,5,5,6,6,2698.0
M6027,cesta III. triedy,3741,Dilatačný celok,Most cez potok Turský v obci Zbudza,M6027.01,2,48.81232593,21.892627403,124.603499,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Vodný tok,1999,Nezistený,1.0,15.98,,7.5,7.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A32800,3814A32900,355676,29,Nezistený,6.297,15,Košice,1,1,1,1,1,1,1,1,1,1,4,4,2698.0
M3892,cesta III. triedy,3741,Dilatačný celok,Most cez potok Kút v obci Staré,M3892.01,5,48.865021459,21.870360967,141.94,dosková,prefabrikovaný železobetón,42,97,369,podľa tabuliek,Vodný tok,1964,Nezistený,1.0,3.05,,7.5,6.6,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3812A27600,3812A27700,354475,88,Nezistený,12.561,27,Košice,2,2,2,2,2,2,2,2,2,2,4,4,2190.0
M158,cesta III. triedy,3741,Dilatačný celok,Most cez Laborec za obcou Krivošťany,M158.01,6,48.877372174,21.850616347,134.481499,trámová,prefabrikovaný predpätý betón,24,54,98,odhadom,Vodný tok,1963,Nezistený,3.0,67.0,,9.1,6.6,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3812A27900,3812A28000,354478,54,Nezistený,14.673,30,Košice,4,4,4,4,4,4,4,4,7,1,1,1,2190.0
M2572,cesta III. triedy,3743,Dilatačný celok,Most cez Porubský potok za obcou Jovsa,M2572.01,1,48.809650325,22.086398816,119.52525,dosková,prefabrikovaný železobetón,50,118,317,podľa tabuliek,Vodný tok,1966,Nezistený,1.0,8.0,,7.6,6.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A01400,3823A19500,2341,777,0.773,0.777,1,Košice,3,3,3,3,3,3,3,3,3,3,5,5,787.0
M957,cesta III. triedy,3743,Dilatačný celok,Most cez Jovsanský potok pred obcou Hnojné,M957.01,2,48.796528992,22.078387553,107.683,dosková,monolitický železobetón,36,79,271,odhadom,Vodný tok,1958,Nezistený,1.0,11.0,,7.4,6.4,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A01400,3823A19500,2341,2351,2.347,2.351,1,Košice,3,3,3,3,3,3,3,3,3,3,4,4,787.0
M6588,cesta III. triedy,3743,Dilatačný celok,Most cez potok Jovsanský v obci Hnojné,M6588.01,3,48.784397432,22.069601952,107.594249,dosková,prefabrikovaný železobetón,47,114,363,podľa tabuliek,Vodný tok,1962,Nezistený,1.0,7.0,,7.5,6.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3823A01400,3823A19500,2341,3860,3.856,3.86,1,Košice,3,3,3,3,3,3,3,3,3,3,5,5,787.0
M6362,cesta III. triedy,3743,Dilatačný celok,Most cez potok Okna pred obcou Blatná Polianka,M6362.01,4,48.69659686,22.106195838,104.579249,dosková,monolitický železobetón,23,51,177,odhadom,Vodný tok,1949,Nezistený,2.0,21.8,,6.0,5.0,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A09500,3823A09600,272199,893,15.874,15.702,16,Košice,4,4,4,4,4,4,4,4,4,4,4,6,194.0
M6141,cesta III. triedy,3743,Dilatačný celok,Most cez potok v obci Blatná Polianka,M6141.01,5,48.693989527,22.11159234,102.937999,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1937,Nezistený,1.0,2.5,,5.6,4.8,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A09700,3823A09800,272201,40,16.81,16.638,18,Košice,3,3,3,3,3,3,3,3,3,3,3,5,194.0
M2637,cesta III. triedy,3743,Dilatačný celok,Most cez Sobranecký potok za obcou Blatná Polianka,M2637.01,6,48.689769302,22.129920005,104.049249,trámová,prefabrikovaný predpätý betón,30,62,122,podľa tabuliek,Vodný tok,1963,Nezistený,1.0,18.0,,8.0,6.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A09700,3823A09800,272201,1913,18.688,18.511,18,Košice,4,4,4,4,4,4,4,4,5,5,5,5,194.0
M912,cesta III. triedy,3743,Dilatačný celok,Most cez potok pred obcou Svätuš,M912.01,7,48.685011938,22.13662024,102.823749,dosková,monolitický železobetón,23,54,191,odhadom,Vodný tok,1957,Nezistený,1.0,11.2,,7.7,6.3,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A09700,3823A09800,272201,2635,19.362,19.233,18,Košice,4,4,4,4,4,4,4,4,4,4,4,6,194.0
M4294,cesta III. triedy,3792,Dilatačný celok,Most cez kanál za obcou Veľké Revištia,M4294.01,1,48.746762834,22.103918135,107.212499,dosková,prefabrikovaný železobetón,43,108,369,podľa tabuliek,Kanál,1958,Nezistený,1.0,5.25,,7.5,6.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A02003,3823A09100,1356575,816,0.862,0.841,3,Košice,3,3,3,3,3,3,3,3,3,3,3,4,
M6122,cesta III. triedy,3792,Dilatačný celok,Most cez kanál pred obcou Úbrež,M6122.01,2,48.76110328,22.121872374,113.932499,dosková,prefabrikovaný železobetón,39,105,347,podľa tabuliek,Kanál,1960,Nezistený,1.0,6.1,,7.5,6.5,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A00600,3823A08900,2347,23,2.937,2.916,6,Košice,3,3,3,3,3,3,3,3,3,3,3,5,
M1482,cesta III. triedy,3792,Dilatačný celok,Most cez potok Remecký Remetské Hamre,M1482.01,3,48.848868184,22.184332629,281.077499,dosková,prefabrikovaný železobetón,38,107,400,podľa tabuliek,Vodný tok,1961,Nezistený,1.0,4.8,,7.6,6.6,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3821A12600,3821A02200,272168,68,14.137,13.581,13,Košice,2,2,2,2,2,2,2,2,5,5,5,5,
M1748,cesta III. triedy,3794,Dilatačný celok,Most cez potok Okná Veľká Rybnica,M1748.01,1,48.821445139,22.175656899,218.520499,dosková,prefabrikovaný predpätý betón,48,117,298,podľa tabuliek,Vodný tok,1980,Nezistený,1.0,14.2,,8.75,6.45,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A07100,3823A02800,272170,22,Nezistený,0.334,3,Košice,3,3,3,3,3,3,3,3,3,3,3,4,
M7480,cesta III. triedy,3795,Dilatačný celok,Most cez potok v obci Kolibabovce,M7480.01,1,48.720189711,22.261064275,178.904999,dosková,monolitický železobetón,26,42,316,podľa tabuliek,Vodný tok,1957,Nezistený,1.0,4.0,,5.8,,,,KE SK,SC KSK - MI,Sobrance,oba smery trasy CK,medzikrižovatkový,3823A02100,3823A14800,2368,487,Nezistený,0.487,1,Košice,3,3,3,3,3,3,3,3,3,3,3,6,
M4884,cesta III. triedy,3744,Dilatačný celok,Most za obcou Lastomír,M4884.01,000A,48.685556929,21.930700919,106.727249,trámová,prefabrikovaný predpätý betón,30,62,147,podľa tabuliek,Kanál,1965,Nezistený,1.0,13.0,,8.4,7.8,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3814A31100,3814A49300,355637,1802,6.936,6.937,15,Košice,3,3,3,3,3,3,3,3,4,4,5,5,2639.0
M3497,cesta III. triedy,3744,Dilatačný celok,Most za obcou Sliepkovce,M3497.01,1,48.654991885,21.939319499,102.266,dosková,prefabrikovaný predpätý betón,48,89,318,podľa tabuliek,Kanál,1985,Nezistený,1.0,16.4,,9.5,9.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A35100,3832A26900,1325376,1185,11.276,11.263,19,Košice,3,3,3,3,3,3,3,3,3,3,4,4,2412.0
M5993,cesta III. triedy,3744,Dilatačný celok,Most cez potok pred obcou Budkovce,M5993.01,001A,48.640226513,21.930185189,102.48875,dosková,monolitický železobetón,14,18,113,podľa tabuliek,Vodný tok,1948,Nezistený,1.0,5.2,,7.4,6.0,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A35100,3832A26900,1325376,3063,13.154,13.141,19,Košice,5,5,5,5,5,5,5,5,5,5,6,6,2412.0
M2262,cesta III. triedy,3744,Dilatačný celok,Most cez potok Duša Budkovce,M2262.01,2,48.638010906,21.925829222,102.36375,dosková,prefabrikovaný predpätý betón,26,63,313,podľa tabuliek,Vodný tok,1966,Nezistený,1.0,9.7,,9.0,6.5,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A27000,3832A27100,355640,105,13.572,13.559,21,Košice,3,3,3,3,3,3,3,3,3,3,5,5,2412.0
M5656,cesta III. triedy,3744,Dilatačný celok,Most cez potok Vagašský za obcou Budkovce,M5656.01,3,48.613754958,21.946522375,101.5785,klenbová,monolitický železobetón,13,40,200,odhadom,Vodný tok,1936,Nezistený,1.0,4.0,,5.7,5.7,,,KE SK,SC KSK - MI,Michalovce,oba smery trasy CK,medzikrižovatkový,3832A24600,3832A35200,354676,1925,16.875,16.862,28,Košice,3,3,3,3,3,3,3,3,3,3,5,5,1451.0
